customer_id,customer_since,state,segment,is_active
C0000196,2020-12-22,UT,consumer,True
C0000197,2024-06-04,NY,consumer,True
C0000198,2018-03-30,NY,consumer,True
C0000199,2025-04-03,CA,consumer,True
C0000200,2018-12-25,GA,consumer,True
C0000201,2021-04-29,GA,enterprise,True
C0000202,2025-09-25,NY,consumer,True
C0000203,2018-11-13,FL,consumer,False
C0000204,2023-04-05,FL,consumer,True
C0000205,2023-10-27,WA,consumer,False
C0000206,2021-06-04,IL,consumer,True
C0000207,2018-08-19,GA,small_business,True
C0000208,2022-03-10,GA,consumer,True
C0000209,2021-06-19,UT,small_business,True
C0000210,2024-12-23,GA,consumer,False
C0000211,2023-06-16,CO,consumer,False
C0000212,2020-10-02,TX,consumer,True
C0000213,2018-06-19,FL,consumer,True
C0000214,2022-09-20,TX,consumer,True
C0000215,2020-03-27,NV,consumer,True
C0000216,2023-06-20,WA,consumer,True
C0000217,2024-11-27,TX,small_business,True
C0000218,2020-11-03,NC,consumer,True
C0000219,2025-03-22,FL,consumer,True
C0000220,2022-02-24,UT,small_business,True
C0000221,2022-03-31,UT,consumer,True
C0000222,2024-02-13,UT,consumer,True
C0000223,2024-04-23,GA,small_business,True
C0000224,2025-04-08,FL,consumer,True
C0000225,2025-12-27,WA,consumer,False
C0000226,2019-03-18,NC,small_business,True
C0000227,2021-04-19,AZ,enterprise,True
C0000228,2025-06-18,TX,small_business,False
C0000229,2020-06-17,CO,consumer,True
C0000230,2018-01-16,AZ,consumer,True
C0000231,2022-08-10,CA,consumer,True
C0000232,2024-01-08,NV,consumer,True
C0000233,2023-12-10,WA,consumer,True
C0000234,2024-06-24,IL,consumer,True
C0000235,2023-02-24,CO,consumer,True
C0000236,2019-02-04,IL,small_business,True
C0000237,2024-10-09,GA,consumer,False
C0000238,2021-05-08,NY,consumer,True
C0000239,2024-10-10,UT,consumer,True
C0000240,2024-07-08,FL,consumer,True
C0000241,2025-10-04,AZ,small_business,True
C0000242,2018-02-11,NC,consumer,True
C0000243,2024-12-04,CO,consumer,True
C0000244,2023-01-10,AZ,consumer,True
C0000245,2021-11-18,UT,consumer,True
C0000246,2024-05-04,FL,consumer,True
C0000247,2025-08-12,TX,consumer,True
C0000248,2022-02-06,CA,consumer,True
C0000249,2018-09-13,CA,consumer,True
C0000250,2023-10-21,IL,small_business,True
C0000251,2019-11-05,AZ,small_business,True
C0000252,2019-10-24,GA,consumer,True
C0000253,2019-07-18,WA,consumer,True
C0000254,2019-08-03,AZ,consumer,True
C0000255,2025-04-11,NC,consumer,False
C0000256,2020-11-26,NY,consumer,True
C0000257,2018-11-07,AZ,consumer,True
C0000258,2019-06-08,UT,consumer,True
C0000259,2021-02-26,UT,consumer,True
C0000260,2020-10-07,NC,small_business,True
C0000261,2020-06-24,IL,consumer,True
C0000262,2025-07-31,AZ,consumer,True
C0000263,2024-12-05,AZ,small_business,True
C0000264,2022-08-02,IL,consumer,True
C0000265,2025-11-20,IL,consumer,True
C0000266,2020-09-19,GA,consumer,True
C0000267,2019-02-06,NC,enterprise,True
C0000268,2020-03-03,IL,consumer,True
C0000269,2018-09-18,CA,consumer,True
C0000270,2025-08-11,WA,small_business,True
C0000271,2019-10-02,CO,consumer,True
C0000272,2021-07-21,TX,consumer,True
C0000273,2019-08-14,TX,consumer,True
C0000274,2025-11-02,NV,consumer,True
C0000275,2019-04-07,NY,consumer,True
C0000276,2022-02-14,IL,small_business,True
C0000277,2025-08-07,UT,consumer,True
C0000278,2022-03-02,NC,consumer,False
C0000279,2025-03-09,CO,consumer,True
C0000280,2025-03-02,CA,consumer,True
C0000281,2024-02-21,IL,small_business,True
C0000282,2023-12-09,CA,consumer,True
C0000283,2022-08-11,FL,enterprise,True
C0000284,2022-08-23,UT,enterprise,True
C0000285,2024-08-24,WA,small_business,True
C0000286,2021-05-30,IL,small_business,False
C0000287,2025-07-24,CA,consumer,True
C0000288,2025-01-08,CO,consumer,True
C0000289,2020-12-29,GA,consumer,True
C0000290,2021-04-17,UT,consumer,True
C0000291,2023-09-18,CA,consumer,True
C0000292,2025-05-18,FL,consumer,True
C0000293,2018-10-09,TX,consumer,True
C0000294,2018-07-20,NC,consumer,True
C0000295,2019-12-26,FL,consumer,True
C0000296,2021-06-09,NY,consumer,True
C0000297,2019-04-21,NC,small_business,False
C0000298,2022-02-25,CO,consumer,True
C0000299,2022-04-30,GA,consumer,False
C0000300,2025-08-08,IL,consumer,False
C0000301,2023-12-18,CA,small_business,True
C0000302,2020-01-03,FL,consumer,True
C0000303,2024-04-15,GA,consumer,True
C0000304,2024-06-11,WA,consumer,True
C0000305,2023-06-09,NV,consumer,True
C0000306,2023-05-30,CA,consumer,True
C0000307,2020-06-24,IL,small_business,True
C0000308,2023-09-25,FL,consumer,True
C0000309,2019-01-29,TX,consumer,True
C0000310,2023-01-13,CA,small_business,True
C0000311,2025-05-13,IL,consumer,True
C0000312,2025-10-07,FL,consumer,True
C0000313,2020-05-20,UT,consumer,True
C0000314,2020-08-29,AZ,consumer,True
C0000315,2022-12-13,NY,consumer,True
C0000316,2021-03-08,FL,consumer,False
C0000317,2023-11-05,CO,consumer,False
C0000318,2019-08-16,NV,consumer,True
C0000319,2019-05-09,WA,consumer,False
C0000320,2018-05-29,GA,consumer,True
C0000321,2021-10-02,TX,consumer,True
C0000322,2019-09-14,AZ,consumer,False
C0000323,2020-05-24,CO,consumer,True
C0000324,2025-04-27,CO,consumer,True
C0000325,2024-07-05,WA,enterprise,True
C0000326,2024-09-19,NC,consumer,True
C0000327,2022-09-29,NV,consumer,True
C0000328,2018-11-25,TX,consumer,True
C0000329,2023-12-21,GA,small_business,False
C0000330,2022-10-30,NY,consumer,True
C0000331,2025-04-07,NY,consumer,True
C0000332,2021-10-31,AZ,consumer,True
C0000333,2019-05-21,GA,consumer,True
C0000334,2022-10-03,UT,consumer,True
C0000335,2021-08-24,NY,consumer,True
C0000336,2023-04-10,NY,consumer,True
C0000337,2021-01-02,CA,consumer,True
C0000338,2020-06-14,WA,consumer,True
C0000339,2019-01-01,NC,consumer,True
C0000340,2025-09-08,UT,consumer,True
C0000341,2024-01-14,NY,small_business,True
C0000342,2021-09-22,WA,consumer,True
C0000343,2019-11-16,TX,consumer,True
C0000344,2023-01-09,FL,consumer,True
C0000345,2021-04-18,AZ,consumer,True
C0000346,2023-01-29,NY,enterprise,True
C0000347,2018-09-21,CO,small_business,False
C0000348,2019-06-21,NY,consumer,True
C0000349,2023-11-17,AZ,small_business,True
C0000350,2018-06-30,FL,consumer,True
C0000351,2023-06-02,AZ,small_business,True
C0000352,2021-04-16,UT,consumer,True
C0000353,2018-01-10,FL,consumer,True
C0000354,2024-02-09,AZ,consumer,True
C0000355,2023-08-06,FL,consumer,True
C0000356,2024-07-08,NY,consumer,True
C0000357,2025-02-27,AZ,small_business,True
C0000358,2023-11-02,NV,consumer,True
C0000359,2024-09-21,CO,consumer,True
C0000360,2018-11-27,IL,consumer,True
C0000361,2025-05-05,IL,small_business,True
C0000362,2025-04-20,UT,consumer,True
C0000363,2023-07-20,TX,consumer,True
C0000364,2024-05-30,NY,consumer,True
C0000365,2023-12-05,NV,consumer,True
C0000366,2025-01-06,NC,consumer,True
C0000367,2025-02-09,NC,consumer,True
C0000368,2022-03-09,CA,consumer,True
C0000369,2024-07-11,NV,consumer,True
C0000370,2025-04-27,IL,consumer,True
C0000371,2020-05-17,NV,consumer,True
C0000372,2018-05-17,WA,small_business,True
C0000373,2019-05-13,NV,consumer,True
C0000374,2018-03-30,NY,consumer,True
C0000375,2021-06-22,CA,consumer,True
C0000376,2018-03-01,GA,consumer,False
C0000377,2020-01-27,CA,consumer,True
C0000378,2020-01-09,UT,small_business,True
C0000379,2023-08-26,NY,consumer,True
C0000380,2019-12-27,NC,consumer,True
C0000381,2025-08-05,NY,consumer,True
C0000382,2019-07-02,GA,consumer,False
C0000383,2025-10-08,FL,consumer,False
C0000384,2022-07-14,CA,consumer,True
C0000385,2019-12-14,NY,small_business,True
C0000386,2018-04-24,AZ,consumer,True
C0000387,2020-06-12,NC,consumer,True
C0000388,2022-09-20,IL,consumer,False
C0000389,2018-11-15,WA,enterprise,True
C0000390,2019-04-30,CO,small_business,True
C0000391,2018-12-02,NY,consumer,True
C0000392,2023-06-03,AZ,consumer,True
C0000393,2018-09-15,WA,consumer,True
C0000394,2018-03-03,NC,consumer,True
C0000395,2021-08-23,FL,small_business,True
C0000396,2020-06-25,TX,consumer,True
C0000397,2022-07-23,FL,consumer,False
C0000398,2025-07-02,CA,consumer,True
C0000399,2024-11-09,CA,consumer,True
C0000400,2022-04-22,FL,consumer,True
C0000401,2023-02-21,TX,consumer,False
C0000402,2024-06-27,NY,enterprise,True
C0000403,2021-07-01,IL,consumer,True
C0000404,2023-04-06,FL,consumer,True
C0000405,2019-09-24,IL,small_business,False
C0000406,2022-11-19,WA,consumer,True
C0000407,2019-11-23,CA,enterprise,True
C0000408,2019-07-13,GA,consumer,True
C0000409,2024-02-02,TX,consumer,True
C0000410,2022-08-05,AZ,consumer,True
C0000411,2021-01-05,CO,consumer,True
C0000412,2018-04-26,UT,consumer,True
C0000413,2019-11-23,NV,consumer,True
C0000414,2024-05-29,CA,consumer,True
C0000415,2021-09-29,WA,consumer,True
C0000416,2025-09-04,CO,small_business,True
C0000417,2025-03-14,UT,consumer,True
C0000418,2024-10-29,NC,consumer,True
C0000419,2018-02-16,NV,consumer,True
C0000420,2018-05-29,NY,consumer,True
C0000421,2022-08-17,NV,consumer,True
C0000422,2020-09-15,NC,consumer,True
C0000423,2024-09-24,AZ,consumer,True
C0000424,2020-07-17,NY,consumer,True
C0000425,2019-03-24,CA,consumer,True
C0000426,2018-11-26,UT,consumer,True
C0000427,2020-05-29,NC,consumer,True
C0000428,2023-01-04,UT,enterprise,True
C0000429,2019-01-04,GA,consumer,True
C0000430,2024-05-17,CA,consumer,True
C0000431,2020-06-02,CA,consumer,True
C0000432,2020-07-05,CO,consumer,True
C0000433,2023-04-20,GA,consumer,True
C0000434,2024-11-24,WA,consumer,True
C0000435,2021-06-25,UT,consumer,True
C0000436,2024-05-16,CA,consumer,True
C0000437,2020-06-09,CO,consumer,True
C0000438,2019-01-13,FL,consumer,True
C0000439,2024-08-16,IL,consumer,True
C0000440,2024-02-18,TX,small_business,True
C0000441,2024-01-02,IL,consumer,True
C0000442,2025-01-21,FL,small_business,True
C0000443,2021-12-25,NV,consumer,True
C0000444,2019-07-31,WA,consumer,True
C0000445,2022-09-05,FL,consumer,True
C0000446,2022-08-03,FL,consumer,True
C0000447,2021-02-01,FL,small_business,True
C0000448,2023-02-09,NY,enterprise,True
C0000449,2020-02-08,AZ,consumer,True
C0000450,2022-11-15,WA,consumer,True
C0000451,2024-05-06,UT,consumer,False
C0000452,2018-10-09,NV,small_business,True
C0000453,2021-08-17,NY,consumer,False
C0000454,2023-04-15,CO,consumer,True
C0000455,2018-05-30,AZ,small_business,True
C0000456,2023-01-20,NC,consumer,False
C0000457,2025-04-18,GA,consumer,True
C0000458,2024-08-02,WA,small_business,False
C0000459,2023-06-25,NC,consumer,True
C0000460,2024-06-04,NC,consumer,True
C0000461,2020-11-22,NY,enterprise,False
C0000462,2020-08-13,CO,consumer,True
C0000463,2018-09-02,AZ,consumer,True
C0000464,2023-10-10,CO,small_business,True
C0000465,2020-07-07,IL,consumer,True
C0000466,2024-12-07,CA,consumer,True
C0000467,2021-09-22,TX,consumer,True
C0000468,2025-02-20,GA,consumer,True
C0000469,2019-02-08,AZ,enterprise,True
C0000470,2019-04-17,NY,consumer,True
C0000471,2020-10-10,CA,consumer,True
C0000472,2018-03-19,GA,consumer,True
C0000473,2021-12-07,WA,consumer,True
C0000474,2023-03-16,NV,enterprise,True
C0000475,2023-04-16,CO,consumer,True
C0000476,2019-09-19,CA,consumer,True
C0000477,2019-04-25,NV,small_business,True
C0000478,2022-07-05,NY,small_business,False
C0000479,2023-01-23,IL,consumer,True
C0000480,2025-07-21,FL,consumer,True
C0000481,2025-02-28,FL,consumer,True
C0000482,2021-01-12,WA,small_business,True
C0000483,2019-04-18,CA,small_business,True
C0000484,2020-01-09,IL,consumer,True
C0000485,2025-01-18,UT,consumer,True
C0000486,2021-08-26,CA,consumer,True
C0000487,2025-12-09,NC,consumer,True
C0000488,2023-04-04,NC,small_business,True
C0000489,2022-10-04,NV,consumer,True
C0000490,2018-10-23,WA,consumer,True
C0000491,2022-09-21,WA,consumer,True
C0000492,2021-01-16,NY,consumer,True
C0000493,2024-09-29,UT,consumer,True
C0000494,2019-01-26,NV,consumer,True
C0000495,2019-07-15,GA,consumer,False
C0000496,2023-04-19,FL,consumer,True
C0000497,2023-06-10,IL,enterprise,True
C0000498,2024-08-22,NV,small_business,True
C0000499,2022-03-12,UT,consumer,True
C0000500,2021-01-05,NY,consumer,True
C0000501,2020-06-12,NC,consumer,True
C0000502,2020-12-21,WA,consumer,False
C0000503,2023-04-20,NY,consumer,True
C0000504,2022-04-25,TX,consumer,True
C0000505,2020-05-14,WA,consumer,False
C0000506,2019-09-20,TX,consumer,True
C0000507,2023-09-07,FL,small_business,True
C0000508,2019-12-24,GA,consumer,True
C0000509,2019-09-02,NV,consumer,True
C0000510,2020-08-21,AZ,enterprise,True
C0000511,2024-10-28,NC,consumer,True
C0000512,2021-08-28,WA,small_business,True
C0000513,2022-10-03,NY,small_business,True
C0000514,2018-08-27,IL,consumer,True
C0000515,2020-10-02,TX,small_business,True
C0000516,2024-01-07,GA,consumer,True
C0000517,2024-03-06,CO,consumer,True
C0000518,2022-08-18,CA,consumer,False
C0000519,2025-01-02,AZ,consumer,True
C0000520,2020-05-25,NC,consumer,True
C0000521,2019-04-26,NV,consumer,True
C0000522,2018-08-15,CO,small_business,True
C0000523,2019-08-06,GA,consumer,False
C0000524,2024-02-07,UT,consumer,True
C0000525,2025-03-24,NY,consumer,True
C0000526,2019-01-18,FL,consumer,False
C0000527,2022-01-05,TX,consumer,True
C0000528,2019-01-24,FL,consumer,True
C0000529,2024-10-02,CO,enterprise,True
C0000530,2019-01-17,WA,consumer,True
C0000531,2023-02-14,NY,consumer,True
C0000532,2018-08-26,UT,small_business,True
C0000533,2023-11-26,NV,small_business,True
C0000534,2025-03-31,WA,consumer,True
C0000535,2023-11-07,WA,consumer,True
C0000536,2020-02-26,NV,consumer,True
C0000537,2024-09-24,NV,consumer,True
C0000538,2020-06-13,NC,consumer,True
C0000539,2024-01-10,AZ,consumer,True
C0000540,2024-08-28,TX,consumer,True
C0000541,2021-11-18,AZ,consumer,False
C0000542,2022-12-16,TX,consumer,True
C0000543,2024-11-01,WA,consumer,True
C0000544,2019-07-01,UT,consumer,True
C0000545,2018-02-27,TX,consumer,True
C0000546,2021-06-23,NY,enterprise,True
C0000547,2019-06-14,CO,consumer,True
C0000548,2025-01-25,FL,consumer,True
C0000549,2024-12-05,NC,consumer,True
C0000550,2021-01-01,AZ,small_business,True
C0000551,2020-06-20,AZ,consumer,True
C0000552,2023-09-07,NV,small_business,True
C0000553,2021-08-16,GA,consumer,True
C0000554,2018-10-10,GA,consumer,True
C0000555,2023-04-19,CO,consumer,True
C0000556,2023-10-25,NC,consumer,False
C0000557,2018-07-24,FL,consumer,True
C0000558,2024-03-17,IL,small_business,True
C0000559,2022-04-08,CA,consumer,True
C0000560,2024-08-08,NY,consumer,True
C0000561,2024-10-18,FL,consumer,True
C0000562,2023-05-23,GA,consumer,True
C0000563,2020-08-31,NY,consumer,True
C0000564,2020-12-18,NV,consumer,True
C0000565,2023-10-16,NY,consumer,True
C0000566,2018-07-07,TX,consumer,True
C0000567,2019-11-06,NV,consumer,True
C0000568,2022-02-23,NC,consumer,True
C0000569,2025-07-15,GA,consumer,True
C0000570,2024-01-21,TX,consumer,True
C0000571,2024-07-09,IL,consumer,True
C0000572,2019-07-12,NV,small_business,True
C0000573,2020-03-29,WA,small_business,True
C0000574,2020-02-17,NV,consumer,True
C0000575,2023-12-29,UT,consumer,True
C0000576,2022-04-15,GA,consumer,True
C0000577,2019-09-09,FL,consumer,True
C0000578,2023-12-26,UT,small_business,True
C0000579,2023-02-07,CA,consumer,True
C0000580,2025-03-03,NC,consumer,False
C0000581,2022-06-20,FL,consumer,True
C0000582,2019-01-03,CO,small_business,True
C0000583,2025-02-07,IL,consumer,False
C0000584,2019-06-23,CO,consumer,True
C0000585,2018-06-10,CA,consumer,False
C0000586,2024-05-23,TX,consumer,True
C0000587,2021-08-08,NY,consumer,True
C0000588,2023-02-26,AZ,consumer,True
C0000589,2019-01-14,AZ,consumer,True
C0000590,2023-10-07,WA,consumer,True
C0000591,2021-03-29,GA,consumer,True
C0000592,2025-12-20,CO,consumer,True
C0000593,2023-02-01,TX,consumer,True
C0000594,2025-07-05,TX,consumer,True
C0000595,2024-05-04,CA,consumer,True
C0000596,2024-09-27,AZ,consumer,True
C0000597,2018-09-14,NV,consumer,True
C0000598,2024-03-19,NY,consumer,True
C0000599,2022-10-28,AZ,small_business,True
C0000600,2021-02-27,IL,consumer,True
C0000601,2020-06-30,IL,consumer,True
C0000602,2023-02-16,WA,consumer,True
C0000603,2019-08-01,NV,consumer,False
C0000604,2019-06-23,GA,consumer,True
C0000605,2024-12-27,WA,small_business,True
C0000606,2024-01-27,IL,consumer,True
C0000607,2022-09-22,NV,consumer,True
C0000608,2024-01-22,WA,consumer,True
C0000609,2020-07-30,WA,consumer,True
C0000610,2023-10-08,NY,consumer,True
C0000611,2019-08-24,GA,consumer,True
C0000612,2021-07-22,TX,consumer,True
C0000613,2019-03-06,FL,consumer,False
C0000614,2021-01-09,FL,consumer,True
C0000615,2020-09-20,TX,consumer,True
C0000616,2021-05-10,NY,consumer,True
C0000617,2021-10-23,NV,consumer,True
C0000618,2018-04-08,NY,enterprise,True
C0000619,2020-09-26,CA,small_business,True
C0000620,2024-10-01,TX,small_business,True
C0000621,2021-06-19,WA,consumer,True
C0000622,2022-05-03,WA,consumer,True
C0000623,2018-10-28,NY,consumer,True
C0000624,2021-02-05,CA,consumer,True
C0000625,2025-10-02,WA,consumer,True
C0000626,2022-05-20,GA,consumer,True
C0000627,2018-03-01,WA,consumer,True
C0000628,2023-10-09,AZ,small_business,True
C0000629,2024-02-26,NV,consumer,True
C0000630,2021-01-18,CA,consumer,True
C0000631,2018-04-04,AZ,consumer,False
C0000632,2024-08-22,FL,consumer,True
C0000633,2020-01-07,WA,small_business,True
C0000634,2025-05-08,FL,consumer,True
C0000635,2020-11-27,CA,consumer,True
C0000636,2021-02-05,CA,consumer,True
C0000637,2024-05-05,UT,consumer,True
C0000638,2019-02-07,WA,consumer,True
C0000639,2018-03-28,CA,consumer,False
C0000640,2024-01-30,TX,consumer,True
C0000641,2025-05-27,NV,consumer,True
C0000642,2025-12-09,CA,consumer,True
C0000643,2019-01-11,GA,consumer,True
C0000644,2019-03-09,NV,consumer,True
C0000645,2020-09-15,UT,consumer,True
C0000646,2023-09-13,WA,consumer,True
C0000647,2025-04-17,TX,consumer,True
C0000648,2024-08-06,NV,small_business,True
C0000649,2020-12-29,WA,consumer,True
C0000650,2025-05-12,WA,consumer,False
C0000651,2020-01-19,NV,consumer,True
C0000652,2018-12-27,AZ,consumer,True
C0000653,2021-06-23,CO,consumer,False
C0000654,2018-09-26,FL,consumer,True
C0000655,2023-06-05,UT,consumer,True
C0000656,2025-11-24,WA,consumer,True
C0000657,2018-11-10,TX,small_business,True
C0000658,2018-12-07,WA,small_business,True
C0000659,2019-06-06,NY,small_business,True
C0000660,2019-06-01,NY,consumer,True
