customer_id,email_domain,preferred_channel,primary_device,marketing_opt_in,risk_score,enriched_at,source_system
C0000054,outlook.com,push,android,True,0.627,2025-02-20,crm_sync
C0000055,gmail.com,email,ios,False,0.942,2025-09-12,support_tool
C0000056,yahoo.com,sms,web,False,0.674,2025-07-25,crm_sync
C0000057,gmail.com,sms,ios,True,0.415,2025-08-18,support_tool
C0000058,outlook.com,email,android,False,0.583,2025-05-05,support_tool
C0000059,yahoo.com,sms,ios,False,0.331,2025-11-18,crm_sync
C0000060,outlook.com,email,ios,False,0.927,2025-05-25,support_tool
C0000061,gmail.com,push,ios,True,0.945,2025-12-28,ad_platform
C0000062,outlook.com,push,android,True,0.289,2025-10-23,crm_sync
C0000063,gmail.com,email,android,True,0.316,2025-10-17,ad_platform
C0000064,outlook.com,email,web,False,0.927,2025-01-18,support_tool
C0000065,gmail.com,email,android,True,0.481,2025-04-24,crm_sync
C0000066,outlook.com,email,ios,True,0.22,2025-05-20,data_vendor
C0000067,proton.me,push,web,True,0.865,2025-01-01,ad_platform
C0000068,outlook.com,email,ios,True,0.977,2025-06-04,ad_platform
C0000069,yahoo.com,sms,ios,True,0.085,2025-10-02,ad_platform
C0000070,company.com,none,android,False,0.156,2025-04-25,data_vendor
C0000071,outlook.com,sms,android,True,0.821,2025-01-26,ad_platform
C0000072,company.com,push,ios,True,0.863,2025-08-04,support_tool
C0000073,outlook.com,sms,web,False,0.58,2025-10-13,crm_sync
C0000074,proton.me,push,ios,True,0.699,2025-05-15,crm_sync
C0000075,company.com,push,ios,False,0.759,2025-11-11,crm_sync
C0000076,gmail.com,email,android,False,0.209,2025-11-30,ad_platform
C0000077,company.com,email,android,True,0.114,2025-06-13,crm_sync
C0000078,proton.me,sms,web,True,0.012,2025-07-13,support_tool
C0000079,gmail.com,email,ios,True,0.959,2025-04-04,data_vendor
C0000080,gmail.com,email,web,True,0.472,2025-09-11,ad_platform
C0000081,yahoo.com,push,web,True,0.645,2025-04-28,ad_platform
C0000082,proton.me,push,unknown,True,0.08,2025-09-18,support_tool
C0000083,gmail.com,email,web,False,0.197,2025-08-29,data_vendor
C0000084,outlook.com,none,web,True,0.505,2025-09-23,crm_sync
C0000085,yahoo.com,push,android,False,0.752,2025-05-15,ad_platform
C0000086,icloud.com,push,android,False,0.083,2025-06-21,ad_platform
C0000087,gmail.com,sms,ios,False,0.744,2025-09-13,ad_platform
C0000088,outlook.com,none,ios,True,0.559,2025-08-25,crm_sync
C0000089,gmail.com,sms,android,True,0.225,2025-06-13,data_vendor
C0000090,outlook.com,email,ios,True,0.708,2025-01-07,support_tool
C0000091,gmail.com,email,web,True,0.901,2025-01-16,crm_sync
C0000092,company.com,email,android,True,0.237,2025-04-22,ad_platform
C0000093,company.com,sms,ios,True,0.672,2025-12-03,data_vendor
C0000094,gmail.com,none,ios,False,0.93,2025-02-22,data_vendor
C0000095,yahoo.com,email,web,True,0.75,2025-09-10,ad_platform
C0000096,company.com,sms,web,True,0.721,2025-12-10,ad_platform
C0000097,outlook.com,none,ios,True,0.539,2025-10-09,ad_platform
C0000098,yahoo.com,none,ios,True,0.731,2025-03-09,crm_sync
C0000099,gmail.com,email,ios,True,0.761,2025-04-30,crm_sync
C0000100,gmail.com,push,ios,True,0.678,2025-10-08,crm_sync
C0000101,outlook.com,email,ios,True,0.314,2025-05-04,crm_sync
C0000102,proton.me,email,android,True,0.01,2025-03-18,data_vendor
C0000103,gmail.com,email,ios,True,0.693,2025-05-24,ad_platform
C0000104,outlook.com,email,ios,False,0.615,2025-06-16,support_tool
C0000105,gmail.com,push,android,True,0.406,2025-04-22,crm_sync
C0000106,proton.me,push,ios,False,0.417,2025-04-24,crm_sync
C0000107,gmail.com,push,android,True,0.614,2025-08-22,crm_sync
C0000108,gmail.com,sms,ios,True,0.366,2025-03-12,data_vendor
C0000109,outlook.com,sms,ios,True,0.786,2025-03-04,crm_sync
C0000110,gmail.com,email,web,True,0.851,2025-08-14,crm_sync
C0000111,icloud.com,email,web,True,0.253,2025-05-08,support_tool
C0000112,company.com,email,android,True,0.567,2025-10-29,data_vendor
C0000113,outlook.com,none,ios,True,0.276,2025-07-29,support_tool
C0000114,company.com,email,ios,True,0.151,2025-05-30,crm_sync
C0000115,outlook.com,push,ios,True,0.25,2025-06-27,crm_sync
C0000116,company.com,push,android,False,0.824,2025-03-21,crm_sync
C0000117,company.com,sms,web,True,0.523,2025-05-25,crm_sync
C0000118,gmail.com,sms,android,True,0.768,2025-11-01,crm_sync
C0000119,gmail.com,email,ios,True,0.971,2025-09-11,crm_sync
C0000120,gmail.com,push,ios,True,0.503,2025-01-08,ad_platform
C0000121,outlook.com,sms,web,True,0.115,2025-06-15,support_tool
C0000122,company.com,email,web,True,0.981,2025-02-27,support_tool
C0000123,proton.me,email,ios,True,0.615,2025-08-06,ad_platform
C0000124,gmail.com,sms,web,True,0.98,2025-12-31,support_tool
C0000125,company.com,sms,web,False,0.37,2025-10-24,ad_platform
C0000126,proton.me,sms,android,True,0.075,2025-04-14,ad_platform
C0000127,gmail.com,push,ios,True,0.694,2025-08-31,crm_sync
C0000128,gmail.com,push,android,True,0.253,2025-04-06,ad_platform
C0000129,gmail.com,push,android,True,0.811,2025-06-22,crm_sync
C0000130,icloud.com,email,web,False,0.425,2025-04-28,support_tool
C0000131,proton.me,none,ios,True,0.553,2025-06-23,ad_platform
C0000132,gmail.com,none,android,False,1.0,2025-05-16,ad_platform
C0000133,company.com,push,android,True,0.927,2025-08-24,data_vendor
C0000134,gmail.com,push,android,True,0.974,2025-08-11,crm_sync
C0000135,outlook.com,sms,ios,False,0.264,2025-09-07,ad_platform
C0000136,outlook.com,push,web,True,0.227,2025-02-02,support_tool
C0000137,gmail.com,sms,web,True,0.265,2025-03-04,crm_sync
C0000138,proton.me,email,android,True,0.499,2025-11-14,ad_platform
C0000139,gmail.com,sms,ios,True,0.881,2025-08-16,data_vendor
C0000140,proton.me,push,android,True,0.592,2025-08-29,data_vendor
C0000141,gmail.com,email,web,True,0.966,2025-08-06,support_tool
C0000142,gmail.com,email,ios,True,0.01,2025-10-29,ad_platform
C0000143,gmail.com,push,web,False,0.328,2025-02-12,ad_platform
C0000144,yahoo.com,none,web,False,0.49,2025-05-01,crm_sync
C0000145,yahoo.com,none,ios,True,0.284,2025-03-01,data_vendor
C0000146,gmail.com,push,android,True,0.971,2025-09-22,data_vendor
C0000147,icloud.com,email,android,False,0.987,2025-04-01,crm_sync
C0000148,company.com,email,web,True,0.231,2025-10-28,crm_sync
C0000149,gmail.com,email,android,True,0.065,2025-02-08,crm_sync
C0000150,outlook.com,email,ios,True,0.475,2025-05-22,support_tool
C0000151,gmail.com,email,web,True,0.18,2025-04-28,ad_platform
C0000152,proton.me,push,android,False,0.538,2025-08-23,ad_platform
C0000153,gmail.com,email,ios,False,0.682,2025-04-20,ad_platform
C0000154,gmail.com,email,android,True,0.035,2025-09-04,data_vendor
C0000155,gmail.com,email,android,False,0.082,2025-08-27,crm_sync
C0000156,gmail.com,email,android,True,0.106,2025-03-10,ad_platform
C0000157,proton.me,email,web,True,0.741,2025-07-10,data_vendor
C0000158,gmail.com,none,android,False,0.33,2025-10-23,support_tool
C0000159,gmail.com,email,ios,True,0.012,2025-03-23,crm_sync
C0000160,proton.me,email,android,True,0.653,2025-02-03,ad_platform
C0000161,yahoo.com,none,android,False,0.269,2025-11-10,support_tool
C0000162,outlook.com,email,android,True,0.477,2025-11-01,data_vendor
C0000163,outlook.com,push,web,True,0.8,2025-02-27,crm_sync
C0000164,gmail.com,email,ios,True,0.946,2025-04-24,crm_sync
C0000165,outlook.com,push,ios,True,0.722,2025-03-13,ad_platform
C0000166,gmail.com,email,android,True,0.034,2025-11-16,crm_sync
C0000167,outlook.com,push,web,True,0.205,2025-12-29,crm_sync
C0000168,outlook.com,email,android,True,0.046,2025-07-06,ad_platform
C0000169,outlook.com,push,android,True,0.122,2025-03-04,support_tool
C0000170,yahoo.com,email,ios,True,0.423,2025-06-02,support_tool
C0000171,icloud.com,email,ios,False,0.779,2025-10-28,crm_sync
C0000172,proton.me,sms,ios,True,0.787,2025-11-04,support_tool
C0000173,gmail.com,email,android,True,0.886,2025-03-13,crm_sync
C0000174,outlook.com,none,web,True,0.385,2025-12-05,support_tool
C0000175,outlook.com,push,ios,False,0.205,2025-01-10,crm_sync
C0000176,yahoo.com,email,android,True,0.776,2025-12-21,support_tool
C0000177,proton.me,push,android,False,0.192,2025-06-12,crm_sync
C0000178,company.com,email,web,False,0.383,2025-12-11,data_vendor
C0000179,yahoo.com,push,ios,True,0.478,2025-08-13,ad_platform
C0000180,company.com,email,android,True,0.124,2025-11-14,crm_sync
C0000181,gmail.com,email,web,True,0.829,2025-10-20,crm_sync
C0000182,outlook.com,email,web,False,0.121,2025-08-30,data_vendor
C0000183,gmail.com,email,ios,True,0.602,2025-05-27,crm_sync
C0000184,icloud.com,email,android,True,0.791,2025-10-01,ad_platform
C0000185,gmail.com,push,android,True,0.584,2025-01-12,crm_sync
C0000186,proton.me,push,web,True,0.277,2025-11-25,crm_sync
C0000187,gmail.com,sms,android,True,0.756,2025-06-24,support_tool
C0000188,outlook.com,push,android,True,0.564,2025-09-17,ad_platform
C0000189,gmail.com,push,ios,False,0.626,2025-02-17,crm_sync
C0000190,yahoo.com,email,ios,False,0.148,2025-12-21,crm_sync
C0000191,yahoo.com,push,ios,False,0.688,2025-06-26,crm_sync
C0000192,company.com,email,web,True,0.741,2025-03-08,support_tool
C0000193,company.com,email,android,False,0.614,2025-01-08,crm_sync
C0000194,outlook.com,email,web,True,0.39,2025-05-08,crm_sync
C0000195,outlook.com,email,ios,True,0.123,2025-07-20,support_tool
C0000196,proton.me,email,ios,True,0.803,2025-04-24,ad_platform
C0000197,yahoo.com,email,ios,True,0.151,2025-07-16,data_vendor
C0000198,yahoo.com,push,ios,True,0.392,2025-05-28,support_tool
C0000199,gmail.com,none,web,True,0.41,2025-01-06,data_vendor
C0000200,proton.me,email,web,True,0.797,2025-01-15,crm_sync
C0000201,yahoo.com,none,web,True,0.174,2025-06-04,ad_platform
C0000202,gmail.com,push,android,False,0.835,2025-02-25,ad_platform
C0000203,gmail.com,push,web,True,0.286,2025-06-06,data_vendor
C0000204,gmail.com,email,android,True,0.722,2025-11-18,crm_sync
C0000205,outlook.com,none,android,True,0.659,2025-01-09,crm_sync
C0000206,icloud.com,email,ios,True,0.294,2025-07-14,crm_sync
C0000207,yahoo.com,push,android,True,0.237,2025-07-01,ad_platform
C0000208,company.com,sms,android,True,0.831,2025-10-22,data_vendor
C0000209,gmail.com,email,android,True,0.922,2025-10-20,ad_platform
C0000210,yahoo.com,none,android,True,0.94,2025-03-23,crm_sync
C0000211,gmail.com,email,ios,False,0.74,2025-10-30,ad_platform
C0000212,gmail.com,push,android,True,0.488,2025-06-01,data_vendor
C0000213,gmail.com,push,web,True,0.902,2025-06-23,data_vendor
C0000214,company.com,push,ios,False,0.424,2025-03-03,crm_sync
C0000215,gmail.com,none,ios,True,0.62,2025-10-21,ad_platform
C0000216,yahoo.com,sms,android,True,0.691,2025-08-14,data_vendor
C0000217,gmail.com,push,android,True,0.651,2025-02-13,crm_sync
C0000218,gmail.com,push,ios,True,0.289,2025-10-09,ad_platform
C0000219,proton.me,sms,android,False,0.249,2025-02-22,support_tool
C0000220,gmail.com,push,web,True,0.212,2025-07-22,data_vendor
C0000221,gmail.com,sms,ios,True,0.297,2025-08-20,data_vendor
C0000222,gmail.com,sms,ios,True,0.074,2025-05-16,crm_sync
C0000223,company.com,email,web,True,0.981,2025-10-03,support_tool
C0000224,outlook.com,push,android,False,0.841,2025-10-13,data_vendor
C0000225,outlook.com,none,ios,True,0.374,2025-07-13,crm_sync
C0000226,gmail.com,sms,unknown,True,0.326,2025-04-20,crm_sync
C0000227,gmail.com,email,unknown,False,0.017,2025-02-18,ad_platform
C0000228,gmail.com,sms,android,True,0.274,2025-11-26,data_vendor
C0000229,icloud.com,email,ios,False,0.257,2025-10-27,data_vendor
C0000230,gmail.com,none,ios,True,0.783,2025-02-02,crm_sync
C0000231,yahoo.com,none,android,True,0.127,2025-12-01,data_vendor
C0000232,gmail.com,email,android,True,0.951,2025-01-23,crm_sync
C0000233,gmail.com,email,ios,True,0.72,2025-08-08,data_vendor
C0000234,gmail.com,sms,ios,False,0.114,2025-11-13,crm_sync
C0000235,outlook.com,email,android,True,0.951,2025-01-27,support_tool
C0000236,icloud.com,push,ios,True,0.925,2025-08-03,support_tool
C0000237,outlook.com,email,ios,False,0.665,2025-12-16,crm_sync
C0000238,outlook.com,sms,web,True,0.264,2025-05-06,crm_sync
C0000239,outlook.com,sms,ios,True,0.221,2025-03-07,data_vendor
C0000240,yahoo.com,email,android,True,0.808,2025-07-15,ad_platform
C0000241,yahoo.com,email,android,True,0.01,2025-07-16,ad_platform
C0000242,outlook.com,sms,ios,True,0.989,2025-05-17,ad_platform
C0000243,gmail.com,sms,android,True,0.263,2025-04-18,crm_sync
C0000244,gmail.com,push,ios,True,0.505,2025-08-27,data_vendor
C0000245,outlook.com,push,android,True,0.533,2025-02-24,ad_platform
C0000246,outlook.com,sms,ios,False,0.555,2025-12-09,support_tool
C0000247,yahoo.com,push,web,False,0.748,2025-10-15,data_vendor
C0000248,gmail.com,email,ios,True,0.723,2025-10-08,data_vendor
C0000249,icloud.com,push,unknown,True,0.203,2025-06-29,crm_sync
C0000250,outlook.com,push,android,True,0.457,2025-08-12,crm_sync
C0000251,company.com,email,android,True,0.446,2025-09-15,ad_platform
C0000252,gmail.com,email,android,True,0.258,2025-06-07,support_tool
C0000253,icloud.com,email,ios,True,0.524,2025-11-01,crm_sync
C0000254,gmail.com,email,web,True,0.65,2025-05-19,support_tool
C0000255,yahoo.com,email,android,True,0.972,2025-08-30,crm_sync
C0000256,gmail.com,email,ios,True,0.433,2025-05-29,crm_sync
C0000257,yahoo.com,sms,web,True,0.419,2025-01-17,ad_platform
C0000258,gmail.com,email,ios,False,0.785,2025-03-30,crm_sync
C0000259,outlook.com,email,web,False,0.682,2025-02-03,ad_platform
C0000260,yahoo.com,none,ios,False,0.029,2025-08-03,data_vendor
C0000261,outlook.com,email,android,True,0.358,2025-05-20,crm_sync
C0000262,gmail.com,push,ios,False,0.713,2025-09-20,crm_sync
C0000263,outlook.com,push,ios,True,0.934,2025-12-31,crm_sync
C0000264,gmail.com,sms,web,True,0.858,2025-01-22,support_tool
C0000265,yahoo.com,push,android,True,0.529,2025-12-08,support_tool
C0000266,gmail.com,email,ios,False,0.119,2025-06-09,support_tool
C0000267,gmail.com,push,android,True,0.523,2025-02-21,data_vendor
C0000268,outlook.com,email,android,True,0.596,2025-03-11,ad_platform
C0000269,gmail.com,push,android,True,0.724,2025-08-01,crm_sync
C0000270,gmail.com,email,web,False,0.297,2025-10-16,data_vendor
C0000271,yahoo.com,sms,ios,True,0.798,2025-05-01,support_tool
C0000272,gmail.com,none,android,False,0.386,2025-12-09,support_tool
C0000273,yahoo.com,email,web,True,0.423,2025-01-04,crm_sync
C0000274,outlook.com,email,ios,True,0.363,2025-12-11,crm_sync
C0000275,gmail.com,email,ios,True,0.853,2025-12-07,data_vendor
C0000276,gmail.com,email,android,True,0.063,2025-01-17,crm_sync
C0000277,proton.me,sms,android,True,0.293,2025-04-25,ad_platform
C0000278,icloud.com,email,web,True,0.787,2025-02-12,crm_sync
C0000279,gmail.com,sms,ios,False,0.348,2025-01-27,support_tool
C0000280,outlook.com,none,web,True,0.265,2025-06-12,ad_platform
C0000281,outlook.com,email,ios,False,0.586,2025-09-09,support_tool
C0000282,outlook.com,email,unknown,True,0.974,2025-07-15,crm_sync
C0000283,icloud.com,push,android,True,0.697,2025-10-07,data_vendor
C0000284,gmail.com,sms,android,True,0.558,2025-09-07,crm_sync
C0000285,gmail.com,none,ios,False,0.945,2025-09-30,ad_platform
C0000286,company.com,email,android,True,0.038,2025-11-15,support_tool
C0000287,yahoo.com,push,android,True,0.844,2025-06-15,crm_sync
C0000288,gmail.com,email,android,True,0.296,2025-03-29,crm_sync
C0000289,outlook.com,none,android,True,0.915,2025-11-13,ad_platform
C0000290,gmail.com,email,ios,True,0.067,2025-02-18,ad_platform
C0000291,gmail.com,email,android,True,0.908,2025-03-05,crm_sync
C0000292,outlook.com,email,android,False,0.104,2025-08-03,support_tool
C0000293,yahoo.com,push,android,False,0.264,2025-07-12,ad_platform
C0000294,gmail.com,push,ios,True,0.141,2025-07-12,ad_platform
C0000295,company.com,sms,android,True,0.81,2025-05-18,crm_sync
C0000296,gmail.com,email,android,True,0.095,2025-01-12,crm_sync
C0000297,outlook.com,email,unknown,True,0.711,2025-01-01,ad_platform
C0000298,gmail.com,email,ios,True,0.007,2025-04-05,ad_platform
C0000299,yahoo.com,none,android,True,0.86,2025-01-08,ad_platform
C0000300,company.com,push,ios,False,0.012,2025-05-22,crm_sync
C0000301,gmail.com,email,ios,True,0.955,2025-10-21,support_tool
C0000302,gmail.com,none,web,True,0.427,2025-08-26,support_tool
C0000303,gmail.com,sms,web,True,0.557,2025-11-07,crm_sync
C0000304,outlook.com,email,android,False,0.808,2025-09-25,crm_sync
C0000305,gmail.com,push,ios,True,0.258,2025-04-13,data_vendor
C0000306,gmail.com,email,ios,True,0.301,2025-02-06,support_tool
C0000307,gmail.com,email,ios,False,0.261,2025-02-28,support_tool
C0000308,yahoo.com,push,android,True,0.782,2025-05-31,support_tool
C0000309,gmail.com,none,ios,True,0.329,2025-07-03,crm_sync
C0000310,gmail.com,push,web,False,0.405,2025-05-10,data_vendor
C0000311,gmail.com,email,android,True,0.425,2025-11-13,data_vendor
C0000312,outlook.com,push,android,False,0.558,2025-01-18,data_vendor
C0000313,gmail.com,email,web,False,0.287,2025-07-10,crm_sync
C0000314,gmail.com,push,android,True,0.699,2025-11-23,data_vendor
C0000315,gmail.com,email,android,True,0.045,2025-05-12,support_tool
C0000316,gmail.com,sms,android,True,0.845,2025-07-20,ad_platform
C0000317,gmail.com,none,android,True,0.588,2025-02-16,data_vendor
C0000318,outlook.com,sms,android,True,0.649,2025-05-25,crm_sync
C0000319,company.com,email,android,False,0.286,2025-07-29,data_vendor
C0000320,yahoo.com,email,android,False,0.853,2025-09-21,support_tool
C0000321,gmail.com,email,android,True,0.507,2025-02-19,ad_platform
C0000322,outlook.com,email,android,False,0.081,2025-09-18,support_tool
C0000323,outlook.com,push,ios,True,0.841,2025-11-19,support_tool
C0000324,gmail.com,push,android,True,0.03,2025-12-23,support_tool
C0000325,gmail.com,email,web,True,0.847,2025-02-07,crm_sync
C0000326,gmail.com,email,web,False,0.807,2025-07-28,crm_sync
C0000327,company.com,email,ios,False,0.055,2025-09-06,support_tool
C0000328,company.com,push,android,False,0.222,2025-03-20,crm_sync
C0000329,outlook.com,email,android,False,0.408,2025-11-30,crm_sync
C0000330,gmail.com,none,ios,True,0.601,2025-03-20,support_tool
C0000331,company.com,email,android,True,0.65,2025-01-31,crm_sync
C0000332,gmail.com,email,android,True,0.65,2025-11-04,crm_sync
C0000333,outlook.com,push,android,True,0.203,2025-12-23,crm_sync
C0000334,gmail.com,email,android,False,0.031,2025-03-20,data_vendor
C0000335,icloud.com,push,ios,True,0.995,2025-07-25,crm_sync
C0000336,gmail.com,sms,android,True,0.538,2025-08-18,crm_sync
C0000337,outlook.com,email,android,True,0.897,2025-01-20,crm_sync
C0000338,outlook.com,push,ios,False,0.253,2025-09-20,crm_sync
C0000339,company.com,email,android,True,0.758,2025-02-03,support_tool
C0000340,yahoo.com,push,web,True,0.59,2025-07-17,crm_sync
C0000341,gmail.com,email,web,False,0.271,2025-04-20,crm_sync
C0000342,gmail.com,email,web,True,0.465,2025-04-25,support_tool
C0000343,proton.me,email,ios,False,0.39,2025-12-20,support_tool
C0000344,gmail.com,none,ios,False,0.76,2025-04-02,ad_platform
C0000345,yahoo.com,sms,ios,True,0.504,2025-07-22,data_vendor
C0000346,gmail.com,email,ios,False,0.091,2025-12-07,ad_platform
C0000347,company.com,email,web,True,0.439,2025-07-26,crm_sync
C0000348,gmail.com,none,web,True,0.676,2025-02-07,crm_sync
C0000349,icloud.com,sms,android,True,0.274,2025-06-22,ad_platform
C0000350,outlook.com,push,ios,False,0.245,2025-04-17,support_tool
C0000351,gmail.com,push,web,True,0.62,2025-08-19,ad_platform
C0000352,proton.me,email,android,True,0.553,2025-08-08,data_vendor
C0000353,gmail.com,sms,android,False,0.672,2025-07-14,data_vendor
C0000354,yahoo.com,email,ios,False,0.24,2025-05-23,support_tool
C0000355,gmail.com,email,ios,False,0.712,2025-12-20,crm_sync
C0000356,yahoo.com,push,android,True,0.47,2025-11-24,ad_platform
C0000357,gmail.com,email,android,True,0.515,2025-06-12,ad_platform
C0000358,company.com,push,ios,False,0.501,2025-06-15,ad_platform
C0000359,outlook.com,push,ios,True,0.022,2025-05-20,support_tool
C0000360,company.com,email,android,True,0.414,2025-01-05,support_tool
C0000361,proton.me,email,android,True,0.55,2025-12-04,crm_sync
C0000362,outlook.com,email,android,False,0.816,2025-02-26,crm_sync
C0000363,outlook.com,email,ios,True,0.477,2025-12-14,crm_sync
C0000364,yahoo.com,push,android,True,0.585,2025-06-18,ad_platform
C0000365,outlook.com,email,web,True,0.776,2025-08-02,support_tool
C0000366,gmail.com,sms,web,False,0.071,2025-03-23,crm_sync
C0000367,outlook.com,email,ios,True,0.097,2025-09-17,crm_sync
C0000368,gmail.com,email,ios,False,0.007,2025-11-11,support_tool
C0000369,yahoo.com,push,android,True,0.241,2025-12-04,crm_sync
C0000370,gmail.com,sms,ios,True,0.182,2025-12-19,crm_sync
C0000371,yahoo.com,email,ios,True,0.522,2025-11-05,data_vendor
C0000372,company.com,push,ios,False,0.407,2025-09-19,ad_platform
C0000373,company.com,sms,android,True,0.061,2025-10-22,ad_platform
C0000374,gmail.com,sms,web,True,0.211,2025-01-16,data_vendor
C0000375,gmail.com,sms,android,True,0.167,2025-07-04,crm_sync
C0000376,company.com,sms,android,True,0.751,2025-11-16,crm_sync
C0000377,gmail.com,none,ios,True,0.056,2025-01-23,data_vendor
C0000378,gmail.com,none,android,False,0.931,2025-04-17,crm_sync
C0000379,yahoo.com,push,ios,False,0.721,2025-07-01,support_tool
C0000380,yahoo.com,push,web,True,0.698,2025-09-29,data_vendor
C0000381,gmail.com,email,web,False,0.534,2025-12-30,ad_platform
C0000382,gmail.com,email,web,False,0.602,2025-08-23,crm_sync
C0000383,gmail.com,push,android,True,0.434,2025-07-11,crm_sync
C0000384,gmail.com,email,ios,True,0.745,2025-10-16,crm_sync
C0000385,gmail.com,push,ios,False,0.592,2025-07-09,support_tool
C0000386,outlook.com,push,web,True,0.245,2025-09-01,support_tool
C0000387,yahoo.com,email,ios,True,0.792,2025-05-04,crm_sync
C0000388,company.com,sms,android,True,0.957,2025-10-13,ad_platform
C0000389,icloud.com,sms,ios,False,0.243,2025-12-28,ad_platform
C0000390,gmail.com,sms,ios,True,0.721,2025-07-13,ad_platform
C0000391,gmail.com,email,ios,True,0.158,2025-04-02,support_tool
C0000392,outlook.com,sms,android,True,0.764,2025-02-25,support_tool
C0000393,company.com,email,android,True,0.361,2025-07-09,ad_platform
C0000394,gmail.com,email,ios,True,0.181,2025-06-03,crm_sync
C0000395,yahoo.com,email,android,False,0.529,2025-07-18,data_vendor
C0000396,gmail.com,email,web,True,0.068,2025-05-23,support_tool
C0000397,outlook.com,sms,android,True,0.598,2025-03-19,ad_platform
C0000398,outlook.com,sms,android,True,0.263,2025-03-16,crm_sync
C0000399,icloud.com,push,android,True,0.762,2025-02-13,support_tool
C0000400,icloud.com,email,android,False,0.338,2025-10-03,crm_sync
C0000401,gmail.com,email,ios,True,0.029,2025-12-27,support_tool
C0000402,gmail.com,email,ios,True,0.208,2025-07-18,crm_sync
C0000403,gmail.com,push,android,True,0.088,2025-08-15,ad_platform
C0000404,yahoo.com,email,android,False,0.96,2025-06-14,ad_platform
C0000405,gmail.com,push,web,True,0.366,2025-08-18,crm_sync
C0000406,yahoo.com,push,web,True,0.456,2025-02-02,ad_platform
