,customer_id,entitlement_ts,market_raw,product_tier,activity_date
71,10047,2026-01-01 12:00:00,México,ENTERPRISE,2026-01-01
72,10084,2026-01-09 12:00:00,Canada,PRO,2026-01-09
73,10125,2026-01-02 12:00:00,Brasil,FREE,2026-01-02
74,10129,2026-01-05 12:00:00,Canada,FREE,2026-01-05
75,10107,2026-01-13 12:00:00,España,PRO,2026-01-13
76,10170,2026-01-01 12:00:00,México,FREE,2026-01-01
77,10113,2026-01-13 12:00:00,México,FREE,2026-01-13
78,10133,2026-01-07 12:00:00,Canada,PRO,2026-01-07
79,10065,2026-01-16 12:00:00,United States,FREE,2026-01-16
80,10022,2026-01-02 12:00:00,United States,FREE,2026-01-02
81,10144,2026-01-13 12:00:00,Brasil,PRO,2026-01-13
82,10153,2026-01-17 12:00:00,México,PRO,2026-01-17
83,10197,2026-01-11 12:00:00,España,PRO,2026-01-11
84,10119,2026-01-04 12:00:00,Canada,PRO,2026-01-04
85,10156,2026-01-09 12:00:00,México,PRO,2026-01-09
86,10114,2026-01-02 12:00:00,España,PRO,2026-01-02
87,10198,2026-01-07 12:00:00,México,PRO,2026-01-07
88,10123,2026-01-02 12:00:00,España,FREE,2026-01-02
89,10045,2026-01-04 12:00:00,España,FREE,2026-01-04
90,10182,2026-01-16 12:00:00,Canada,PRO,2026-01-16
91,10167,2026-01-18 12:00:00,Brasil,FREE,2026-01-18
92,10136,2026-01-01 12:00:00,España,PRO,2026-01-01
93,10206,2026-01-08 12:00:00,United States,PRO,2026-01-08
94,10076,2026-01-18 12:00:00,Brasil,PRO,2026-01-18
95,10094,2026-01-13 12:00:00,United States,PRO,2026-01-13
96,10103,2026-01-14 12:00:00,México,PRO,2026-01-14
97,10063,2026-01-06 12:00:00,México,PRO,2026-01-06
98,10177,2026-01-09 12:00:00,México,ENTERPRISE,2026-01-09
99,10095,2026-01-07 12:00:00,United States,ENTERPRISE,2026-01-07
100,10134,2026-01-12 12:00:00,Canada,PRO,2026-01-12
101,10159,2026-01-16 12:00:00,Brasil,PRO,2026-01-16
102,10160,2026-01-18 12:00:00,Brasil,ENTERPRISE,2026-01-18
103,10206,2026-01-03 12:00:00,Brasil,PRO,2026-01-03
104,10216,2026-01-10 12:00:00,Brasil,FREE,2026-01-10
105,10008,2026-01-12 12:00:00,Canada,FREE,2026-01-12
106,10116,2026-01-07 12:00:00,Canada,FREE,2026-01-07
107,10168,2026-01-16 12:00:00,México,ENTERPRISE,2026-01-16
108,10193,2026-01-08 12:00:00,Canada,FREE,2026-01-08
109,10024,2026-01-08 12:00:00,México,FREE,2026-01-08
110,10175,2026-01-15 12:00:00,United States,ENTERPRISE,2026-01-15
111,10017,2026-01-18 12:00:00,United States,PRO,2026-01-18
112,10131,2026-01-15 12:00:00,Canada,FREE,2026-01-15
113,10017,2026-01-14 12:00:00,Brasil,FREE,2026-01-14
114,10093,2026-01-17 12:00:00,Canada,PRO,2026-01-17
115,10077,2026-01-05 12:00:00,Canada,FREE,2026-01-05
116,10146,2026-01-03 12:00:00,España,PRO,2026-01-03
117,10125,2026-01-02 12:00:00,Canada,PRO,2026-01-02
118,10047,2026-01-12 12:00:00,España,PRO,2026-01-12
119,10034,2026-01-11 12:00:00,México,FREE,2026-01-11
120,10129,2026-01-07 12:00:00,United States,FREE,2026-01-07
121,10102,2026-01-06 12:00:00,España,PRO,2026-01-06
122,10217,2026-01-10 12:00:00,Brasil,PRO,2026-01-10
123,10169,2026-01-13 12:00:00,Brasil,PRO,2026-01-13
124,10083,2026-01-14 12:00:00,Canada,FREE,2026-01-14
125,10019,2026-01-04 12:00:00,España,PRO,2026-01-04
126,10010,2026-01-08 12:00:00,España,PRO,2026-01-08
127,10051,2026-01-13 12:00:00,Brasil,ENTERPRISE,2026-01-13
128,10021,2026-01-08 12:00:00,Brasil,PRO,2026-01-08
129,10070,2026-01-17 12:00:00,España,FREE,2026-01-17
130,10016,2026-01-09 12:00:00,México,PRO,2026-01-09
131,10181,2026-01-01 12:00:00,Canada,FREE,2026-01-01
132,10045,2026-01-12 12:00:00,México,FREE,2026-01-12
133,10185,2026-01-15 12:00:00,México,PRO,2026-01-15
134,10117,2026-01-14 12:00:00,Canada,FREE,2026-01-14
135,10087,2026-01-17 12:00:00,México,FREE,2026-01-17
136,10134,2026-01-11 12:00:00,España,PRO,2026-01-11
137,10044,2026-01-07 12:00:00,United States,PRO,2026-01-07
138,10190,2026-01-13 12:00:00,México,PRO,2026-01-13
139,10195,2026-01-10 12:00:00,United States,PRO,2026-01-10
140,10195,2026-01-05 12:00:00,España,PRO,2026-01-05
141,10201,2026-01-18 12:00:00,United States,FREE,2026-01-18
142,10089,2026-01-12 12:00:00,United States,ENTERPRISE,2026-01-12
143,10215,2026-01-01 12:00:00,España,PRO,2026-01-01
144,10100,2026-01-15 12:00:00,Canada,PRO,2026-01-15
145,10140,2026-01-05 12:00:00,United States,FREE,2026-01-05
146,10065,2026-01-18 12:00:00,México,PRO,2026-01-18
147,10195,2026-01-07 12:00:00,España,FREE,2026-01-07
148,10051,2026-01-07 12:00:00,México,PRO,2026-01-07
149,10186,2026-01-10 12:00:00,México,PRO,2026-01-10
150,10199,2026-01-08 12:00:00,España,PRO,2026-01-08
151,10150,2026-01-02 12:00:00,Canada,ENTERPRISE,2026-01-02
152,10120,2026-01-07 12:00:00,España,PRO,2026-01-07
153,10074,2026-01-06 12:00:00,Canada,ENTERPRISE,2026-01-06
154,10036,2026-01-17 12:00:00,Brasil,ENTERPRISE,2026-01-17
155,10150,2026-01-07 12:00:00,España,PRO,2026-01-07
156,10014,2026-01-17 12:00:00,España,PRO,2026-01-17
157,10191,2026-01-16 12:00:00,Canada,FREE,2026-01-16
158,10001,2026-01-09 12:00:00,España,PRO,2026-01-09
159,10064,2026-01-12 12:00:00,Canada,PRO,2026-01-12
160,10100,2026-01-08 12:00:00,Brasil,ENTERPRISE,2026-01-08
161,10073,2026-01-13 12:00:00,Canada,PRO,2026-01-13
162,10216,2026-01-08 12:00:00,United States,PRO,2026-01-08
163,10154,2026-01-13 12:00:00,Brasil,PRO,2026-01-13
164,10106,2026-01-06 12:00:00,Canada,ENTERPRISE,2026-01-06
165,10036,2026-01-03 12:00:00,España,FREE,2026-01-03
166,10219,2026-01-11 12:00:00,United States,FREE,2026-01-11
167,10116,2026-01-14 12:00:00,United States,FREE,2026-01-14
168,10117,2026-01-11 12:00:00,United States,PRO,2026-01-11
169,10064,2026-01-14 12:00:00,United States,FREE,2026-01-14
170,10008,2026-01-04 12:00:00,Brasil,PRO,2026-01-04
171,10180,2026-01-08 12:00:00,México,FREE,2026-01-08
172,10105,2026-01-09 12:00:00,España,PRO,2026-01-09
173,10219,2026-01-09 12:00:00,Canada,FREE,2026-01-09
174,10210,2026-01-05 12:00:00,España,FREE,2026-01-05
175,10203,2026-01-11 12:00:00,España,FREE,2026-01-11
176,10045,2026-01-04 12:00:00,United States,FREE,2026-01-04
177,10046,2026-01-10 12:00:00,United States,PRO,2026-01-10
178,10156,2026-01-17 12:00:00,Brasil,FREE,2026-01-17
179,10060,2026-01-04 12:00:00,España,ENTERPRISE,2026-01-04
180,10078,2026-01-18 12:00:00,México,FREE,2026-01-18
181,10112,2026-01-02 12:00:00,Brasil,PRO,2026-01-02
182,10013,2026-01-11 12:00:00,United States,FREE,2026-01-11
183,10168,2026-01-11 12:00:00,United States,PRO,2026-01-11
184,10043,2026-01-01 12:00:00,Canada,FREE,2026-01-01
185,10211,2026-01-10 12:00:00,United States,PRO,2026-01-10
186,10075,2026-01-06 12:00:00,Brasil,FREE,2026-01-06
187,10100,2026-01-13 12:00:00,España,FREE,2026-01-13
188,10133,2026-01-11 12:00:00,España,PRO,2026-01-11
189,10140,2026-01-01 12:00:00,Brasil,PRO,2026-01-01
190,10027,2026-01-04 12:00:00,Brasil,FREE,2026-01-04
191,10163,2026-01-06 12:00:00,Canada,FREE,2026-01-06
192,10160,2026-01-12 12:00:00,México,FREE,2026-01-12
193,10087,2026-01-04 12:00:00,México,FREE,2026-01-04
194,10033,2026-01-08 12:00:00,Brasil,PRO,2026-01-08
195,10219,2026-01-07 12:00:00,España,PRO,2026-01-07
196,10104,2026-01-13 12:00:00,United States,PRO,2026-01-13
197,10108,2026-01-18 12:00:00,Canada,PRO,2026-01-18
198,10049,2026-01-01 12:00:00,España,PRO,2026-01-01
199,10020,2026-01-16 12:00:00,México,PRO,2026-01-16
200,10180,2026-01-02 12:00:00,Canada,PRO,2026-01-02
201,10111,2026-01-01 12:00:00,Canada,PRO,2026-01-01
202,10098,2026-01-05 12:00:00,España,PRO,2026-01-05
203,10106,2026-01-15 12:00:00,México,FREE,2026-01-15
204,10169,2026-01-16 12:00:00,Brasil,ENTERPRISE,2026-01-16
205,10050,2026-01-07 12:00:00,United States,PRO,2026-01-07
206,10169,2026-01-17 12:00:00,España,FREE,2026-01-17
207,10115,2026-01-06 12:00:00,United States,FREE,2026-01-06
208,10105,2026-01-11 12:00:00,Brasil,FREE,2026-01-11
209,10146,2026-01-10 12:00:00,Brasil,PRO,2026-01-10
210,10142,2026-01-17 12:00:00,México,ENTERPRISE,2026-01-17
211,10060,2026-01-10 12:00:00,Brasil,PRO,2026-01-10
212,10137,2026-01-14 12:00:00,México,PRO,2026-01-14
213,10045,2026-01-10 12:00:00,Brasil,PRO,2026-01-10
214,10209,2026-01-13 12:00:00,España,PRO,2026-01-13
215,10106,2026-01-14 12:00:00,México,ENTERPRISE,2026-01-14
216,10027,2026-01-03 12:00:00,Brasil,FREE,2026-01-03
217,10074,2026-01-17 12:00:00,España,ENTERPRISE,2026-01-17
218,10133,2026-01-08 12:00:00,Canada,ENTERPRISE,2026-01-08
219,10068,2026-01-05 12:00:00,México,FREE,2026-01-05
220,10185,2026-01-18 12:00:00,Brasil,FREE,2026-01-18
221,10117,2026-01-09 12:00:00,Canada,PRO,2026-01-09
222,10173,2026-01-13 12:00:00,España,PRO,2026-01-13
223,10132,2026-01-02 12:00:00,Canada,PRO,2026-01-02
224,10146,2026-01-17 12:00:00,España,ENTERPRISE,2026-01-17
225,10112,2026-01-05 12:00:00,Canada,PRO,2026-01-05
226,10064,2026-01-08 12:00:00,Brasil,PRO,2026-01-08
227,10129,2026-01-10 12:00:00,Canada,PRO,2026-01-10
228,10025,2026-01-04 12:00:00,Canada,PRO,2026-01-04
229,10179,2026-01-11 12:00:00,United States,FREE,2026-01-11
230,10188,2026-01-11 12:00:00,United States,PRO,2026-01-11
231,10127,2026-01-08 12:00:00,Brasil,PRO,2026-01-08
232,10085,2026-01-02 12:00:00,United States,PRO,2026-01-02
233,10141,2026-01-08 12:00:00,México,PRO,2026-01-08
234,10118,2026-01-11 12:00:00,México,PRO,2026-01-11
235,10088,2026-01-02 12:00:00,Brasil,PRO,2026-01-02
236,10171,2026-01-13 12:00:00,Canada,FREE,2026-01-13
237,10209,2026-01-16 12:00:00,México,PRO,2026-01-16
238,10178,2026-01-04 12:00:00,España,PRO,2026-01-04
239,10068,2026-01-14 12:00:00,United States,PRO,2026-01-14
240,10199,2026-01-04 12:00:00,España,PRO,2026-01-04
241,10021,2026-01-07 12:00:00,United States,PRO,2026-01-07
242,10183,2026-01-10 12:00:00,Canada,FREE,2026-01-10
243,10137,2026-01-16 12:00:00,Brasil,PRO,2026-01-16
244,10085,2026-01-09 12:00:00,Brasil,FREE,2026-01-09
245,10095,2026-01-16 12:00:00,México,PRO,2026-01-16
246,10159,2026-01-15 12:00:00,España,PRO,2026-01-15
247,10022,2026-01-08 12:00:00,United States,FREE,2026-01-08
248,10219,2026-01-16 12:00:00,España,PRO,2026-01-16
249,10162,2026-01-01 12:00:00,Brasil,ENTERPRISE,2026-01-01
250,10110,2026-01-10 12:00:00,Brasil,FREE,2026-01-10
251,10035,2026-01-04 12:00:00,España,FREE,2026-01-04
252,10186,2026-01-15 12:00:00,United States,PRO,2026-01-15
253,10078,2026-01-03 12:00:00,España,PRO,2026-01-03
254,10120,2026-01-05 12:00:00,España,ENTERPRISE,2026-01-05
255,10019,2026-01-03 12:00:00,Canada,PRO,2026-01-03
256,10182,2026-01-02 12:00:00,España,PRO,2026-01-02
257,10113,2026-01-15 12:00:00,Canada,FREE,2026-01-15
258,10186,2026-01-10 12:00:00,United States,PRO,2026-01-10
259,10210,2026-01-12 12:00:00,Canada,FREE,2026-01-12
260,10000,2026-01-02 12:00:00,México,PRO,2026-01-02
261,10085,2026-01-06 12:00:00,España,FREE,2026-01-06
262,10066,2026-01-17 12:00:00,España,PRO,2026-01-17
263,10200,2026-01-17 12:00:00,United States,PRO,2026-01-17
264,10081,2026-01-02 12:00:00,México,FREE,2026-01-02
265,10018,2026-01-01 12:00:00,Canada,PRO,2026-01-01
266,10172,2026-01-10 12:00:00,Canada,PRO,2026-01-10
267,10070,2026-01-11 12:00:00,México,FREE,2026-01-11
268,10174,2026-01-11 12:00:00,United States,PRO,2026-01-11
269,10038,2026-01-05 12:00:00,United States,PRO,2026-01-05
270,10037,2026-01-02 12:00:00,Brasil,FREE,2026-01-02
271,10006,2026-01-04 12:00:00,España,FREE,2026-01-04
272,10210,2026-01-12 12:00:00,España,PRO,2026-01-12
273,10113,2026-01-11 12:00:00,España,FREE,2026-01-11
274,10060,2026-01-08 12:00:00,México,PRO,2026-01-08
275,10136,2026-01-06 12:00:00,Brasil,FREE,2026-01-06
276,10068,2026-01-09 12:00:00,México,PRO,2026-01-09
277,10152,2026-01-17 12:00:00,España,FREE,2026-01-17
278,10107,2026-01-08 12:00:00,Brasil,PRO,2026-01-08
279,10080,2026-01-17 12:00:00,México,ENTERPRISE,2026-01-17
280,10043,2026-01-02 12:00:00,España,PRO,2026-01-02
281,10112,2026-01-09 12:00:00,España,FREE,2026-01-09
282,10215,2026-01-09 12:00:00,México,PRO,2026-01-09
283,10090,2026-01-12 12:00:00,United States,PRO,2026-01-12
284,10218,2026-01-18 12:00:00,España,FREE,2026-01-18
285,10045,2026-01-18 12:00:00,México,PRO,2026-01-18
286,10210,2026-01-06 12:00:00,España,FREE,2026-01-06
287,10150,2026-01-05 12:00:00,Brasil,PRO,2026-01-05
288,10075,2026-01-07 12:00:00,México,PRO,2026-01-07
289,10035,2026-01-02 12:00:00,Canada,FREE,2026-01-02
290,10022,2026-01-18 12:00:00,México,PRO,2026-01-18
291,10136,2026-01-17 12:00:00,Brasil,ENTERPRISE,2026-01-17
292,10203,2026-01-13 12:00:00,Canada,FREE,2026-01-13
293,10136,2026-01-01 12:00:00,Brasil,PRO,2026-01-01
294,10101,2026-01-05 12:00:00,Brasil,FREE,2026-01-05
295,10025,2026-01-18 12:00:00,México,PRO,2026-01-18
296,10149,2026-01-03 12:00:00,México,PRO,2026-01-03
297,10144,2026-01-07 12:00:00,España,PRO,2026-01-07
298,10157,2026-01-01 12:00:00,México,ENTERPRISE,2026-01-01
299,10037,2026-01-06 12:00:00,United States,FREE,2026-01-06
300,10011,2026-01-16 12:00:00,Brasil,FREE,2026-01-16
301,10030,2026-01-05 12:00:00,México,PRO,2026-01-05
302,10004,2026-01-07 12:00:00,United States,PRO,2026-01-07
303,10038,2026-01-07 12:00:00,United States,PRO,2026-01-07
304,10015,2026-01-07 12:00:00,United States,PRO,2026-01-07
305,10081,2026-01-08 12:00:00,Brasil,FREE,2026-01-08
306,10149,2026-01-01 12:00:00,México,FREE,2026-01-01
307,10054,2026-01-03 12:00:00,Brasil,FREE,2026-01-03
308,10138,2026-01-08 12:00:00,Canada,PRO,2026-01-08
309,10098,2026-01-13 12:00:00,España,PRO,2026-01-13
310,10120,2026-01-13 12:00:00,México,PRO,2026-01-13
311,10083,2026-01-18 12:00:00,España,PRO,2026-01-18
312,10121,2026-01-15 12:00:00,Canada,FREE,2026-01-15
313,10179,2026-01-01 12:00:00,Canada,FREE,2026-01-01
314,10084,2026-01-10 12:00:00,United States,PRO,2026-01-10
315,10132,2026-01-04 12:00:00,United States,PRO,2026-01-04
316,10189,2026-01-14 12:00:00,España,FREE,2026-01-14
317,10050,2026-01-16 12:00:00,Brasil,FREE,2026-01-16
318,10052,2026-01-02 12:00:00,Brasil,FREE,2026-01-02
319,10138,2026-01-03 12:00:00,Brasil,PRO,2026-01-03
320,10173,2026-01-13 12:00:00,España,FREE,2026-01-13
321,10212,2026-01-07 12:00:00,Brasil,FREE,2026-01-07
322,10097,2026-01-16 12:00:00,Canada,ENTERPRISE,2026-01-16
323,10025,2026-01-17 12:00:00,México,ENTERPRISE,2026-01-17
324,10060,2026-01-12 12:00:00,United States,PRO,2026-01-12
325,10183,2026-01-17 12:00:00,España,PRO,2026-01-17
326,10020,2026-01-07 12:00:00,México,PRO,2026-01-07
327,10202,2026-01-10 12:00:00,Canada,PRO,2026-01-10
328,10165,2026-01-10 12:00:00,España,FREE,2026-01-10
329,10027,2026-01-18 12:00:00,España,PRO,2026-01-18
330,10020,2026-01-09 12:00:00,España,FREE,2026-01-09
331,10004,2026-01-01 12:00:00,España,FREE,2026-01-01
332,10157,2026-01-16 12:00:00,México,FREE,2026-01-16
333,10094,2026-01-14 12:00:00,Canada,FREE,2026-01-14
334,10012,2026-01-02 12:00:00,España,PRO,2026-01-02
335,10105,2026-01-14 12:00:00,España,FREE,2026-01-14
336,10077,2026-01-01 12:00:00,México,FREE,2026-01-01
337,10089,2026-01-12 12:00:00,España,PRO,2026-01-12
338,10015,2026-01-14 12:00:00,Canada,FREE,2026-01-14
339,10204,2026-01-16 12:00:00,México,FREE,2026-01-16
340,10197,2026-01-14 12:00:00,México,FREE,2026-01-14
341,10158,2026-01-11 12:00:00,Canada,FREE,2026-01-11
342,10184,2026-01-09 12:00:00,México,PRO,2026-01-09
343,10129,2026-01-09 12:00:00,Brasil,FREE,2026-01-09
344,10159,2026-01-02 12:00:00,United States,PRO,2026-01-02
345,10139,2026-01-10 12:00:00,España,PRO,2026-01-10
346,10167,2026-01-18 12:00:00,United States,FREE,2026-01-18
347,10205,2026-01-02 12:00:00,Canada,PRO,2026-01-02
348,10150,2026-01-16 12:00:00,México,PRO,2026-01-16
349,10183,2026-01-14 12:00:00,México,PRO,2026-01-14
350,10143,2026-01-18 12:00:00,España,FREE,2026-01-18
351,10152,2026-01-02 12:00:00,Brasil,PRO,2026-01-02
352,10158,2026-01-04 12:00:00,España,PRO,2026-01-04
353,10217,2026-01-01 12:00:00,México,FREE,2026-01-01
354,10040,2026-01-03 12:00:00,Brasil,FREE,2026-01-03
355,10218,2026-01-09 12:00:00,México,PRO,2026-01-09
356,10127,2026-01-14 12:00:00,Brasil,PRO,2026-01-14
357,10071,2026-01-03 12:00:00,United States,PRO,2026-01-03
358,10140,2026-01-06 12:00:00,México,PRO,2026-01-06
359,10196,2026-01-10 12:00:00,Brasil,FREE,2026-01-10
360,10106,2026-01-13 12:00:00,España,ENTERPRISE,2026-01-13
361,10011,2026-01-11 12:00:00,United States,PRO,2026-01-11
362,10076,2026-01-02 12:00:00,México,FREE,2026-01-02
363,10106,2026-01-11 12:00:00,México,PRO,2026-01-11
364,10004,2026-01-08 12:00:00,Canada,PRO,2026-01-08
365,10079,2026-01-12 12:00:00,Canada,PRO,2026-01-12
366,10034,2026-01-04 12:00:00,México,PRO,2026-01-04
367,10056,2026-01-17 12:00:00,México,PRO,2026-01-17
368,10131,2026-01-15 12:00:00,United States,PRO,2026-01-15
369,10063,2026-01-16 12:00:00,Brasil,PRO,2026-01-16
370,10120,2026-01-02 12:00:00,México,PRO,2026-01-02
371,10074,2026-01-13 12:00:00,España,FREE,2026-01-13
372,10046,2026-01-01 12:00:00,United States,FREE,2026-01-01
373,10192,2026-01-09 12:00:00,Canada,FREE,2026-01-09
374,10033,2026-01-11 12:00:00,México,PRO,2026-01-11
375,10049,2026-01-04 12:00:00,España,PRO,2026-01-04
376,10010,2026-01-12 12:00:00,España,FREE,2026-01-12
377,10183,2026-01-08 12:00:00,United States,PRO,2026-01-08
378,10201,2026-01-03 12:00:00,Canada,PRO,2026-01-03
379,10136,2026-01-08 12:00:00,Canada,PRO,2026-01-08
380,10118,2026-01-17 12:00:00,Brasil,FREE,2026-01-17
381,10000,2026-01-10 12:00:00,United States,PRO,2026-01-10
382,10027,2026-01-16 12:00:00,México,PRO,2026-01-16
383,10067,2026-01-12 12:00:00,España,PRO,2026-01-12
384,10106,2026-01-07 12:00:00,United States,FREE,2026-01-07
385,10069,2026-01-09 12:00:00,España,PRO,2026-01-09
386,10083,2026-01-02 12:00:00,United States,FREE,2026-01-02
387,10137,2026-01-04 12:00:00,España,FREE,2026-01-04
388,10167,2026-01-17 12:00:00,México,FREE,2026-01-17
389,10170,2026-01-13 12:00:00,Brasil,ENTERPRISE,2026-01-13
390,10097,2026-01-12 12:00:00,México,ENTERPRISE,2026-01-12
391,10006,2026-01-13 12:00:00,España,FREE,2026-01-13
392,10166,2026-01-07 12:00:00,Canada,FREE,2026-01-07
393,10098,2026-01-08 12:00:00,Canada,PRO,2026-01-08
394,10063,2026-01-15 12:00:00,Brasil,FREE,2026-01-15
395,10105,2026-01-09 12:00:00,United States,PRO,2026-01-09
396,10067,2026-01-08 12:00:00,España,FREE,2026-01-08
397,10087,2026-01-07 12:00:00,España,FREE,2026-01-07
398,10042,2026-01-09 12:00:00,United States,PRO,2026-01-09
399,10146,2026-01-04 12:00:00,Brasil,PRO,2026-01-04
400,10066,2026-01-17 12:00:00,Canada,FREE,2026-01-17
401,10202,2026-01-13 12:00:00,Brasil,PRO,2026-01-13
402,10107,2026-01-03 12:00:00,United States,PRO,2026-01-03
403,10079,2026-01-04 12:00:00,España,PRO,2026-01-04
404,10075,2026-01-12 12:00:00,United States,PRO,2026-01-12
405,10010,2026-01-03 12:00:00,Brasil,ENTERPRISE,2026-01-03
406,10132,2026-01-17 12:00:00,United States,PRO,2026-01-17
407,10033,2026-01-05 12:00:00,Canada,ENTERPRISE,2026-01-05
408,10082,2026-01-01 12:00:00,España,FREE,2026-01-01
409,10044,2026-01-13 12:00:00,United States,PRO,2026-01-13
410,10062,2026-01-13 12:00:00,United States,FREE,2026-01-13
411,10047,2026-01-04 12:00:00,Canada,FREE,2026-01-04
412,10218,2026-01-05 12:00:00,United States,PRO,2026-01-05
413,10165,2026-01-11 12:00:00,Brasil,ENTERPRISE,2026-01-11
414,10089,2026-01-08 12:00:00,México,ENTERPRISE,2026-01-08
415,10131,2026-01-03 12:00:00,México,PRO,2026-01-03
416,10149,2026-01-10 12:00:00,Brasil,PRO,2026-01-10
417,10002,2026-01-17 12:00:00,United States,FREE,2026-01-17
418,10077,2026-01-05 12:00:00,España,PRO,2026-01-05
419,10184,2026-01-11 12:00:00,México,PRO,2026-01-11
420,10080,2026-01-09 12:00:00,United States,FREE,2026-01-09
421,10037,2026-01-17 12:00:00,Canada,PRO,2026-01-17
422,10171,2026-01-03 12:00:00,Brasil,FREE,2026-01-03
423,10106,2026-01-16 12:00:00,España,PRO,2026-01-16
424,10129,2026-01-06 12:00:00,Canada,FREE,2026-01-06
425,10107,2026-01-03 12:00:00,España,PRO,2026-01-03
426,10061,2026-01-09 12:00:00,Canada,FREE,2026-01-09
