event_date,region,park_name,team_id,team_name,volunteer_id,volunteer_experience,minutes_observed,weather,fireflies_counted
2025-07-18,High Plains,Dry Creek Reserve,T051,Night Trackers 51,V01132,advanced,30,humid,14
2025-06-19,Riverlands,Willow Marsh,T035,Night Trackers 35,V00130,advanced,60,foggy,34
2025-07-09,Riverlands,Blue Heron Point,T037,Lantern Watch 37,V02597,beginner,40,foggy,32
2025-06-21,High Plains,Prairie Star Field,T048,Field Flickers 48,V01714,beginner,75,light_rain,15
2025-07-01,Coastal,Saltwind Dunes,T067,Spark Scouts 67,V00975,advanced,90,humid,62
2025-08-03,Riverlands,Blue Heron Point,T039,Spark Scouts 39,V02190,beginner,75,clear,56
2025-07-17,Coastal,Harbor Mist Park,T075,Night Trackers 75,V03077,beginner,20,light_rain,2
2025-08-11,High Plains,Prairie Star Field,T046,Night Trackers 46,V02724,beginner,75,cloudy,26
2025-06-21,Riverlands,Willow Marsh,T036,Night Trackers 36,V03943,advanced,60,foggy,39
2025-08-25,Northwoods,Pine Hollow Park,T003,Field Flickers 3,V03305,beginner,75,clear,46
2025-08-14,Appalachia,Moss Lantern Park,T093,Moon Chasers 93,V02136,beginner,45,cloudy,31
2025-08-21,Northwoods,Moonlake Reserve,T022,Spark Scouts 22,V03987,advanced,30,cloudy,18
2025-08-15,Northwoods,Moonlake Reserve,T019,Twilight Counters 19,V02189,intermediate,75,clear,52
2025-08-05,Riverlands,Otter Bend Park,T026,Spark Scouts 26,V03412,beginner,40,cloudy,22
2025-06-16,Coastal,Driftwood Cove,T079,Dusk Patrol 79,V01247,intermediate,90,clear,69
2025-08-14,Appalachia,Blackberry Ridge,T086,Moon Chasers 86,V00892,beginner,45,humid,39
2025-08-16,Northwoods,Pine Hollow Park,T003,Field Flickers 3,V02501,intermediate,60,clear,27
2025-08-28,Appalachia,Moss Lantern Park,T090,Spark Scouts 90,V03594,advanced,30,humid,26
2025-08-01,Riverlands,Blue Heron Point,T037,Lantern Watch 37,V02944,beginner,60,clear,38
2025-08-06,High Plains,Dry Creek Reserve,T053,Night Trackers 53,V00698,intermediate,30,clear,21
2025-07-12,High Plains,Dry Creek Reserve,T051,Night Trackers 51,V03286,beginner,20,cloudy,5
2025-07-17,Riverlands,Blue Heron Point,T038,Dusk Patrol 38,V03577,intermediate,40,clear,29
2025-07-26,High Plains,Dry Creek Reserve,T053,Night Trackers 53,V03214,intermediate,40,cloudy,14
2025-07-13,Riverlands,Otter Bend Park,T028,Glow Seekers 28,V01837,beginner,30,clear,34
2025-08-17,High Plains,Prairie Star Field,T045,Moon Chasers 45,V01469,intermediate,60,humid,22
2025-08-16,Coastal,Driftwood Cove,T080,Spark Scouts 80,V00233,beginner,20,clear,9
2025-06-25,Northwoods,Moonlake Reserve,T017,Night Trackers 17,V01467,intermediate,75,clear,47
2025-07-07,Riverlands,Otter Bend Park,T023,Moon Chasers 23,V00013,advanced,60,clear,57
2025-08-22,Northwoods,Silver Fern Preserve,T013,Dusk Patrol 13,V02530,advanced,30,light_rain,21
2025-06-20,Northwoods,Silver Fern Preserve,T013,Dusk Patrol 13,V03899,intermediate,60,clear,38
2025-08-11,Appalachia,Cedar Echo Preserve,T099,Moon Chasers 99,V02525,beginner,45,clear,37
2025-08-30,Riverlands,Blue Heron Point,T039,Spark Scouts 39,V00531,intermediate,75,humid,48
2025-07-26,Riverlands,Otter Bend Park,T023,Moon Chasers 23,V02573,beginner,30,clear,24
2025-06-07,Appalachia,Moss Lantern Park,T093,Moon Chasers 93,V03188,advanced,90,clear,87
2025-07-16,Northwoods,Silver Fern Preserve,T009,Night Trackers 9,V00479,intermediate,30,clear,21
2025-06-28,Riverlands,Otter Bend Park,T023,Moon Chasers 23,V03951,advanced,75,light_rain,40
2025-07-01,Coastal,Saltwind Dunes,T068,Spark Scouts 68,V03864,beginner,40,light_rain,9
2025-06-06,Northwoods,Pine Hollow Park,T004,Night Trackers 4,V03344,advanced,40,clear,32
2025-06-04,Northwoods,Moonlake Reserve,T017,Night Trackers 17,V00908,beginner,45,light_rain,15
2025-06-30,Appalachia,Blackberry Ridge,T087,Twilight Counters 87,V02043,intermediate,40,humid,33
2025-08-04,Northwoods,Pine Hollow Park,T003,Field Flickers 3,V03020,intermediate,60,clear,48
2025-08-31,Northwoods,Moonlake Reserve,T018,Moon Chasers 18,V00081,intermediate,30,clear,35
2025-08-11,Coastal,Driftwood Cove,T080,Spark Scouts 80,V03115,beginner,90,humid,42
2025-07-17,Riverlands,Otter Bend Park,T024,Lantern Watch 24,V02564,beginner,45,light_rain,25
2025-07-21,Northwoods,Pine Hollow Park,T007,Twilight Counters 7,V02634,intermediate,30,clear,17
2025-07-03,Northwoods,Pine Hollow Park,T006,Twilight Counters 6,V01683,advanced,75,clear,58
2025-08-25,High Plains,Prairie Star Field,T046,Night Trackers 46,V02508,intermediate,60,humid,28
2025-07-07,High Plains,Prairie Star Field,T045,Moon Chasers 45,V01262,beginner,75,clear,28
2025-08-16,Coastal,Driftwood Cove,T076,Glow Seekers 76,V02628,advanced,30,clear,22
2025-08-18,Riverlands,Willow Marsh,T030,Moon Chasers 30,V02311,beginner,60,foggy,34
2025-06-22,Northwoods,Moonlake Reserve,T017,Night Trackers 17,V03042,advanced,40,cloudy,28
2025-08-20,Riverlands,Willow Marsh,T034,Glow Seekers 34,V03340,beginner,30,humid,22
2025-07-04,High Plains,Prairie Star Field,T048,Field Flickers 48,V03172,intermediate,40,humid,26
2025-06-02,Coastal,Saltwind Dunes,T065,Twilight Counters 65,V03023,beginner,30,cloudy,9
2025-07-27,High Plains,Sage Flat Park,T061,Moon Chasers 61,V01344,intermediate,60,clear,44
2025-07-11,Northwoods,Pine Hollow Park,T003,Field Flickers 3,V01388,intermediate,60,cloudy,27
2025-07-22,Northwoods,Pine Hollow Park,T002,Twilight Counters 2,V02731,advanced,30,cloudy,24
2025-08-26,High Plains,Prairie Star Field,T049,Spark Scouts 49,V03524,beginner,60,humid,29
2025-07-13,Appalachia,Blackberry Ridge,T084,Lantern Watch 84,V02633,beginner,60,clear,49
2025-06-23,Coastal,Harbor Mist Park,T074,Field Flickers 74,V00573,beginner,30,humid,11
2025-08-02,Coastal,Saltwind Dunes,T064,Lantern Watch 64,V00611,beginner,60,clear,26
2025-08-01,High Plains,Dry Creek Reserve,T056,Glow Seekers 56,V01837,intermediate,30,clear,14
2025-07-26,High Plains,Sage Flat Park,T062,Lantern Watch 62,V03057,intermediate,40,foggy,10
2025-06-30,High Plains,Dry Creek Reserve,T057,Field Flickers 57,V02089,beginner,45,clear,21
2025-06-18,Coastal,Harbor Mist Park,T070,Field Flickers 70,V02286,advanced,60,cloudy,27
2025-08-06,Northwoods,Moonlake Reserve,T021,Dusk Patrol 21,V03343,intermediate,45,clear,27
2025-06-21,High Plains,Prairie Star Field,T048,Field Flickers 48,V03638,intermediate,40,humid,22
2025-07-04,Appalachia,Cedar Echo Preserve,T100,Field Flickers 100,V01306,beginner,30,cloudy,19
2025-07-17,Northwoods,Moonlake Reserve,T015,Dusk Patrol 15,V03266,beginner,20,clear,13
2025-06-02,High Plains,Dry Creek Reserve,T050,Glow Seekers 50,V01702,advanced,20,foggy,5
2025-08-25,High Plains,Sage Flat Park,T058,Spark Scouts 58,V00023,beginner,45,clear,13
2025-06-11,Appalachia,Moss Lantern Park,T090,Spark Scouts 90,V03881,intermediate,45,clear,43
2025-07-17,Appalachia,Moss Lantern Park,T089,Lantern Watch 89,V00437,intermediate,45,light_rain,27
2025-07-12,Coastal,Driftwood Cove,T078,Lantern Watch 78,V01913,beginner,60,humid,31
2025-07-11,Coastal,Driftwood Cove,T078,Lantern Watch 78,V03965,intermediate,20,clear,12
2025-07-18,Riverlands,Blue Heron Point,T042,Field Flickers 42,V02512,beginner,45,cloudy,26
2025-07-02,High Plains,Sage Flat Park,T063,Lantern Watch 63,V02527,intermediate,60,humid,23
2025-06-27,Appalachia,Blackberry Ridge,T086,Moon Chasers 86,V01761,beginner,40,humid,29
2025-08-01,Coastal,Driftwood Cove,T077,Spark Scouts 77,V01228,advanced,40,clear,29
2025-08-08,Coastal,Driftwood Cove,T077,Spark Scouts 77,V03366,advanced,40,cloudy,17
2025-06-06,Coastal,Harbor Mist Park,T072,Twilight Counters 72,V01320,advanced,40,foggy,17
2025-08-04,Coastal,Driftwood Cove,T079,Dusk Patrol 79,V00903,beginner,40,humid,17
2025-08-04,High Plains,Dry Creek Reserve,T050,Glow Seekers 50,V02539,beginner,75,humid,30
2025-08-07,Coastal,Harbor Mist Park,T075,Night Trackers 75,V02097,advanced,45,cloudy,32
2025-07-03,Riverlands,Willow Marsh,T031,Twilight Counters 31,V02585,beginner,30,humid,26
2025-08-05,Appalachia,Blackberry Ridge,T085,Spark Scouts 85,V02728,intermediate,20,humid,17
2025-07-26,Coastal,Harbor Mist Park,T071,Spark Scouts 71,V00992,advanced,45,light_rain,18
2025-08-26,Northwoods,Pine Hollow Park,T001,Spark Scouts 1,V03343,intermediate,40,cloudy,23
2025-06-15,Coastal,Harbor Mist Park,T070,Field Flickers 70,V00495,beginner,20,humid,5
2025-08-28,Riverlands,Willow Marsh,T030,Moon Chasers 30,V00814,beginner,75,clear,44
2025-08-10,High Plains,Dry Creek Reserve,T053,Night Trackers 53,V01123,intermediate,60,cloudy,18
2025-06-25,Northwoods,Silver Fern Preserve,T014,Twilight Counters 14,V01783,advanced,90,clear,58
2025-06-21,Coastal,Harbor Mist Park,T075,Night Trackers 75,V02532,advanced,75,clear,40
2025-08-23,Appalachia,Moss Lantern Park,T090,Spark Scouts 90,V02823,advanced,40,clear,25
2025-06-25,Riverlands,Willow Marsh,T031,Twilight Counters 31,V00605,beginner,40,light_rain,20
2025-06-10,Northwoods,Pine Hollow Park,T007,Twilight Counters 7,V03805,intermediate,45,clear,22
2025-07-25,Appalachia,Cedar Echo Preserve,T095,Field Flickers 95,V01536,intermediate,75,foggy,65
2025-07-24,Northwoods,Pine Hollow Park,T004,Night Trackers 4,V01373,intermediate,75,clear,42
2025-08-17,Coastal,Harbor Mist Park,T071,Spark Scouts 71,V01073,intermediate,75,humid,38
2025-07-11,Riverlands,Blue Heron Point,T038,Dusk Patrol 38,V01722,advanced,30,light_rain,21
2025-08-10,Riverlands,Blue Heron Point,T040,Spark Scouts 40,V00296,advanced,60,clear,41
2025-06-22,Riverlands,Otter Bend Park,T023,Moon Chasers 23,V01887,advanced,60,clear,65
2025-06-15,High Plains,Prairie Star Field,T048,Field Flickers 48,V01676,intermediate,45,cloudy,17
2025-06-08,Northwoods,Moonlake Reserve,T016,Dusk Patrol 16,V01828,intermediate,30,foggy,12
2025-07-08,High Plains,Sage Flat Park,T063,Lantern Watch 63,V02869,advanced,60,clear,34
2025-06-09,Appalachia,Cedar Echo Preserve,T095,Field Flickers 95,V03718,beginner,30,foggy,17
2025-06-07,Riverlands,Otter Bend Park,T028,Glow Seekers 28,V03940,intermediate,90,humid,88
2025-06-13,High Plains,Dry Creek Reserve,T053,Night Trackers 53,V00347,intermediate,40,foggy,13
2025-06-27,Appalachia,Cedar Echo Preserve,T097,Field Flickers 97,V03651,advanced,60,humid,55
2025-07-15,Coastal,Driftwood Cove,T078,Lantern Watch 78,V02195,beginner,20,light_rain,7
2025-06-21,Coastal,Harbor Mist Park,T069,Spark Scouts 69,V02282,beginner,45,cloudy,12
2025-06-26,Riverlands,Otter Bend Park,T027,Twilight Counters 27,V01928,advanced,60,clear,60
2025-06-10,High Plains,Sage Flat Park,T059,Glow Seekers 59,V03725,intermediate,60,humid,36
2025-06-01,High Plains,Dry Creek Reserve,T057,Field Flickers 57,V02680,intermediate,30,humid,12
2025-08-08,High Plains,Dry Creek Reserve,T054,Field Flickers 54,V03457,beginner,40,clear,12
2025-06-07,Northwoods,Moonlake Reserve,T021,Dusk Patrol 21,V02535,intermediate,60,clear,49
2025-06-06,Coastal,Driftwood Cove,T077,Spark Scouts 77,V00232,beginner,30,cloudy,12
2025-06-17,Appalachia,Moss Lantern Park,T088,Lantern Watch 88,V01756,beginner,75,clear,64
2025-07-18,Riverlands,Otter Bend Park,T024,Lantern Watch 24,V01919,advanced,75,cloudy,53
2025-06-27,Coastal,Driftwood Cove,T076,Glow Seekers 76,V02515,beginner,40,clear,24
2025-08-28,Appalachia,Cedar Echo Preserve,T096,Dusk Patrol 96,V01427,intermediate,40,cloudy,32
2025-06-27,Northwoods,Moonlake Reserve,T022,Spark Scouts 22,V00438,advanced,45,clear,26
2025-07-07,Appalachia,Moss Lantern Park,T091,Lantern Watch 91,V01793,intermediate,40,humid,27
2025-06-04,Appalachia,Moss Lantern Park,T094,Spark Scouts 94,V01214,beginner,30,clear,16
2025-08-30,High Plains,Dry Creek Reserve,T050,Glow Seekers 50,V01622,intermediate,60,clear,31
2025-08-12,Appalachia,Moss Lantern Park,T090,Spark Scouts 90,V00396,intermediate,45,light_rain,26
2025-06-10,Northwoods,Pine Hollow Park,T006,Twilight Counters 6,V03834,advanced,30,cloudy,15
2025-06-23,Coastal,Driftwood Cove,T080,Spark Scouts 80,V03779,beginner,75,clear,31
2025-06-21,Coastal,Saltwind Dunes,T065,Twilight Counters 65,V01143,intermediate,60,light_rain,21
2025-08-30,High Plains,Dry Creek Reserve,T054,Field Flickers 54,V00605,beginner,40,cloudy,6
2025-07-15,Appalachia,Moss Lantern Park,T089,Lantern Watch 89,V02154,intermediate,60,light_rain,30
2025-07-25,Coastal,Driftwood Cove,T081,Lantern Watch 81,V02868,intermediate,90,cloudy,53
2025-06-26,High Plains,Prairie Star Field,T048,Field Flickers 48,V02011,advanced,40,clear,18
2025-07-01,Northwoods,Pine Hollow Park,T002,Twilight Counters 2,V03377,intermediate,60,humid,46
2025-07-22,Northwoods,Silver Fern Preserve,T009,Night Trackers 9,V02940,advanced,60,cloudy,44
2025-06-16,Coastal,Harbor Mist Park,T070,Field Flickers 70,V02930,intermediate,90,clear,52
2025-07-29,High Plains,Dry Creek Reserve,T054,Field Flickers 54,V02772,advanced,75,light_rain,23
2025-07-24,High Plains,Prairie Star Field,T049,Spark Scouts 49,V02392,intermediate,40,clear,38
2025-06-16,High Plains,Prairie Star Field,T048,Field Flickers 48,V00451,beginner,75,humid,24
2025-07-11,Northwoods,Moonlake Reserve,T016,Dusk Patrol 16,V01859,beginner,40,light_rain,16
2025-08-27,Coastal,Driftwood Cove,T078,Lantern Watch 78,V00642,advanced,60,foggy,21
2025-08-26,Riverlands,Blue Heron Point,T038,Dusk Patrol 38,V03214,beginner,60,humid,38
2025-07-21,Riverlands,Blue Heron Point,T041,Dusk Patrol 41,V03243,intermediate,60,foggy,32
2025-08-04,Northwoods,Pine Hollow Park,T001,Spark Scouts 1,V03143,beginner,60,foggy,17
2025-08-06,Appalachia,Moss Lantern Park,T090,Spark Scouts 90,V03330,intermediate,75,humid,78
2025-08-10,Riverlands,Willow Marsh,T036,Night Trackers 36,V01670,advanced,30,humid,19
2025-06-25,Appalachia,Blackberry Ridge,T087,Twilight Counters 87,V01359,beginner,60,cloudy,55
2025-07-11,Appalachia,Moss Lantern Park,T092,Lantern Watch 92,V02911,intermediate,60,cloudy,33
2025-07-22,Riverlands,Blue Heron Point,T039,Spark Scouts 39,V00336,intermediate,60,foggy,31
2025-06-03,Appalachia,Cedar Echo Preserve,T100,Field Flickers 100,V03144,intermediate,60,humid,32
2025-07-05,Appalachia,Cedar Echo Preserve,T095,Field Flickers 95,V02526,advanced,40,humid,40
2025-07-17,High Plains,Sage Flat Park,T059,Glow Seekers 59,V03151,advanced,45,cloudy,26
2025-07-19,Appalachia,Cedar Echo Preserve,T095,Field Flickers 95,V00667,beginner,75,clear,50
2025-07-14,Coastal,Harbor Mist Park,T072,Twilight Counters 72,V03660,intermediate,20,light_rain,5
2025-08-13,Appalachia,Blackberry Ridge,T083,Moon Chasers 83,V02979,intermediate,60,clear,51
2025-08-30,Riverlands,Blue Heron Point,T042,Field Flickers 42,V02631,intermediate,20,cloudy,13
2025-06-23,Coastal,Driftwood Cove,T077,Spark Scouts 77,V02866,intermediate,40,cloudy,8
2025-06-20,Appalachia,Moss Lantern Park,T088,Lantern Watch 88,V03896,intermediate,40,humid,33
2025-08-06,Northwoods,Moonlake Reserve,T018,Moon Chasers 18,V02875,intermediate,30,clear,19
2025-07-05,High Plains,Dry Creek Reserve,T055,Twilight Counters 55,V02920,advanced,30,clear,18
2025-08-31,Coastal,Harbor Mist Park,T074,Field Flickers 74,V00907,intermediate,90,foggy,41
2025-08-01,Northwoods,Pine Hollow Park,T002,Twilight Counters 2,V00763,advanced,20,humid,12
2025-07-23,Riverlands,Willow Marsh,T035,Night Trackers 35,V02411,beginner,45,light_rain,19
2025-06-22,Northwoods,Moonlake Reserve,T018,Moon Chasers 18,V03409,beginner,20,clear,14
2025-06-01,Coastal,Driftwood Cove,T076,Glow Seekers 76,V02420,beginner,90,humid,40
2025-06-12,Appalachia,Blackberry Ridge,T083,Moon Chasers 83,V03216,beginner,75,humid,62
2025-06-12,Coastal,Driftwood Cove,T079,Dusk Patrol 79,V01717,advanced,45,humid,23
2025-06-13,Riverlands,Blue Heron Point,T041,Dusk Patrol 41,V02952,advanced,90,clear,86
2025-08-16,Appalachia,Blackberry Ridge,T084,Lantern Watch 84,V02987,beginner,45,clear,43
2025-07-05,Riverlands,Willow Marsh,T034,Glow Seekers 34,V02090,beginner,90,cloudy,49
2025-06-14,Coastal,Saltwind Dunes,T067,Spark Scouts 67,V00360,beginner,75,foggy,23
2025-08-19,Appalachia,Moss Lantern Park,T090,Spark Scouts 90,V02251,beginner,75,cloudy,52
2025-07-28,Riverlands,Otter Bend Park,T028,Glow Seekers 28,V02265,intermediate,75,clear,70
2025-07-29,Riverlands,Blue Heron Point,T038,Dusk Patrol 38,V00565,intermediate,40,clear,35
2025-08-20,Coastal,Driftwood Cove,T077,Spark Scouts 77,V00343,beginner,45,cloudy,16
2025-08-20,Coastal,Driftwood Cove,T078,Lantern Watch 78,V01060,intermediate,30,clear,12
2025-08-16,High Plains,Sage Flat Park,T062,Lantern Watch 62,V02557,beginner,60,clear,24
2025-08-06,Appalachia,Moss Lantern Park,T094,Spark Scouts 94,V02593,advanced,60,clear,55
2025-07-04,Coastal,Saltwind Dunes,T066,Lantern Watch 66,V01780,beginner,30,humid,16
