customer_id,customer_since,state,segment,is_active
C0000232,2019-04-12,WA,small_business,True
C0000233,2018-01-02,NV,consumer,True
C0000234,2021-12-25,FL,consumer,True
C0000235,2022-03-03,FL,small_business,True
C0000236,2018-08-18,IL,consumer,True
C0000237,2019-10-28,FL,consumer,True
C0000238,2022-11-20,GA,consumer,True
C0000239,2020-11-29,CA,consumer,True
C0000240,2019-11-08,IL,consumer,True
C0000241,2018-01-19,NC,small_business,True
C0000242,2018-04-23,NV,consumer,True
C0000243,2023-02-06,CA,small_business,True
C0000244,2018-12-03,AZ,small_business,True
C0000245,2024-10-03,CA,consumer,True
C0000246,2022-06-10,CO,consumer,True
C0000247,2020-01-05,UT,consumer,True
C0000248,2023-02-03,UT,consumer,True
C0000249,2019-04-16,CO,small_business,True
C0000250,2020-08-06,NY,consumer,True
C0000251,2021-12-21,CA,consumer,False
C0000252,2023-02-22,FL,small_business,False
C0000253,2019-02-07,GA,consumer,False
C0000254,2020-10-25,AZ,consumer,True
C0000255,2018-09-26,FL,small_business,True
C0000256,2019-01-17,TX,consumer,True
C0000257,2019-10-16,GA,consumer,True
C0000258,2020-07-09,NC,consumer,True
C0000259,2025-04-05,WA,consumer,False
C0000260,2021-02-28,UT,consumer,True
C0000261,2018-11-16,CA,consumer,True
C0000262,2025-04-18,NV,consumer,True
C0000263,2022-07-21,NV,small_business,False
C0000264,2018-12-04,CA,consumer,True
C0000265,2018-08-29,FL,consumer,True
C0000266,2018-09-09,CO,consumer,True
C0000267,2025-04-13,TX,consumer,True
C0000268,2022-06-28,TX,consumer,False
C0000269,2023-06-10,CO,small_business,True
C0000270,2025-09-14,TX,consumer,True
C0000271,2021-03-17,CA,consumer,True
C0000272,2025-04-03,AZ,consumer,True
C0000273,2021-03-23,NC,consumer,True
C0000274,2023-08-07,UT,consumer,True
C0000275,2024-08-10,IL,consumer,True
C0000276,2018-07-14,GA,consumer,True
C0000277,2023-11-14,GA,consumer,True
C0000278,2024-06-12,CA,consumer,True
C0000279,2025-09-30,NV,consumer,True
C0000280,2023-06-19,WA,consumer,True
C0000281,2021-11-26,NY,consumer,True
C0000282,2019-02-25,UT,consumer,True
C0000283,2024-02-21,UT,consumer,True
C0000284,2021-09-19,NY,consumer,True
C0000285,2024-06-14,UT,consumer,True
C0000286,2018-05-25,CO,consumer,True
C0000287,2020-10-07,NY,consumer,True
C0000288,2024-05-30,CA,consumer,True
C0000289,2022-11-17,CO,consumer,True
C0000290,2023-09-30,CO,consumer,True
C0000291,2022-09-21,WA,small_business,True
C0000292,2024-06-07,FL,consumer,True
C0000293,2024-08-22,NV,consumer,True
C0000294,2024-01-30,CA,consumer,True
C0000295,2023-04-20,FL,small_business,True
C0000296,2020-02-20,NC,consumer,False
C0000297,2018-08-10,NY,consumer,True
C0000298,2024-04-25,UT,consumer,True
C0000299,2020-10-22,NY,consumer,True
C0000300,2019-12-29,CA,consumer,True
C0000301,2018-01-10,TX,small_business,True
C0000302,2019-02-07,UT,consumer,True
C0000303,2018-04-15,TX,consumer,True
C0000304,2021-02-13,AZ,small_business,False
C0000305,2020-05-14,TX,consumer,True
C0000306,2021-12-24,IL,consumer,True
C0000307,2022-08-01,NV,consumer,False
C0000308,2020-04-14,TX,consumer,True
C0000309,2022-04-12,NC,consumer,True
C0000310,2022-11-04,NY,small_business,True
C0000311,2023-05-18,IL,consumer,True
C0000312,2022-10-26,WA,consumer,True
C0000313,2018-04-09,NV,small_business,True
C0000314,2019-12-02,AZ,small_business,True
C0000315,2024-05-07,NV,enterprise,True
C0000316,2022-12-23,CA,consumer,True
C0000317,2020-05-13,NY,consumer,True
C0000318,2020-11-09,IL,consumer,True
C0000319,2025-06-06,WA,consumer,True
C0000320,2023-11-16,CA,consumer,True
C0000321,2020-12-29,FL,consumer,False
C0000322,2020-04-28,WA,small_business,True
C0000323,2019-01-12,GA,enterprise,True
C0000324,2024-05-21,AZ,consumer,True
C0000325,2023-01-13,CA,consumer,True
C0000326,2021-04-27,WA,consumer,True
C0000327,2023-07-16,TX,enterprise,True
C0000328,2022-06-04,NY,small_business,True
C0000329,2022-04-03,AZ,consumer,True
C0000330,2023-05-21,NV,consumer,True
C0000331,2024-02-12,UT,consumer,True
C0000332,2022-02-22,AZ,enterprise,True
C0000333,2021-04-17,CO,consumer,True
C0000334,2020-01-23,NV,small_business,True
C0000335,2020-06-02,IL,consumer,True
C0000336,2025-10-30,IL,enterprise,True
C0000337,2019-06-25,CA,consumer,True
C0000338,2018-10-08,NC,consumer,True
C0000339,2022-12-06,FL,consumer,True
C0000340,2020-08-06,WA,consumer,True
C0000341,2018-10-06,UT,consumer,False
C0000342,2022-05-23,WA,consumer,True
C0000343,2023-12-28,CA,consumer,False
C0000344,2018-03-25,NC,consumer,True
C0000345,2021-11-25,FL,consumer,True
C0000346,2019-03-29,NC,consumer,True
C0000347,2022-08-04,AZ,enterprise,True
C0000348,2024-05-22,GA,consumer,True
C0000349,2024-06-03,CO,consumer,True
C0000350,2024-04-07,TX,consumer,False
C0000351,2020-05-10,TX,consumer,True
C0000352,2023-02-03,GA,small_business,True
C0000353,2023-03-11,FL,small_business,True
C0000354,2025-03-18,UT,consumer,True
C0000355,2023-07-24,GA,consumer,True
C0000356,2024-01-16,AZ,small_business,True
C0000357,2018-10-15,AZ,small_business,False
C0000358,2020-05-22,CA,consumer,True
C0000359,2020-12-11,AZ,consumer,True
C0000360,2023-02-27,CA,consumer,False
C0000361,2024-12-12,WA,consumer,True
C0000362,2020-09-20,GA,consumer,True
C0000363,2021-12-22,NV,consumer,True
C0000364,2023-12-30,FL,consumer,True
C0000365,2019-07-20,UT,small_business,True
C0000366,2021-01-28,WA,consumer,True
C0000367,2019-07-25,WA,consumer,True
C0000368,2019-03-24,WA,small_business,True
C0000369,2023-07-16,NC,consumer,True
C0000370,2025-01-03,NY,consumer,True
C0000371,2019-03-12,UT,consumer,False
C0000372,2023-07-09,WA,consumer,True
C0000373,2023-07-21,AZ,consumer,True
C0000374,2023-12-15,FL,consumer,True
C0000375,2023-08-13,CO,consumer,True
C0000376,2022-06-23,GA,consumer,True
C0000377,2018-12-03,NV,consumer,True
C0000378,2024-04-05,AZ,consumer,True
C0000379,2019-07-24,NC,consumer,True
C0000380,2021-07-31,FL,small_business,True
C0000381,2025-08-14,AZ,consumer,True
C0000382,2022-07-11,TX,consumer,True
C0000383,2020-04-26,WA,consumer,False
C0000384,2018-07-02,IL,consumer,True
C0000385,2020-01-22,NV,consumer,True
C0000386,2022-06-09,IL,consumer,True
C0000387,2024-10-20,UT,consumer,True
C0000388,2024-07-06,IL,consumer,True
C0000389,2019-09-12,CA,consumer,True
C0000390,2023-08-23,UT,consumer,True
C0000391,2023-03-12,CO,small_business,True
C0000392,2024-06-03,FL,small_business,True
C0000393,2021-12-24,CO,consumer,True
C0000394,2021-12-19,TX,consumer,True
C0000395,2021-05-11,UT,consumer,True
C0000396,2025-01-17,NY,enterprise,True
C0000397,2022-03-12,NY,consumer,True
C0000398,2018-11-13,CA,consumer,False
C0000399,2022-01-12,UT,small_business,False
C0000400,2025-01-01,FL,consumer,True
C0000401,2024-09-07,TX,consumer,True
C0000402,2020-12-20,NY,consumer,True
C0000403,2025-01-17,AZ,consumer,True
C0000404,2018-09-23,CA,consumer,True
C0000405,2023-12-26,IL,consumer,True
C0000406,2022-12-14,CA,consumer,True
C0000407,2018-01-25,NY,consumer,True
C0000408,2021-08-21,CA,consumer,True
C0000409,2021-01-16,IL,consumer,True
C0000410,2021-06-04,NY,consumer,True
C0000411,2020-01-26,CA,consumer,True
C0000412,2024-10-23,NC,consumer,True
C0000413,2024-08-08,GA,consumer,True
C0000414,2019-02-07,NC,consumer,True
C0000415,2024-02-07,WA,consumer,True
C0000416,2022-12-07,CA,small_business,True
C0000417,2019-06-26,NY,small_business,True
C0000418,2021-04-23,UT,consumer,True
C0000419,2020-03-27,WA,consumer,True
C0000420,2022-03-23,CO,consumer,True
C0000421,2019-01-17,TX,consumer,True
C0000422,2021-12-29,UT,consumer,False
C0000423,2018-12-09,CO,small_business,True
C0000424,2019-01-27,UT,small_business,True
C0000425,2024-10-20,NC,small_business,True
C0000426,2022-02-04,AZ,small_business,True
C0000427,2020-04-21,TX,small_business,False
C0000428,2024-11-22,FL,consumer,True
C0000429,2020-09-07,TX,consumer,True
C0000430,2019-05-16,WA,consumer,True
C0000431,2025-03-12,CA,consumer,True
C0000432,2018-02-03,CO,consumer,True
C0000433,2025-07-15,NV,consumer,True
C0000434,2018-07-17,UT,consumer,True
C0000435,2024-06-13,UT,small_business,True
C0000436,2021-09-04,IL,consumer,False
C0000437,2019-01-02,CA,consumer,True
C0000438,2025-10-16,CA,consumer,True
C0000439,2021-06-03,TX,small_business,True
C0000440,2018-05-10,NC,consumer,True
C0000441,2023-10-06,CO,enterprise,True
C0000442,2025-12-03,TX,consumer,True
C0000443,2019-03-30,CO,consumer,True
C0000444,2022-04-15,GA,consumer,True
C0000445,2025-06-07,NV,consumer,True
C0000446,2018-12-17,NC,consumer,True
C0000447,2024-04-24,AZ,consumer,True
C0000448,2021-05-07,WA,small_business,True
C0000449,2018-06-08,IL,consumer,True
C0000450,2019-08-29,GA,consumer,True
C0000451,2024-11-08,UT,consumer,True
C0000452,2023-09-17,AZ,consumer,True
C0000453,2025-01-31,IL,consumer,False
C0000454,2022-05-01,FL,consumer,True
C0000455,2019-01-22,IL,consumer,True
C0000456,2020-04-20,NV,consumer,True
C0000457,2020-05-24,WA,consumer,True
C0000458,2020-01-16,NY,consumer,False
C0000459,2018-08-24,TX,consumer,True
C0000460,2024-12-06,CA,consumer,True
C0000461,2018-10-01,CO,consumer,False
C0000462,2024-02-16,IL,consumer,True
C0000463,2023-09-22,NC,consumer,True
C0000464,2021-06-27,TX,consumer,True
C0000465,2023-01-02,CA,small_business,True
C0000466,2021-03-30,NC,consumer,True
C0000467,2022-03-18,GA,consumer,True
C0000468,2023-11-24,TX,enterprise,True
C0000469,2021-09-04,UT,consumer,True
C0000470,2025-10-05,FL,consumer,True
C0000471,2024-09-17,AZ,consumer,True
C0000472,2018-08-21,IL,consumer,True
C0000473,2025-03-24,UT,consumer,True
C0000474,2019-04-10,GA,consumer,True
C0000475,2019-09-07,UT,consumer,True
C0000476,2020-11-23,NY,consumer,True
C0000477,2024-07-12,FL,consumer,True
C0000478,2022-01-22,UT,consumer,True
C0000479,2024-01-18,CA,consumer,True
C0000480,2018-07-28,NC,consumer,True
C0000481,2023-12-30,WA,consumer,True
C0000482,2018-06-06,FL,small_business,True
C0000483,2019-12-22,UT,small_business,True
C0000484,2019-10-03,FL,consumer,True
C0000485,2024-09-02,CO,consumer,True
C0000486,2021-02-01,CA,consumer,False
C0000487,2024-02-28,UT,consumer,True
C0000488,2023-11-29,NV,small_business,True
C0000489,2023-07-18,IL,small_business,True
C0000490,2022-11-16,NV,consumer,True
C0000491,2024-12-05,WA,consumer,True
C0000492,2018-03-27,CA,consumer,True
C0000493,2023-04-28,GA,enterprise,True
C0000494,2018-05-12,NV,consumer,True
C0000495,2023-01-06,TX,consumer,True
C0000496,2021-08-12,FL,consumer,True
C0000497,2025-10-11,UT,consumer,True
C0000498,2024-12-29,AZ,consumer,True
C0000499,2018-06-21,NY,enterprise,True
C0000500,2025-04-25,AZ,small_business,True
C0000501,2019-06-15,NV,consumer,True
C0000502,2020-12-02,UT,consumer,True
C0000503,2022-04-09,TX,consumer,True
C0000504,2025-02-04,AZ,consumer,True
C0000505,2020-10-03,GA,consumer,True
C0000506,2025-06-06,NY,consumer,True
C0000507,2020-05-18,IL,consumer,True
C0000508,2021-04-02,NV,consumer,True
C0000509,2025-06-06,NY,enterprise,True
C0000510,2023-12-19,TX,small_business,True
C0000511,2023-06-08,WA,consumer,True
C0000512,2020-12-02,GA,consumer,True
C0000513,2018-01-25,NV,consumer,True
C0000514,2019-03-25,NY,consumer,True
C0000515,2020-07-04,CO,consumer,False
C0000516,2022-08-07,IL,consumer,True
C0000517,2024-12-19,CO,consumer,True
C0000518,2018-09-10,UT,consumer,True
C0000519,2018-06-19,CO,consumer,True
C0000520,2023-04-21,WA,small_business,True
C0000521,2019-12-03,TX,consumer,True
C0000522,2024-06-20,WA,consumer,True
C0000523,2022-08-23,NV,small_business,True
C0000524,2025-04-26,AZ,consumer,True
C0000525,2021-08-09,FL,consumer,True
C0000526,2021-08-01,WA,consumer,True
C0000527,2024-03-26,WA,consumer,True
C0000528,2018-12-09,AZ,consumer,True
C0000529,2019-09-18,WA,consumer,True
C0000530,2025-03-20,WA,consumer,True
C0000531,2019-02-17,NC,consumer,True
C0000532,2024-12-16,GA,consumer,False
C0000533,2023-08-02,TX,consumer,False
C0000534,2025-09-26,FL,consumer,False
C0000535,2020-03-02,NV,consumer,True
C0000536,2022-10-01,IL,consumer,True
C0000537,2018-05-03,NY,consumer,True
C0000538,2023-05-21,NY,consumer,True
C0000539,2018-06-06,CA,consumer,True
C0000540,2020-12-25,GA,consumer,True
C0000541,2020-08-09,NC,consumer,False
C0000542,2019-06-19,IL,consumer,True
C0000543,2022-05-01,NC,consumer,False
C0000544,2020-05-01,CO,consumer,True
C0000545,2018-09-16,IL,enterprise,True
C0000546,2023-10-06,NC,enterprise,True
C0000547,2019-07-02,UT,consumer,True
C0000548,2020-08-06,IL,consumer,True
C0000549,2020-07-20,CO,consumer,True
C0000550,2023-07-13,UT,consumer,True
C0000551,2023-10-14,NV,consumer,True
C0000552,2022-01-06,TX,consumer,True
C0000553,2018-08-21,FL,consumer,False
C0000554,2021-08-04,IL,consumer,True
C0000555,2023-08-23,NY,consumer,True
C0000556,2025-09-26,UT,consumer,True
C0000557,2025-09-01,NV,consumer,True
C0000558,2019-04-30,TX,small_business,True
C0000559,2019-12-27,FL,consumer,True
C0000560,2021-11-23,UT,consumer,True
C0000561,2020-01-20,FL,small_business,True
C0000562,2019-04-12,CA,consumer,True
C0000563,2019-10-09,UT,small_business,True
C0000564,2025-06-30,NV,consumer,True
C0000565,2023-08-25,AZ,small_business,True
C0000566,2021-11-27,TX,consumer,True
C0000567,2022-06-13,CA,consumer,False
C0000568,2020-08-27,FL,consumer,True
C0000569,2022-05-23,AZ,consumer,True
C0000570,2019-05-07,CO,small_business,False
C0000571,2018-06-27,CA,consumer,True
C0000572,2022-10-01,NY,consumer,True
C0000573,2022-06-20,AZ,consumer,True
C0000574,2021-03-10,UT,consumer,True
C0000575,2021-08-29,CO,consumer,True
C0000576,2019-01-07,UT,consumer,True
C0000577,2024-10-10,NV,consumer,True
C0000578,2018-04-05,NY,consumer,True
C0000579,2021-10-27,TX,consumer,True
C0000580,2021-02-16,FL,consumer,True
C0000581,2024-03-26,AZ,consumer,True
C0000582,2022-08-30,CA,small_business,True
C0000583,2019-07-03,FL,enterprise,False
C0000584,2022-02-23,NY,enterprise,True
C0000585,2022-10-18,FL,consumer,True
C0000586,2025-03-13,IL,small_business,True
C0000587,2022-02-28,FL,enterprise,True
C0000588,2025-04-15,NC,consumer,True
C0000589,2020-09-20,TX,consumer,False
C0000590,2025-06-26,NC,consumer,True
C0000591,2025-07-19,UT,consumer,True
C0000592,2024-05-24,CA,consumer,True
C0000593,2024-10-26,WA,consumer,True
C0000594,2021-10-26,CA,consumer,True
C0000595,2025-07-03,FL,consumer,True
C0000596,2022-03-10,NY,small_business,True
C0000597,2022-09-23,NY,consumer,True
C0000598,2021-03-06,AZ,consumer,False
C0000599,2022-08-24,NC,small_business,True
C0000600,2021-03-12,CO,small_business,True
C0000601,2022-07-20,WA,consumer,True
C0000602,2018-05-02,CA,consumer,True
C0000603,2018-07-09,NY,consumer,True
C0000604,2024-05-21,IL,small_business,True
C0000605,2024-11-10,GA,consumer,True
C0000606,2019-12-20,NC,consumer,True
C0000607,2018-02-26,NV,small_business,True
C0000608,2018-03-27,WA,consumer,True
C0000609,2024-03-27,NV,small_business,True
C0000610,2021-09-24,IL,consumer,True
C0000611,2020-02-23,FL,consumer,False
C0000612,2023-09-28,NV,consumer,True
C0000613,2022-02-26,NY,small_business,True
C0000614,2021-06-27,IL,consumer,True
C0000615,2018-09-26,GA,consumer,True
C0000616,2020-11-29,WA,consumer,True
C0000617,2024-02-29,NV,consumer,True
C0000618,2023-04-07,NC,enterprise,True
C0000619,2021-10-06,WA,consumer,True
C0000620,2019-04-21,CA,consumer,True
C0000621,2023-02-05,TX,consumer,True
C0000622,2018-02-03,FL,consumer,True
C0000623,2025-11-11,FL,consumer,True
C0000624,2022-09-26,UT,consumer,True
C0000625,2023-09-19,IL,consumer,True
C0000626,2022-03-29,TX,consumer,True
C0000627,2020-10-12,GA,consumer,True
C0000628,2024-12-03,GA,consumer,True
C0000629,2018-03-03,CO,enterprise,True
C0000630,2021-04-29,IL,consumer,True
C0000631,2023-11-11,WA,consumer,True
C0000632,2024-04-14,IL,consumer,True
C0000633,2019-12-28,TX,consumer,True
C0000634,2018-02-22,GA,enterprise,True
C0000635,2025-10-29,AZ,consumer,True
C0000636,2018-03-21,UT,small_business,True
C0000637,2024-06-12,CA,consumer,True
C0000638,2022-10-14,TX,consumer,True
C0000639,2018-01-07,AZ,consumer,False
C0000640,2019-10-23,FL,consumer,True
C0000641,2019-06-17,CO,consumer,True
C0000642,2018-07-16,CO,consumer,True
C0000643,2022-09-25,AZ,consumer,True
C0000644,2019-01-09,NY,consumer,True
C0000645,2020-09-02,UT,consumer,True
C0000646,2020-12-30,UT,small_business,True
C0000647,2018-04-09,GA,consumer,True
C0000648,2020-09-11,NV,small_business,True
C0000649,2022-11-20,IL,small_business,True
C0000650,2022-07-05,NV,consumer,True
C0000651,2022-05-06,AZ,consumer,True
C0000652,2025-02-04,FL,consumer,True
C0000653,2019-08-13,NV,small_business,True
C0000654,2020-12-03,NC,small_business,True
C0000655,2023-05-26,TX,consumer,True
C0000656,2019-06-22,AZ,consumer,True
C0000657,2020-06-14,IL,consumer,True
C0000658,2022-08-15,TX,small_business,True
C0000659,2023-09-13,NC,small_business,True
C0000660,2018-01-07,NC,consumer,True
