customer_id,email_domain,preferred_channel,primary_device,marketing_opt_in,risk_score,enriched_at,source_system
C0000179,gmail.com,email,ios,True,0.161,2025-02-07,support_tool
C0004577,gmail.com,email,android,True,0.848,2025-05-01,crm_sync
C0004054,proton.me,push,ios,False,0.05,2025-04-27,data_vendor
C0002624,company.com,email,android,True,0.786,2025-01-09,crm_sync
C0004208,outlook.com,email,android,False,0.72,2025-05-19,crm_sync
C0005531,gmail.com,email,android,True,0.755,2025-12-13,crm_sync
C0003950,outlook.com,email,ios,False,0.136,2025-12-14,crm_sync
C0001361,proton.me,email,web,True,0.442,2025-08-04,data_vendor
C0000631,gmail.com,none,android,False,0.41,2025-08-11,ad_platform
C0000031,gmail.com,email,unknown,True,0.372,2025-01-31,crm_sync
C0004128,gmail.com,sms,android,True,0.867,2025-01-28,ad_platform
C0001821,outlook.com,sms,android,False,0.071,2025-02-10,crm_sync
C0003477,outlook.com,sms,android,False,0.373,2025-02-05,crm_sync
C0000089,outlook.com,sms,android,False,0.258,2025-07-07,crm_sync
C0000937,gmail.com,sms,android,True,0.144,2025-12-13,data_vendor
C0003066,outlook.com,email,android,True,0.221,2025-02-25,crm_sync
C0003787,gmail.com,email,unknown,True,0.634,2025-03-30,data_vendor
C0003791,yahoo.com,none,ios,True,0.651,2025-01-12,crm_sync
C0001544,company.com,sms,ios,False,0.369,2025-08-01,support_tool
C0003652,gmail.com,none,ios,True,0.096,2025-07-11,crm_sync
C0001725,icloud.com,sms,android,True,0.242,2025-11-19,support_tool
C0005121,outlook.com,email,web,True,0.09,2025-02-09,ad_platform
C0004516,proton.me,email,ios,True,0.284,2025-03-02,crm_sync
C0002440,icloud.com,email,ios,False,0.903,2025-12-12,ad_platform
C0000920,gmail.com,push,android,True,0.108,2025-09-12,crm_sync
C0004552,yahoo.com,email,ios,True,0.932,2025-05-30,support_tool
C0001220,gmail.com,sms,android,False,0.33,2025-06-24,ad_platform
C0003000,gmail.com,push,ios,False,0.019,2025-01-17,crm_sync
C0004496,gmail.com,push,web,True,0.281,2025-09-02,crm_sync
C0006246,gmail.com,push,android,True,0.517,2025-06-07,support_tool
C0005770,company.com,push,ios,True,0.074,2025-03-14,data_vendor
C0000930,gmail.com,push,android,True,0.767,2025-02-18,crm_sync
C0002784,gmail.com,email,ios,True,0.426,2025-02-10,data_vendor
C0001957,gmail.com,sms,web,True,0.92,2025-02-16,data_vendor
C0000431,gmail.com,none,android,False,0.531,2025-04-03,crm_sync
C0004166,proton.me,sms,ios,True,0.321,2025-01-24,ad_platform
C0001974,gmail.com,push,android,False,0.738,2025-05-06,crm_sync
C0004450,outlook.com,email,android,True,0.983,2025-06-19,crm_sync
C0001671,outlook.com,push,ios,True,0.809,2025-06-07,crm_sync
C0001370,company.com,push,android,True,0.579,2025-10-30,ad_platform
C0003410,company.com,push,ios,True,0.682,2025-02-16,crm_sync
C0006932,outlook.com,none,android,True,0.62,2025-08-06,support_tool
C0002651,gmail.com,email,android,False,0.156,2025-10-30,crm_sync
C0002094,company.com,email,web,True,0.883,2025-12-16,support_tool
C0005950,gmail.com,email,ios,True,0.378,2025-06-16,support_tool
C0000112,icloud.com,none,android,False,0.693,2025-11-30,support_tool
C0006182,gmail.com,none,ios,False,0.314,2025-05-08,crm_sync
C0003553,gmail.com,email,ios,False,0.342,2025-07-11,data_vendor
C0002157,gmail.com,email,ios,True,0.44,2025-08-10,crm_sync
C0002242,gmail.com,email,ios,True,0.002,2025-10-01,support_tool
C0001547,company.com,email,web,False,0.421,2025-05-25,data_vendor
C0003450,outlook.com,sms,ios,False,0.893,2025-10-06,crm_sync
C0004468,outlook.com,push,ios,True,0.526,2025-02-19,crm_sync
C0005964,outlook.com,email,web,True,0.479,2025-07-17,ad_platform
C0004888,proton.me,push,android,True,0.519,2025-06-09,ad_platform
C0000131,outlook.com,sms,android,False,0.387,2025-07-31,crm_sync
C0006548,gmail.com,push,ios,True,0.743,2025-04-14,ad_platform
C0003822,gmail.com,push,android,False,0.032,2025-09-23,crm_sync
C0000701,icloud.com,email,android,True,0.364,2025-02-24,ad_platform
C0000901,icloud.com,email,android,False,0.905,2025-04-23,data_vendor
C0003728,gmail.com,sms,web,True,0.75,2025-03-02,ad_platform
C0005005,proton.me,email,android,True,0.089,2025-02-26,data_vendor
C0004084,outlook.com,email,android,False,0.893,2025-11-14,crm_sync
C0005686,proton.me,email,android,True,0.764,2025-10-18,ad_platform
C0006757,outlook.com,none,ios,True,0.003,2025-12-07,data_vendor
C0002179,company.com,push,ios,True,0.32,2025-03-08,support_tool
C0000400,yahoo.com,email,android,False,0.656,2025-09-18,data_vendor
C0003853,gmail.com,push,web,False,0.072,2025-06-01,support_tool
C0004479,gmail.com,sms,ios,True,0.296,2025-02-17,crm_sync
C0001272,yahoo.com,push,web,True,0.619,2025-07-04,data_vendor
C0004212,gmail.com,email,ios,False,0.579,2025-12-12,ad_platform
C0005637,gmail.com,push,android,True,0.522,2025-04-22,support_tool
C0004771,yahoo.com,push,web,False,0.141,2025-08-10,data_vendor
C0002337,outlook.com,email,ios,False,0.103,2025-07-14,support_tool
C0000871,gmail.com,email,ios,True,0.743,2025-10-27,crm_sync
C0000897,yahoo.com,email,unknown,True,0.59,2025-05-22,crm_sync
C0000279,outlook.com,email,web,False,0.982,2025-04-02,data_vendor
C0001519,gmail.com,email,web,False,0.029,2025-02-25,support_tool
C0000483,yahoo.com,push,ios,True,0.83,2025-11-27,crm_sync
C0005879,yahoo.com,sms,web,False,0.869,2025-07-06,ad_platform
C0000483,yahoo.com,push,ios,True,0.83,2025-11-27,crm_sync
C0006709,outlook.com,email,ios,True,0.408,2025-07-29,crm_sync
C0002577,gmail.com,email,android,True,0.548,2025-04-11,ad_platform
C0002204,gmail.com,email,android,True,0.331,2025-10-23,support_tool
C0002728,gmail.com,sms,web,True,0.748,2025-09-12,support_tool
C0001402,outlook.com,email,ios,False,0.512,2025-11-06,support_tool
C0003586,gmail.com,sms,android,True,0.395,2025-09-02,crm_sync
C0000965,gmail.com,none,ios,True,0.864,2025-10-13,crm_sync
C0006129,yahoo.com,email,android,True,0.77,2025-06-21,crm_sync
C0002361,icloud.com,sms,android,True,0.282,2025-11-11,crm_sync
C0003797,icloud.com,email,android,False,0.352,2025-05-08,support_tool
C0006024,company.com,push,android,False,0.072,2025-05-29,crm_sync
C0001171,gmail.com,push,android,True,0.3,2025-01-26,crm_sync
C0001941,gmail.com,email,android,False,0.139,2025-01-26,support_tool
C0001627,gmail.com,sms,web,True,0.863,2025-07-20,crm_sync
C0000337,icloud.com,sms,android,True,0.805,2025-02-22,crm_sync
C0003073,gmail.com,email,android,True,0.634,2025-10-22,ad_platform
C0001773,gmail.com,email,ios,True,0.997,2025-02-19,crm_sync
C0001932,yahoo.com,email,web,False,0.639,2025-06-24,data_vendor
C0001006,outlook.com,push,ios,True,0.707,2025-06-21,support_tool
C0004168,company.com,email,android,True,0.215,2025-05-17,crm_sync
C0003311,gmail.com,sms,ios,False,0.273,2025-10-02,crm_sync
C0005025,yahoo.com,email,ios,True,0.666,2025-09-07,data_vendor
C0001643,icloud.com,push,ios,True,0.149,2025-06-30,data_vendor
C0003009,gmail.com,sms,android,True,0.821,2025-08-06,ad_platform
C0003101,yahoo.com,sms,android,True,0.44,2025-12-04,crm_sync
C0003502,yahoo.com,email,android,False,0.509,2025-10-22,ad_platform
C0005266,yahoo.com,email,web,True,0.567,2025-09-13,support_tool
C0005884,yahoo.com,sms,web,False,0.517,2025-11-30,crm_sync
C0006116,yahoo.com,push,ios,True,0.214,2025-06-13,data_vendor
C0005970,gmail.com,email,android,False,0.121,2025-12-02,crm_sync
C0002351,yahoo.com,email,web,True,0.222,2025-10-02,ad_platform
C0002987,company.com,sms,android,False,0.658,2025-12-31,crm_sync
C0004758,company.com,sms,ios,False,0.69,2025-09-26,data_vendor
C0002055,gmail.com,email,ios,False,0.511,2025-10-23,crm_sync
C0000818,gmail.com,sms,ios,False,0.621,2025-08-23,support_tool
C0001574,company.com,email,ios,True,0.801,2025-09-11,support_tool
C0003617,gmail.com,email,ios,True,0.842,2025-07-21,support_tool
C0001212,icloud.com,email,android,True,0.786,2025-01-23,crm_sync
C0002755,gmail.com,push,web,True,0.575,2025-04-08,support_tool
C0004579,gmail.com,push,android,True,0.575,2025-10-03,crm_sync
C0001077,yahoo.com,email,ios,True,0.408,2025-09-18,crm_sync
C0005279,gmail.com,sms,android,True,0.942,2025-07-25,data_vendor
C0002118,yahoo.com,none,android,False,0.374,2025-07-30,support_tool
C0003119,gmail.com,push,ios,False,0.451,2025-07-20,crm_sync
C0002987,gmail.com,sms,android,True,0.916,2025-10-02,crm_sync
C0004775,gmail.com,sms,web,True,0.274,2025-03-12,support_tool
C0000897,gmail.com,sms,ios,True,0.6,2025-11-04,crm_sync
C0005700,outlook.com,email,android,False,0.282,2025-03-19,data_vendor
C0004671,gmail.com,email,android,False,0.394,2025-02-22,crm_sync
C0000180,company.com,push,android,True,0.472,2025-10-09,data_vendor
C0002789,yahoo.com,email,ios,True,0.337,2025-10-03,crm_sync
C0003370,gmail.com,sms,web,False,0.693,2025-03-15,crm_sync
C0001389,gmail.com,email,android,False,0.182,2025-04-01,crm_sync
C0002110,gmail.com,sms,ios,True,0.859,2025-12-22,support_tool
C0005446,gmail.com,email,ios,True,0.982,2025-05-19,support_tool
C0006710,proton.me,none,web,False,0.368,2025-07-10,ad_platform
C0005060,gmail.com,push,android,True,0.694,2025-11-07,support_tool
C0004600,proton.me,email,unknown,False,0.865,2025-10-07,ad_platform
C0000440,company.com,push,android,True,0.209,2025-05-07,support_tool
C0006574,outlook.com,push,android,False,0.258,2025-08-18,support_tool
C0001852,gmail.com,push,ios,True,0.15,2025-07-18,crm_sync
C0003763,gmail.com,push,ios,False,0.847,2025-08-07,support_tool
C0005841,outlook.com,sms,android,True,0.116,2025-11-23,crm_sync
C0006228,yahoo.com,email,android,True,0.009,2025-01-23,ad_platform
C0005947,gmail.com,push,web,True,0.954,2025-08-05,support_tool
C0002492,gmail.com,push,ios,True,0.68,2025-11-17,crm_sync
C0006555,gmail.com,email,ios,True,0.811,2025-07-19,data_vendor
C0002501,outlook.com,email,android,False,0.449,2025-01-18,crm_sync
C0001932,yahoo.com,email,web,False,0.639,2025-06-24,data_vendor
C0000450,yahoo.com,email,ios,True,0.407,2025-09-23,crm_sync
C0006831,outlook.com,sms,web,True,0.155,2025-01-18,crm_sync
C0004891,gmail.com,sms,ios,True,0.29,2025-01-30,ad_platform
C0001931,gmail.com,push,ios,False,0.045,2025-05-18,crm_sync
C0005861,company.com,email,ios,True,0.492,2025-07-03,ad_platform
C0005403,outlook.com,push,android,True,0.859,2025-12-05,crm_sync
C0001118,gmail.com,push,unknown,False,0.711,2025-01-09,data_vendor
C0001790,gmail.com,none,ios,True,0.438,2025-09-15,support_tool
C0005958,gmail.com,sms,ios,True,0.183,2025-12-27,ad_platform
C0003190,gmail.com,push,web,True,0.484,2025-03-27,support_tool
C0001295,gmail.com,email,ios,True,0.453,2025-10-30,crm_sync
C0003716,icloud.com,email,android,True,0.211,2025-04-18,crm_sync
C0000727,icloud.com,email,android,False,0.106,2025-04-08,support_tool
C0004075,yahoo.com,email,web,True,0.853,2025-04-24,support_tool
C0004823,company.com,push,android,False,0.117,2025-12-05,ad_platform
C0004155,yahoo.com,push,ios,False,0.544,2025-09-10,crm_sync
C0003846,gmail.com,push,ios,True,0.777,2025-08-06,ad_platform
C0001159,yahoo.com,push,android,True,0.6,2025-12-26,ad_platform
C0000215,outlook.com,email,ios,True,0.678,2025-03-28,ad_platform
C0001802,gmail.com,push,android,True,0.968,2025-12-03,crm_sync
C0005501,yahoo.com,email,web,False,0.385,2025-01-15,ad_platform
C0001883,company.com,push,android,False,0.588,2025-06-15,ad_platform
C0000559,gmail.com,email,android,True,0.481,2025-04-29,data_vendor
C0000303,icloud.com,push,ios,True,0.891,2025-03-29,data_vendor
C0005795,icloud.com,email,ios,False,0.567,2025-04-29,crm_sync
C0003443,gmail.com,email,unknown,False,0.082,2025-05-11,crm_sync
C0006140,gmail.com,email,web,False,0.259,2025-12-16,support_tool
C0004029,icloud.com,sms,ios,True,0.974,2025-05-17,support_tool
C0006255,icloud.com,push,android,True,0.653,2025-01-18,crm_sync
C0005053,outlook.com,email,android,True,0.482,2025-02-08,ad_platform
C0006666,gmail.com,sms,ios,True,0.223,2025-11-15,ad_platform
C0003717,gmail.com,none,android,True,0.799,2025-02-06,crm_sync
C0001455,outlook.com,none,ios,True,0.116,2025-04-21,data_vendor
C0005141,company.com,sms,web,False,0.922,2025-03-21,crm_sync
C0001697,proton.me,email,android,True,0.457,2025-07-03,crm_sync
C0002611,gmail.com,email,ios,False,0.467,2025-12-20,crm_sync
C0000063,icloud.com,email,web,True,0.093,2025-02-16,data_vendor
C0004762,gmail.com,push,ios,True,0.39,2025-10-24,data_vendor
C0001270,gmail.com,sms,web,True,0.214,2025-07-02,crm_sync
C0002651,outlook.com,sms,android,False,0.088,2025-12-09,data_vendor
C0006418,outlook.com,sms,android,False,0.374,2025-05-06,ad_platform
C0003713,company.com,sms,web,True,0.747,2025-08-25,ad_platform
C0003539,outlook.com,email,android,True,0.797,2025-09-27,support_tool
C0003446,company.com,email,unknown,True,0.065,2025-01-30,data_vendor
C0002321,yahoo.com,email,ios,False,0.343,2025-04-30,crm_sync
C0003637,gmail.com,push,unknown,True,0.191,2025-02-26,ad_platform
C0003093,gmail.com,email,web,False,0.259,2025-08-25,support_tool
C0006625,gmail.com,email,ios,True,0.165,2025-02-09,crm_sync
C0001595,gmail.com,email,ios,False,0.934,2025-03-19,ad_platform
C0003415,yahoo.com,push,android,True,0.778,2025-04-17,ad_platform
C0005859,icloud.com,email,web,False,0.674,2025-07-12,ad_platform
C0001753,gmail.com,sms,android,True,0.175,2025-07-29,crm_sync
C0000220,gmail.com,sms,web,False,0.992,2025-09-18,data_vendor
C0004194,proton.me,email,ios,True,0.354,2025-03-31,support_tool
C0001997,yahoo.com,email,ios,False,0.17,2025-03-26,crm_sync
C0005039,gmail.com,email,android,True,0.844,2025-02-05,support_tool
C0006214,yahoo.com,sms,ios,True,0.63,2025-06-24,crm_sync
C0006659,gmail.com,email,android,False,0.469,2025-02-01,support_tool
C0001555,yahoo.com,email,ios,True,0.536,2025-02-15,crm_sync
C0001050,outlook.com,none,android,True,0.587,2025-07-05,ad_platform
C0000511,yahoo.com,email,unknown,True,0.687,2025-01-23,ad_platform
C0001325,gmail.com,none,android,False,0.461,2025-05-06,support_tool
C0006885,outlook.com,email,android,False,0.004,2025-12-25,support_tool
C0002605,outlook.com,sms,ios,False,0.612,2025-12-19,crm_sync
C0000228,outlook.com,email,ios,True,0.955,2025-08-14,crm_sync
C0000472,gmail.com,email,android,True,0.541,2025-11-17,data_vendor
C0001308,gmail.com,push,android,True,0.987,2025-04-29,ad_platform
C0006750,outlook.com,email,android,False,0.084,2025-09-20,ad_platform
C0001283,outlook.com,email,android,True,0.333,2025-12-02,ad_platform
C0000499,outlook.com,sms,android,False,0.216,2025-12-01,ad_platform
C0004080,gmail.com,push,unknown,True,0.521,2025-02-09,crm_sync
C0004559,outlook.com,sms,ios,True,0.152,2025-05-17,crm_sync
C0001651,icloud.com,email,ios,True,0.022,2025-05-28,data_vendor
C0002776,yahoo.com,push,android,True,0.783,2025-11-27,crm_sync
C0006306,gmail.com,email,android,True,0.578,2025-10-31,support_tool
C0002460,company.com,email,ios,False,0.141,2025-01-25,crm_sync
C0001764,yahoo.com,email,android,False,0.361,2025-06-24,ad_platform
C0006727,gmail.com,email,ios,True,0.723,2025-01-31,support_tool
C0001534,outlook.com,email,web,False,0.024,2025-09-23,data_vendor
C0006013,gmail.com,push,android,True,0.184,2025-11-30,crm_sync
C0003402,yahoo.com,none,web,True,0.048,2025-05-01,crm_sync
C0000253,yahoo.com,sms,ios,True,0.503,2025-05-14,support_tool
C0004133,gmail.com,push,android,True,0.24,2025-06-02,data_vendor
C0001995,gmail.com,email,web,False,0.302,2025-09-13,support_tool
C0006903,company.com,push,ios,False,0.266,2025-06-30,ad_platform
C0000138,gmail.com,email,android,True,0.794,2025-04-23,crm_sync
C0003876,gmail.com,email,web,True,0.469,2025-04-25,crm_sync
C0002767,gmail.com,none,web,True,0.902,2025-11-29,crm_sync
C0005881,yahoo.com,sms,android,True,0.688,2025-05-26,ad_platform
C0001611,gmail.com,push,android,True,0.566,2025-07-20,support_tool
C0003718,outlook.com,push,android,True,0.226,2025-06-05,ad_platform
C0002119,gmail.com,push,ios,False,0.442,2025-05-01,ad_platform
C0006152,outlook.com,none,web,True,0.35,2025-04-21,crm_sync
C0003529,icloud.com,push,ios,True,0.001,2025-01-26,ad_platform
C0005898,gmail.com,push,web,True,0.169,2025-04-08,ad_platform
C0004646,gmail.com,email,android,True,0.648,2025-11-24,support_tool
C0001970,gmail.com,push,ios,True,0.737,2025-11-12,crm_sync
C0005161,outlook.com,push,ios,False,0.827,2025-04-14,ad_platform
C0006518,yahoo.com,email,web,True,0.733,2025-07-13,support_tool
C0001546,gmail.com,email,ios,True,0.606,2025-03-22,crm_sync
C0001638,gmail.com,email,android,False,0.119,2025-08-08,data_vendor
C0004779,outlook.com,email,android,False,0.494,2025-03-17,crm_sync
C0000006,gmail.com,sms,android,False,0.031,2025-04-05,ad_platform
C0002104,outlook.com,none,android,True,0.15,2025-10-13,support_tool
C0002759,yahoo.com,email,ios,True,0.94,2025-08-01,ad_platform
C0000831,yahoo.com,push,android,True,0.069,2025-09-15,crm_sync
C0000113,gmail.com,push,ios,True,0.436,2025-11-11,support_tool
C0000095,yahoo.com,email,ios,False,0.848,2025-08-21,ad_platform
C0006547,yahoo.com,push,ios,True,0.087,2025-06-03,data_vendor
C0003745,outlook.com,email,ios,False,0.972,2025-06-14,data_vendor
C0002566,outlook.com,email,ios,True,0.585,2025-03-05,crm_sync
C0002042,company.com,push,android,False,0.775,2025-08-05,data_vendor
C0001021,gmail.com,email,ios,False,0.977,2025-09-26,crm_sync
C0005941,outlook.com,sms,android,True,0.287,2025-07-23,support_tool
C0004239,gmail.com,none,web,True,0.186,2025-10-14,support_tool
C0004190,gmail.com,email,android,True,0.508,2025-02-21,crm_sync
C0000236,outlook.com,email,ios,True,0.68,2025-12-26,support_tool
C0004482,icloud.com,none,ios,False,0.471,2025-01-10,support_tool
C0000108,outlook.com,push,android,True,0.84,2025-06-18,crm_sync
C0001970,gmail.com,sms,android,True,0.094,2025-01-12,crm_sync
C0002341,gmail.com,push,web,False,0.78,2025-10-07,crm_sync
C0002784,company.com,email,android,True,0.478,2025-07-29,ad_platform
C0002575,outlook.com,email,android,True,0.736,2025-05-05,support_tool
C0003095,gmail.com,none,ios,True,0.591,2025-12-15,support_tool
C0004462,gmail.com,none,web,False,0.595,2025-07-18,support_tool
C0006395,outlook.com,email,ios,True,0.201,2025-09-13,support_tool
C0001081,gmail.com,push,ios,True,0.933,2025-01-27,crm_sync
C0001536,proton.me,sms,ios,False,0.716,2025-04-24,support_tool
