game_id,player_id,stat_type,stat_value,team_id_recorded
G0005,P0002,points,23,T22
G0005,P0002,rebounds,3,T22
G0005,P0002,assists,15,T22
G0005,P0108,points,35,T22
G0005,P0108,rebounds,14,T22
G0005,P0108,assists,11,T22
G0005,P0352,points,24,T22
G0005,P0352,rebounds,1,T22
G0005,P0352,assists,6,T22
G0005,P0180,points,20,T22
G0005,P0180,rebounds,19,T22
G0005,P0180,assists,3,T22
G0005,P0014,points,20,T22
G0005,P0014,rebounds,7,T22
G0005,P0014,assists,2,T22
G0005,P0318,points,4,T22
G0005,P0318,rebounds,7,T22
G0005,P0318,assists,1,T22
G0005,P0218,points,2,T22
G0005,P0218,rebounds,7,T22
G0005,P0218,assists,3,T22
G0005,P0278,points,22,T22
G0005,P0278,rebounds,0,T22
G0005,P0278,assists,4,T22
G0005,P0210,points,18,T22
G0005,P0210,rebounds,20,T22
G0005,P0210,assists,10,T22
G0006,P0175,points,0,T26
G0006,P0175,rebounds,5,T26
G0006,P0175,assists,0,T26
G0006,P0369,points,23,T26
G0006,P0369,rebounds,5,T26
G0006,P0369,assists,12,T26
G0006,P0362,points,23,T26
G0006,P0362,rebounds,16,T26
G0006,P0362,assists,10,T26
G0006,P0400,points,17,T26
G0006,P0400,rebounds,18,T26
G0006,P0400,assists,7,T26
G0006,P0142,points,38,T26
G0006,P0142,rebounds,20,T26
G0006,P0142,assists,9,T26
G0006,P0315,points,27,T26
G0006,P0315,rebounds,5,T26
G0006,P0315,assists,13,T26
G0006,P0402,points,27,T26
G0006,P0402,rebounds,18,T26
G0006,P0402,assists,4,T26
G0006,P0211,points,32,T26
G0006,P0211,rebounds,9,T26
G0006,P0211,assists,2,T26
G0006,P0186,points,7,T26
G0006,P0186,rebounds,11,T26
G0006,P0186,assists,5,T26
G0006,P0228,points,4,T26
G0006,P0228,rebounds,8,T26
G0006,P0228,assists,10,T26
G0006,P0408,points,13,T09
G0006,P0408,rebounds,20,T09
G0006,P0408,assists,12,T09
G0006,P0246,points,21,T09
G0006,P0246,rebounds,19,T09
G0006,P0246,assists,6,T09
G0006,P0088,points,5,T09
G0006,P0088,rebounds,0,T09
G0006,P0088,assists,15,T09
G0006,P0306,points,39,T09
G0006,P0306,rebounds,15,T09
G0006,P0306,assists,1,T09
G0006,P0373,points,12,T09
G0006,P0373,rebounds,0,T09
G0006,P0373,assists,0,T09
G0006,P0273,points,10,T09
G0006,P0273,rebounds,12,T09
G0006,P0273,assists,1,T09
G0006,P0011,points,40,T09
G0006,P0011,rebounds,9,T09
G0006,P0011,assists,4,T09
G0006,P0124,points,21,T09
G0006,P0124,rebounds,16,T09
G0006,P0124,assists,5,T09
G0006,P0258,points,1,T09
G0006,P0258,rebounds,1,T09
G0006,P0258,assists,13,T09
G0006,P0218,points,4,T09
G0006,P0218,rebounds,13,T09
G0006,P0218,assists,6,T09
G0007,P0206,points,37,T03
G0007,P0206,rebounds,10,T03
G0007,P0206,assists,13,T03
G0007,P0187,points,28,T03
G0007,P0187,rebounds,7,T03
G0007,P0187,assists,3,T03
G0007,P0166,points,30,T03
G0007,P0166,rebounds,6,T03
G0007,P0166,assists,3,T03
G0007,P0087,points,38,T03
G0007,P0087,rebounds,10,T03
G0007,P0087,assists,0,T03
G0007,P0408,points,20,T03
G0007,P0408,rebounds,9,T03
G0007,P0408,assists,13,T03
G0007,P0127,points,29,T03
G0007,P0127,rebounds,4,T03
G0007,P0127,assists,2,T03
G0007,P0320,points,24,T03
G0007,P0320,rebounds,0,T03
G0007,P0320,assists,5,T03
G0007,P0025,points,5,T03
G0007,P0025,rebounds,0,T03
G0007,P0025,assists,14,T03
G0007,P0290,points,3,T03
G0007,P0290,rebounds,0,T03
G0007,P0290,assists,14,T03
G0007,P0371,points,7,T03
G0007,P0371,rebounds,17,T03
G0007,P0371,assists,0,T03
G0007,P0211,points,6,T25
G0007,P0211,rebounds,2,T25
G0007,P0211,assists,11,T25
G0007,P0001,points,25,T25
G0007,P0001,rebounds,9,T25
G0007,P0001,assists,3,T25
G0007,P0232,points,3,T25
G0007,P0232,rebounds,11,T25
G0007,P0232,assists,3,T25
G0007,P0181,points,24,T25
G0007,P0181,rebounds,14,T25
G0007,P0181,assists,13,T25
G0007,P0012,points,20,T25
G0007,P0012,rebounds,0,T25
G0007,P0012,assists,4,T25
G0007,P0046,points,34,T25
G0007,P0046,rebounds,11,T25
G0007,P0046,assists,9,T25
G0007,P0114,points,18,T25
G0007,P0114,rebounds,3,T25
G0007,P0114,assists,14,T25
G0007,P0139,points,31,T25
G0007,P0139,rebounds,20,T25
G0007,P0139,assists,13,T25
G0007,P0204,points,11,T25
G0007,P0204,rebounds,5,T25
G0007,P0204,assists,3,T25
G0007,P0172,points,37,T25
G0007,P0172,rebounds,11,T25
G0007,P0172,assists,7,T25
G0008,P0063,points,5,T21
G0008,P0063,rebounds,18,T21
G0008,P0063,assists,2,T21
G0008,P0408,points,24,T21
G0008,P0408,rebounds,4,T21
G0008,P0408,assists,2,T21
G0008,P0307,points,31,T21
G0008,P0307,rebounds,3,T21
G0008,P0307,assists,10,T21
G0008,P0376,points,28,T21
G0008,P0376,rebounds,1,T21
G0008,P0376,assists,2,T21
G0008,P0134,points,32,T21
G0008,P0134,rebounds,10,T21
G0008,P0134,assists,1,T21
G0008,P0249,points,40,T21
G0008,P0249,rebounds,5,T21
G0008,P0249,assists,0,T21
G0008,P0033,points,37,T21
G0008,P0033,rebounds,0,T21
G0008,P0033,assists,8,T21
G0008,P0398,points,40,T21
G0008,P0398,rebounds,12,T21
G0008,P0398,assists,9,T21
G0008,P0340,points,15,T21
G0008,P0340,rebounds,2,T21
G0008,P0340,assists,9,T21
G0008,P0151,points,36,T21
G0008,P0151,rebounds,1,T21
G0008,P0151,assists,14,T21
G0008,P0145,points,17,T17
G0008,P0145,rebounds,11,T17
G0008,P0145,assists,2,T17
G0008,P0130,points,25,T17
G0008,P0130,rebounds,3,T17
G0008,P0130,assists,4,T17
G0008,P0356,points,29,T17
G0008,P0356,rebounds,1,T17
G0008,P0356,assists,7,T17
G0008,P0032,points,24,T17
G0008,P0032,rebounds,2,T17
G0008,P0032,assists,4,T17
G0008,P0293,points,14,T17
G0008,P0293,rebounds,13,T17
G0008,P0293,assists,15,T17
G0008,P0013,points,34,T17
G0008,P0013,rebounds,3,T17
G0008,P0013,assists,0,T17
G0008,P0161,points,2,T17
G0008,P0161,rebounds,12,T17
G0008,P0161,assists,2,T17
G0008,P0008,points,9,T17
G0008,P0008,rebounds,17,T17
G0008,P0008,assists,13,T17
G0008,P0304,points,34,T17
G0008,P0304,rebounds,5,T17
G0008,P0304,assists,9,T17
G0008,P0337,points,25,T17
G0008,P0337,rebounds,3,T17
G0008,P0337,assists,8,T17
G0009,P0420,points,27,T07
G0009,P0420,rebounds,4,T07
G0009,P0420,assists,14,T07
G0009,P0222,points,35,T07
G0009,P0222,rebounds,20,T07
G0009,P0222,assists,14,T07
G0009,P0216,points,9,T07
G0009,P0216,rebounds,4,T07
G0009,P0216,assists,5,T07
G0009,P0281,points,19,T07
G0009,P0281,rebounds,18,T07
G0009,P0281,assists,11,T07
G0009,P0319,points,26,T07
G0009,P0319,rebounds,18,T07
G0009,P0319,assists,10,T07
G0009,P0302,points,15,T07
G0009,P0302,rebounds,8,T07
G0009,P0302,assists,8,T07
G0009,P0311,points,3,T07
G0009,P0311,rebounds,15,T07
G0009,P0311,assists,10,T07
G0009,P0164,points,29,T07
G0009,P0164,rebounds,11,T07
G0009,P0164,assists,12,T07
G0009,P0113,points,38,T07
G0009,P0113,rebounds,11,T07
G0009,P0113,assists,7,T07
G0009,P0237,points,4,T07
G0009,P0237,rebounds,16,T07
G0009,P0237,assists,14,T07
G0009,P0168,points,28,T17
G0009,P0168,rebounds,18,T17
G0009,P0168,assists,13,T17
G0009,P0212,points,32,T17
G0009,P0212,rebounds,10,T17
G0009,P0212,assists,1,T17
G0009,P0325,points,0,T17
G0009,P0325,rebounds,4,T17
G0009,P0325,assists,6,T17
G0009,P0039,points,30,T17
G0009,P0039,rebounds,9,T17
G0009,P0039,assists,0,T17
G0009,P0373,points,8,T17
G0009,P0373,rebounds,20,T17
G0009,P0373,assists,15,T17
G0009,P0329,points,15,T17
G0009,P0329,rebounds,16,T17
G0009,P0329,assists,11,T17
G0009,P0275,points,38,T17
G0009,P0275,rebounds,18,T17
G0009,P0275,assists,10,T17
G0009,P0391,points,16,T17
G0009,P0391,rebounds,13,T17
G0009,P0391,assists,5,T17
G0009,P0146,points,14,T17
G0009,P0146,rebounds,12,T17
G0009,P0146,assists,9,T17
G0009,P0175,points,23,T17
G0009,P0175,rebounds,8,T17
G0009,P0175,assists,6,T17
G0010,P0142,points,2,T03
G0010,P0142,rebounds,9,T03
G0010,P0142,assists,7,T03
G0010,P0210,points,10,T03
G0010,P0210,rebounds,2,T03
G0010,P0210,assists,0,T03
G0010,P0238,points,0,T03
G0010,P0238,rebounds,10,T03
G0010,P0238,assists,1,T03
G0010,P0195,points,39,T03
G0010,P0195,rebounds,5,T03
G0010,P0195,assists,10,T03
G0010,P0083,points,27,T03
G0010,P0083,rebounds,10,T03
G0010,P0083,assists,14,T03
G0010,P0248,points,4,T03
G0010,P0248,rebounds,4,T03
G0010,P0248,assists,4,T03
G0010,P0005,points,5,T03
G0010,P0005,rebounds,6,T03
G0010,P0005,assists,5,T03
G0010,P0029,points,31,T03
G0010,P0029,rebounds,6,T03
G0010,P0029,assists,14,T03
G0010,P0159,points,31,T03
G0010,P0159,rebounds,18,T03
G0010,P0159,assists,1,T03
G0010,P0388,points,40,T03
G0010,P0388,rebounds,12,T03
G0010,P0388,assists,15,T03
G0010,P0043,points,14,T07
G0010,P0043,rebounds,20,T07
G0010,P0043,assists,9,T07
G0010,P0199,points,2,T07
G0010,P0199,rebounds,8,T07
G0010,P0199,assists,2,T07
G0010,P0084,points,38,T07
G0010,P0084,rebounds,6,T07
G0010,P0084,assists,3,T07
G0010,P0140,points,22,T07
G0010,P0140,rebounds,8,T07
G0010,P0140,assists,1,T07
G0010,P0102,points,33,T07
G0010,P0102,rebounds,17,T07
G0010,P0102,assists,11,T07
G0010,P0011,points,25,T07
G0010,P0011,rebounds,8,T07
G0010,P0011,assists,8,T07
G0010,P0249,points,21,T07
G0010,P0249,rebounds,3,T07
G0010,P0249,assists,1,T07
G0010,P0395,points,10,T07
G0010,P0395,rebounds,9,T07
G0010,P0395,assists,2,T07
G0010,P0303,points,4,T07
G0010,P0303,rebounds,17,T07
G0010,P0303,assists,5,T07
G0010,P0318,points,23,T07
G0010,P0318,rebounds,11,T07
G0010,P0318,assists,11,T07
G0011,P0154,points,30,T16
G0011,P0154,rebounds,7,T16
G0011,P0154,assists,8,T16
G0011,P0013,points,21,T16
G0011,P0013,rebounds,15,T16
G0011,P0013,assists,3,T16
G0011,P0169,points,13,T16
G0011,P0169,rebounds,5,T16
G0011,P0169,assists,4,T16
G0011,P0318,points,6,T16
G0011,P0318,rebounds,0,T16
G0011,P0318,assists,15,T16
G0011,P0325,points,3,T16
G0011,P0325,rebounds,18,T16
G0011,P0325,assists,0,T16
G0011,P0351,points,31,T16
G0011,P0351,rebounds,6,T16
G0011,P0351,assists,8,T16
G0011,P0047,points,11,T16
G0011,P0047,rebounds,10,T16
G0011,P0047,assists,7,T16
G0011,P0347,points,21,T16
G0011,P0347,rebounds,8,T16
G0011,P0347,assists,8,T16
G0011,P0122,points,33,T16
G0011,P0122,rebounds,9,T16
G0011,P0122,assists,5,T16
G0011,P0305,points,5,T16
G0011,P0305,rebounds,7,T16
G0011,P0305,assists,2,T16
G0011,P0256,points,7,T14
G0011,P0256,rebounds,19,T14
G0011,P0256,assists,1,T14
G0011,P0109,points,19,T14
G0011,P0109,rebounds,17,T14
G0011,P0109,assists,15,T14
G0011,P0271,points,6,T14
G0011,P0271,rebounds,3,T14
G0011,P0271,assists,5,T14
G0011,P0074,points,22,T14
G0011,P0074,rebounds,20,T14
G0011,P0074,assists,3,T14
G0011,P0042,points,6,T14
G0011,P0042,rebounds,5,T14
G0011,P0042,assists,13,T14
G0011,P0027,points,1,T14
G0011,P0027,rebounds,7,T14
G0011,P0027,assists,1,T14
G0011,P0076,points,6,T14
G0011,P0076,rebounds,19,T14
G0011,P0076,assists,0,T14
G0011,P0175,points,13,T14
G0011,P0175,rebounds,19,T14
G0011,P0175,assists,9,T14
G0011,P0159,points,2,T14
G0011,P0159,rebounds,9,T14
G0011,P0159,assists,15,T14
G0011,P0353,points,16,T14
G0011,P0353,rebounds,11,T14
G0011,P0353,assists,8,T14
G0012,P0410,points,22,T30
G0012,P0410,rebounds,20,T30
G0012,P0410,assists,4,T30
G0012,P0341,points,11,T30
G0012,P0341,rebounds,18,T30
G0012,P0341,assists,0,T30
G0012,P0272,points,16,T30
G0012,P0272,rebounds,9,T30
G0012,P0272,assists,12,T30
G0012,P0347,points,5,T30
G0012,P0347,rebounds,9,T30
G0012,P0347,assists,2,T30
G0012,P0197,points,32,T30
G0012,P0197,rebounds,13,T30
G0012,P0197,assists,7,T30
G0012,P0060,points,16,T30
G0012,P0060,rebounds,3,T30
G0012,P0060,assists,14,T30
G0012,P0310,points,26,T30
G0012,P0310,rebounds,6,T30
G0012,P0310,assists,6,T30
G0012,P0417,points,29,T30
G0012,P0417,rebounds,15,T30
G0012,P0417,assists,7,T30
G0012,P0078,points,12,T30
G0012,P0078,rebounds,13,T30
G0012,P0078,assists,10,T30
G0012,P0156,points,24,T30
G0012,P0156,rebounds,1,T30
G0012,P0156,assists,7,T30
G0012,P0257,points,25,T25
G0012,P0257,rebounds,19,T25
G0012,P0257,assists,8,T25
G0012,P0140,points,14,T25
G0012,P0140,rebounds,11,T25
G0012,P0140,assists,2,T25
G0012,P0312,points,3,T25
G0012,P0312,rebounds,14,T25
G0012,P0312,assists,15,T25
G0012,P0022,points,34,T25
G0012,P0022,rebounds,12,T25
G0012,P0022,assists,0,T25
G0012,P0331,points,40,T25
G0012,P0331,rebounds,9,T25
G0012,P0331,assists,4,T25
G0012,P0348,points,36,T25
G0012,P0348,rebounds,15,T25
G0012,P0348,assists,11,T25
G0012,P0270,points,11,T25
G0012,P0270,rebounds,20,T25
G0012,P0270,assists,7,T25
G0012,P0265,points,21,T25
G0012,P0265,rebounds,15,T25
G0012,P0265,assists,10,T25
G0012,P0023,points,7,T25
G0012,P0023,rebounds,6,T25
G0012,P0023,assists,5,T25
G0012,P0327,points,38,T25
G0012,P0327,rebounds,15,T25
G0012,P0327,assists,5,T25
G0013,P0302,points,6,T23
G0013,P0302,rebounds,16,T23
G0013,P0302,assists,15,T23
G0013,P0063,points,35,T23
G0013,P0063,rebounds,15,T23
G0013,P0063,assists,3,T23
G0013,P0372,points,37,T23
G0013,P0372,rebounds,14,T23
G0013,P0372,assists,2,T23
G0013,P0234,points,5,T23
G0013,P0234,rebounds,18,T23
G0013,P0234,assists,4,T23
G0013,P0167,points,31,T23
G0013,P0167,rebounds,2,T23
G0013,P0167,assists,4,T23
G0013,P0305,points,11,T23
G0013,P0305,rebounds,5,T23
G0013,P0305,assists,10,T23
G0013,P0214,points,37,T23
G0013,P0214,rebounds,19,T23
G0013,P0214,assists,11,T23
G0013,P0163,points,8,T23
G0013,P0163,rebounds,20,T23
G0013,P0163,assists,8,T23
G0013,P0248,points,22,T23
G0013,P0248,rebounds,14,T23
G0013,P0248,assists,12,T23
G0013,P0301,points,39,T23
G0013,P0301,rebounds,12,T23
G0013,P0301,assists,9,T23
G0013,P0106,points,30,T01
G0013,P0106,rebounds,5,T01
G0013,P0106,assists,4,T01
G0013,P0134,points,25,T01
G0013,P0134,rebounds,1,T01
G0013,P0134,assists,5,T01
G0013,P0280,points,29,T01
G0013,P0280,rebounds,20,T01
G0013,P0280,assists,8,T01
G0013,P0190,points,16,T01
G0013,P0190,rebounds,9,T01
G0013,P0190,assists,10,T01
G0013,P0051,points,22,T01
G0013,P0051,rebounds,0,T01
G0013,P0051,assists,8,T01
G0013,P0166,points,16,T01
G0013,P0166,rebounds,14,T01
G0013,P0166,assists,14,T01
G0013,P0181,points,39,T01
G0013,P0181,rebounds,12,T01
G0013,P0181,assists,5,T01
G0013,P0345,points,18,T01
G0013,P0345,rebounds,3,T01
G0013,P0345,assists,14,T01
G0013,P0054,points,34,T01
G0013,P0054,rebounds,17,T01
G0013,P0054,assists,5,T01
G0013,P0038,points,13,T01
G0013,P0038,rebounds,17,T01
G0013,P0038,assists,8,T01
G0014,P0262,points,11,T23
G0014,P0262,rebounds,4,T23
G0014,P0262,assists,10,T23
G0014,P0202,points,33,T23
G0014,P0202,rebounds,6,T23
G0014,P0202,assists,13,T23
G0014,P0103,points,23,T23
G0014,P0103,rebounds,3,T23
G0014,P0103,assists,5,T23
G0014,P0290,points,0,T23
G0014,P0290,rebounds,0,T23
G0014,P0290,assists,5,T23
G0014,P0338,points,18,T23
G0014,P0338,rebounds,16,T23
G0014,P0338,assists,2,T23
G0014,P0417,points,34,T23
G0014,P0417,rebounds,4,T23
G0014,P0417,assists,2,T23
G0014,P0139,points,28,T23
G0014,P0139,rebounds,16,T23
G0014,P0139,assists,9,T23
G0014,P0183,points,4,T23
G0014,P0183,rebounds,2,T23
G0014,P0183,assists,6,T23
G0014,P0169,points,18,T23
G0014,P0169,rebounds,20,T23
G0014,P0169,assists,4,T23
G0014,P0384,points,7,T23
G0014,P0384,rebounds,19,T23
G0014,P0384,assists,2,T23
G0014,P0043,points,1,T22
G0014,P0043,rebounds,8,T22
G0014,P0043,assists,6,T22
G0014,P0314,points,25,T22
G0014,P0314,rebounds,18,T22
G0014,P0314,assists,14,T22
G0014,P0099,points,11,T22
G0014,P0099,rebounds,20,T22
G0014,P0099,assists,10,T22
G0014,P0199,points,2,T22
G0014,P0199,rebounds,19,T22
G0014,P0199,assists,2,T22
G0014,P0254,points,24,T22
G0014,P0254,rebounds,16,T22
G0014,P0254,assists,3,T22
G0014,P0094,points,11,T22
G0014,P0094,rebounds,9,T22
G0014,P0094,assists,14,T22
G0014,P0293,points,9,T22
G0014,P0293,rebounds,13,T22
G0014,P0293,assists,7,T22
G0014,P0315,points,4,T22
G0014,P0315,rebounds,14,T22
G0014,P0315,assists,13,T22
G0014,P0260,points,23,T22
G0014,P0260,rebounds,3,T22
G0014,P0260,assists,2,T22
G0014,P0190,points,17,T22
G0014,P0190,rebounds,10,T22
G0014,P0190,assists,8,T22
G0015,P0207,points,16,T22
G0015,P0207,rebounds,6,T22
G0015,P0207,assists,3,T22
G0015,P0272,points,30,T22
G0015,P0272,rebounds,15,T22
G0015,P0272,assists,12,T22
G0015,P0122,points,6,T22
G0015,P0122,rebounds,10,T22
G0015,P0122,assists,3,T22
G0015,P0001,points,36,T22
G0015,P0001,rebounds,5,T22
G0015,P0001,assists,2,T22
G0015,P0285,points,23,T22
