,budget_record_id,budget_ts,campaign_code_raw,region_code_raw,daily_budget_usd,budget_owner
22,B-CMP001-2026-01-10-EAST,2026-01-10 12:00:00,Cmp001,EAST,1496,growth_marketing
23,B-CMP001-2026-01-10-WEST,2026-01-10 12:00:00,Cmp001,WEST,1409,growth_marketing
24,B-CMP001-2026-01-11-NORTH,2026-01-11 12:00:00,Cmp001,NORTH,551,brand_team
25,B-CMP001-2026-01-11-SOUTH,2026-01-11 12:00:00,Cmp001,SOUTH,1310,growth_marketing
26,B-CMP001-2026-01-11-EAST,2026-01-11 12:00:00,Cmp001,EAST,1221,brand_team
27,B-CMP001-2026-01-11-WEST,2026-01-11 12:00:00,Cmp001,WEST,897,growth_marketing
28,B-CMP001-2026-01-12-NORTH,2026-01-12 12:00:00,cmp001,NORTH,856,growth_marketing
29,B-CMP001-2026-01-12-SOUTH,2026-01-12 12:00:00,cmp001,SOUTH,523,growth_marketing
30,B-CMP001-2026-01-12-EAST,2026-01-12 12:00:00,Cmp001,EAST,1415,growth_marketing
31,B-CMP001-2026-01-12-WEST,2026-01-12 12:00:00,Cmp001,WEST,1095,growth_marketing
32,B-CMP001-2026-01-13-NORTH,2026-01-13 12:00:00,Cmp001,NORTH,1289,growth_marketing
33,B-CMP001-2026-01-13-SOUTH,2026-01-13 12:00:00,cmp001,SOUTH,714,brand_team
34,B-CMP001-2026-01-13-EAST,2026-01-13 12:00:00,cmp001,EAST,669,brand_team
35,B-CMP001-2026-01-13-WEST,2026-01-13 12:00:00,cmp001,WEST,1357,brand_team
36,B-CMP001-2026-01-14-NORTH,2026-01-14 12:00:00,Cmp001,NORTH,547,brand_team
37,B-CMP001-2026-01-14-SOUTH,2026-01-14 12:00:00,Cmp001,SOUTH,1373,finance_ops
38,B-CMP001-2026-01-14-EAST,2026-01-14 12:00:00,cmp001,EAST,403,finance_ops
39,B-CMP001-2026-01-14-WEST,2026-01-14 12:00:00,CMP001,WEST,371,brand_team
40,B-CMP002-2026-01-05-NORTH,2026-01-05 12:00:00,Cmp002,NORTH,1422,growth_marketing
41,B-CMP002-2026-01-05-SOUTH,2026-01-05 12:00:00,CMP002,SOUTH,673,growth_marketing
42,B-CMP002-2026-01-05-EAST,2026-01-05 12:00:00,Cmp002,EAST,892,growth_marketing
43,B-CMP002-2026-01-05-WEST,2026-01-05 12:00:00,Cmp002,WEST,482,growth_marketing
44,B-CMP002-2026-01-06-NORTH,2026-01-06 12:00:00,cmp002,NORTH,843,brand_team
45,B-CMP002-2026-01-06-SOUTH,2026-01-06 12:00:00,Cmp002,SOUTH,1394,finance_ops
46,B-CMP002-2026-01-06-EAST,2026-01-06 12:00:00,Cmp002,EAST,1329,finance_ops
47,B-CMP002-2026-01-06-WEST,2026-01-06 12:00:00,Cmp002,WEST,1420,brand_team
48,B-CMP002-2026-01-07-NORTH,2026-01-07 12:00:00,Cmp002,NORTH,1164,growth_marketing
49,B-CMP002-2026-01-07-SOUTH,2026-01-07 12:00:00,Cmp002,SOUTH,1232,brand_team
50,B-CMP002-2026-01-07-EAST,2026-01-07 12:00:00,Cmp002,EAST,1019,growth_marketing
51,B-CMP002-2026-01-07-WEST,2026-01-07 12:00:00,Cmp002,WEST,333,finance_ops
52,B-CMP002-2026-01-08-NORTH,2026-01-08 12:00:00,Cmp002,NORTH,463,growth_marketing
53,B-CMP002-2026-01-08-SOUTH,2026-01-08 12:00:00,Cmp002,SOUTH,985,finance_ops
54,B-CMP002-2026-01-08-EAST,2026-01-08 12:00:00,cmp002,EAST,1421,growth_marketing
55,B-CMP002-2026-01-08-WEST,2026-01-08 12:00:00,Cmp002,WEST,793,growth_marketing
56,B-CMP002-2026-01-09-NORTH,2026-01-09 12:00:00,Cmp002,NORTH,365,brand_team
57,B-CMP002-2026-01-09-SOUTH,2026-01-09 12:00:00,Cmp002,SOUTH,814,finance_ops
58,B-CMP002-2026-01-09-EAST,2026-01-09 12:00:00,cmp002,EAST,1412,growth_marketing
59,B-CMP002-2026-01-09-WEST,2026-01-09 12:00:00,cmp002,WEST,1108,finance_ops
60,B-CMP002-2026-01-10-NORTH,2026-01-10 12:00:00,Cmp002,NORTH,1394,finance_ops
61,B-CMP002-2026-01-10-SOUTH,2026-01-10 12:00:00,Cmp002,SOUTH,352,finance_ops
62,B-CMP002-2026-01-10-EAST,2026-01-10 12:00:00,Cmp002,EAST,517,growth_marketing
63,B-CMP002-2026-01-10-WEST,2026-01-10 12:00:00,CMP002,WEST,1078,finance_ops
64,B-CMP002-2026-01-11-NORTH,2026-01-11 12:00:00,CMP002,NORTH,462,growth_marketing
65,B-CMP002-2026-01-11-SOUTH,2026-01-11 12:00:00,Cmp002,SOUTH,980,brand_team
66,B-CMP002-2026-01-11-EAST,2026-01-11 12:00:00,cmp002,EAST,869,brand_team
67,B-CMP002-2026-01-11-WEST,2026-01-11 12:00:00,Cmp002,WEST,410,finance_ops
68,B-CMP002-2026-01-12-NORTH,2026-01-12 12:00:00,cmp002,NORTH,369,brand_team
69,B-CMP002-2026-01-12-SOUTH,2026-01-12 12:00:00,Cmp002,SOUTH,473,finance_ops
70,B-CMP002-2026-01-12-EAST,2026-01-12 12:00:00,CMP002,EAST,673,brand_team
71,B-CMP002-2026-01-12-WEST,2026-01-12 12:00:00,cmp002,WEST,738,finance_ops
72,B-CMP002-2026-01-13-NORTH,2026-01-13 12:00:00,CMP002,NORTH,1333,finance_ops
73,B-CMP002-2026-01-13-SOUTH,2026-01-13 12:00:00,Cmp002,SOUTH,1406,growth_marketing
74,B-CMP002-2026-01-13-EAST,2026-01-13 12:00:00,Cmp002,EAST,1197,finance_ops
75,B-CMP002-2026-01-13-WEST,2026-01-13 12:00:00,cmp002,WEST,725,brand_team
76,B-CMP002-2026-01-14-NORTH,2026-01-14 12:00:00,Cmp002,NORTH,1080,growth_marketing
77,B-CMP002-2026-01-14-SOUTH,2026-01-14 12:00:00,cmp002,SOUTH,453,growth_marketing
78,B-CMP002-2026-01-14-EAST,2026-01-14 12:00:00,Cmp002,EAST,627,finance_ops
79,B-CMP002-2026-01-14-WEST,2026-01-14 12:00:00,Cmp002,WEST,1281,finance_ops
80,B-CMP003-2026-01-05-NORTH,2026-01-05 12:00:00,cmp003,NORTH,1181,finance_ops
81,B-CMP003-2026-01-05-SOUTH,2026-01-05 12:00:00,Cmp003,SOUTH,946,brand_team
82,B-CMP003-2026-01-05-EAST,2026-01-05 12:00:00,Cmp003,EAST,878,growth_marketing
83,B-CMP003-2026-01-05-WEST,2026-01-05 12:00:00,cmp003,WEST,619,finance_ops
84,B-CMP003-2026-01-06-NORTH,2026-01-06 12:00:00,CMP003,NORTH,1020,growth_marketing
85,B-CMP003-2026-01-06-SOUTH,2026-01-06 12:00:00,Cmp003,SOUTH,502,finance_ops
86,B-CMP003-2026-01-06-EAST,2026-01-06 12:00:00,cmp003,EAST,749,finance_ops
87,B-CMP003-2026-01-06-WEST,2026-01-06 12:00:00,cmp003,WEST,926,growth_marketing
88,B-CMP003-2026-01-07-NORTH,2026-01-07 12:00:00,CMP003,NORTH,1461,finance_ops
89,B-CMP003-2026-01-07-SOUTH,2026-01-07 12:00:00,cmp003,SOUTH,506,brand_team
90,B-CMP003-2026-01-07-EAST,2026-01-07 12:00:00,cmp003,EAST,1126,finance_ops
91,B-CMP003-2026-01-07-WEST,2026-01-07 12:00:00,CMP003,WEST,741,brand_team
92,B-CMP003-2026-01-08-NORTH,2026-01-08 12:00:00,Cmp003,NORTH,658,brand_team
93,B-CMP003-2026-01-08-SOUTH,2026-01-08 12:00:00,Cmp003,SOUTH,453,finance_ops
94,B-CMP003-2026-01-08-EAST,2026-01-08 12:00:00,Cmp003,EAST,1492,growth_marketing
95,B-CMP003-2026-01-08-WEST,2026-01-08 12:00:00,Cmp003,WEST,808,finance_ops
96,B-CMP003-2026-01-09-NORTH,2026-01-09 12:00:00,Cmp003,NORTH,402,brand_team
97,B-CMP003-2026-01-09-SOUTH,2026-01-09 12:00:00,Cmp003,SOUTH,665,growth_marketing
98,B-CMP003-2026-01-09-EAST,2026-01-09 12:00:00,Cmp003,EAST,723,growth_marketing
99,B-CMP003-2026-01-09-WEST,2026-01-09 12:00:00,Cmp003,WEST,1107,finance_ops
100,B-CMP003-2026-01-10-NORTH,2026-01-10 12:00:00,Cmp003,NORTH,972,growth_marketing
101,B-CMP003-2026-01-10-SOUTH,2026-01-10 12:00:00,Cmp003,SOUTH,483,brand_team
102,B-CMP003-2026-01-10-EAST,2026-01-10 12:00:00,Cmp003,EAST,1343,brand_team
103,B-CMP003-2026-01-10-WEST,2026-01-10 12:00:00,Cmp003,WEST,1167,finance_ops
104,B-CMP003-2026-01-11-NORTH,2026-01-11 12:00:00,cmp003,NORTH,1146,finance_ops
105,B-CMP003-2026-01-11-SOUTH,2026-01-11 12:00:00,Cmp003,SOUTH,636,growth_marketing
106,B-CMP003-2026-01-11-EAST,2026-01-11 12:00:00,cmp003,EAST,1161,brand_team
107,B-CMP003-2026-01-11-WEST,2026-01-11 12:00:00,Cmp003,WEST,1010,growth_marketing
108,B-CMP003-2026-01-12-NORTH,2026-01-12 12:00:00,Cmp003,NORTH,1202,brand_team
109,B-CMP003-2026-01-12-SOUTH,2026-01-12 12:00:00,cmp003,SOUTH,527,brand_team
110,B-CMP003-2026-01-12-EAST,2026-01-12 12:00:00,Cmp003,EAST,673,growth_marketing
111,B-CMP003-2026-01-12-WEST,2026-01-12 12:00:00,cmp003,WEST,1188,finance_ops
112,B-CMP003-2026-01-13-NORTH,2026-01-13 12:00:00,cmp003,NORTH,647,brand_team
113,B-CMP003-2026-01-13-SOUTH,2026-01-13 12:00:00,cmp003,SOUTH,1028,finance_ops
114,B-CMP003-2026-01-13-EAST,2026-01-13 12:00:00,cmp003,EAST,497,growth_marketing
115,B-CMP003-2026-01-13-WEST,2026-01-13 12:00:00,Cmp003,WEST,809,finance_ops
116,B-CMP003-2026-01-14-NORTH,2026-01-14 12:00:00,cmp003,NORTH,1040,growth_marketing
117,B-CMP003-2026-01-14-SOUTH,2026-01-14 12:00:00,Cmp003,SOUTH,1328,growth_marketing
118,B-CMP003-2026-01-14-EAST,2026-01-14 12:00:00,cmp003,EAST,562,finance_ops
119,B-CMP003-2026-01-14-WEST,2026-01-14 12:00:00,Cmp003,WEST,1433,growth_marketing
120,B-CMP004-2026-01-05-NORTH,2026-01-05 12:00:00,cmp004,NORTH,1468,brand_team
121,B-CMP004-2026-01-05-SOUTH,2026-01-05 12:00:00,CMP004,SOUTH,834,finance_ops
122,B-CMP004-2026-01-05-EAST,2026-01-05 12:00:00,Cmp004,EAST,736,growth_marketing
123,B-CMP004-2026-01-05-WEST,2026-01-05 12:00:00,Cmp004,WEST,753,finance_ops
124,B-CMP004-2026-01-06-NORTH,2026-01-06 12:00:00,cmp004,NORTH,974,finance_ops
125,B-CMP004-2026-01-06-SOUTH,2026-01-06 12:00:00,Cmp004,SOUTH,849,growth_marketing
126,B-CMP004-2026-01-06-EAST,2026-01-06 12:00:00,CMP004,EAST,1112,finance_ops
127,B-CMP004-2026-01-06-WEST,2026-01-06 12:00:00,cmp004,WEST,1105,finance_ops
128,B-CMP004-2026-01-07-NORTH,2026-01-07 12:00:00,cmp004,NORTH,420,growth_marketing
129,B-CMP004-2026-01-07-SOUTH,2026-01-07 12:00:00,Cmp004,SOUTH,1433,growth_marketing
130,B-CMP004-2026-01-07-EAST,2026-01-07 12:00:00,Cmp004,EAST,715,finance_ops
131,B-CMP004-2026-01-07-WEST,2026-01-07 12:00:00,Cmp004,WEST,903,finance_ops
132,B-CMP004-2026-01-08-NORTH,2026-01-08 12:00:00,cmp004,NORTH,761,growth_marketing
133,B-CMP004-2026-01-08-SOUTH,2026-01-08 12:00:00,cmp004,SOUTH,1365,growth_marketing
134,B-CMP004-2026-01-08-EAST,2026-01-08 12:00:00,Cmp004,EAST,1147,growth_marketing
135,B-CMP004-2026-01-08-WEST,2026-01-08 12:00:00,Cmp004,WEST,1433,brand_team
136,B-CMP004-2026-01-09-NORTH,2026-01-09 12:00:00,Cmp004,NORTH,1484,finance_ops
137,B-CMP004-2026-01-09-SOUTH,2026-01-09 12:00:00,Cmp004,SOUTH,923,growth_marketing
138,B-CMP004-2026-01-09-EAST,2026-01-09 12:00:00,Cmp004,EAST,656,growth_marketing
139,B-CMP004-2026-01-09-WEST,2026-01-09 12:00:00,cmp004,WEST,924,growth_marketing
140,B-CMP004-2026-01-10-NORTH,2026-01-10 12:00:00,Cmp004,NORTH,1246,growth_marketing
141,B-CMP004-2026-01-10-SOUTH,2026-01-10 12:00:00,Cmp004,SOUTH,1230,finance_ops
142,B-CMP004-2026-01-10-EAST,2026-01-10 12:00:00,Cmp004,EAST,385,brand_team
143,B-CMP004-2026-01-10-WEST,2026-01-10 12:00:00,Cmp004,WEST,766,growth_marketing
144,B-CMP004-2026-01-11-NORTH,2026-01-11 12:00:00,Cmp004,NORTH,725,brand_team
145,B-CMP004-2026-01-11-SOUTH,2026-01-11 12:00:00,Cmp004,SOUTH,798,finance_ops
146,B-CMP004-2026-01-11-EAST,2026-01-11 12:00:00,Cmp004,EAST,1247,finance_ops
147,B-CMP004-2026-01-11-WEST,2026-01-11 12:00:00,Cmp004,WEST,1383,brand_team
148,B-CMP004-2026-01-12-NORTH,2026-01-12 12:00:00,Cmp004,NORTH,732,brand_team
149,B-CMP004-2026-01-12-SOUTH,2026-01-12 12:00:00,CMP004,SOUTH,674,brand_team
150,B-CMP004-2026-01-12-EAST,2026-01-12 12:00:00,Cmp004,EAST,1295,brand_team
151,B-CMP004-2026-01-12-WEST,2026-01-12 12:00:00,Cmp004,WEST,1455,brand_team
152,B-CMP004-2026-01-13-NORTH,2026-01-13 12:00:00,Cmp004,NORTH,337,brand_team
153,B-CMP004-2026-01-13-SOUTH,2026-01-13 12:00:00,Cmp004,SOUTH,387,growth_marketing
154,B-CMP004-2026-01-13-EAST,2026-01-13 12:00:00,Cmp004,EAST,1360,finance_ops
155,B-CMP004-2026-01-13-WEST,2026-01-13 12:00:00,Cmp004,WEST,501,finance_ops
156,B-CMP004-2026-01-14-NORTH,2026-01-14 12:00:00,cmp004,NORTH,887,growth_marketing
157,B-CMP004-2026-01-14-SOUTH,2026-01-14 12:00:00,Cmp004,SOUTH,700,growth_marketing
158,B-CMP004-2026-01-14-EAST,2026-01-14 12:00:00,Cmp004,EAST,455,finance_ops
159,B-CMP004-2026-01-14-WEST,2026-01-14 12:00:00,cmp004,WEST,1436,brand_team
160,B-CMP005-2026-01-05-NORTH,2026-01-05 12:00:00,CMP005,NORTH,1010,brand_team
161,B-CMP005-2026-01-05-SOUTH,2026-01-05 12:00:00,Cmp005,SOUTH,1080,growth_marketing
162,B-CMP005-2026-01-05-EAST,2026-01-05 12:00:00,cmp005,EAST,1331,finance_ops
163,B-CMP005-2026-01-05-WEST,2026-01-05 12:00:00,cmp005,WEST,521,finance_ops
164,B-CMP005-2026-01-06-NORTH,2026-01-06 12:00:00,Cmp005,NORTH,1120,growth_marketing
165,B-CMP005-2026-01-06-SOUTH,2026-01-06 12:00:00,Cmp005,SOUTH,609,finance_ops
166,B-CMP005-2026-01-06-EAST,2026-01-06 12:00:00,cmp005,EAST,534,finance_ops
167,B-CMP005-2026-01-06-WEST,2026-01-06 12:00:00,cmp005,WEST,1216,finance_ops
168,B-CMP005-2026-01-07-NORTH,2026-01-07 12:00:00,CMP005,NORTH,1223,brand_team
169,B-CMP005-2026-01-07-SOUTH,2026-01-07 12:00:00,cmp005,SOUTH,677,brand_team
170,B-CMP005-2026-01-07-EAST,2026-01-07 12:00:00,cmp005,EAST,870,growth_marketing
171,B-CMP005-2026-01-07-WEST,2026-01-07 12:00:00,cmp005,WEST,713,brand_team
172,B-CMP005-2026-01-08-NORTH,2026-01-08 12:00:00,Cmp005,NORTH,713,brand_team
173,B-CMP005-2026-01-08-SOUTH,2026-01-08 12:00:00,Cmp005,SOUTH,790,growth_marketing
174,B-CMP005-2026-01-08-EAST,2026-01-08 12:00:00,Cmp005,EAST,331,growth_marketing
175,B-CMP005-2026-01-08-WEST,2026-01-08 12:00:00,cmp005,WEST,396,brand_team
176,B-CMP005-2026-01-09-NORTH,2026-01-09 12:00:00,cmp005,NORTH,811,finance_ops
177,B-CMP005-2026-01-09-SOUTH,2026-01-09 12:00:00,Cmp005,SOUTH,360,finance_ops
178,B-CMP005-2026-01-09-EAST,2026-01-09 12:00:00,cmp005,EAST,858,growth_marketing
179,B-CMP005-2026-01-09-WEST,2026-01-09 12:00:00,CMP005,WEST,1467,finance_ops
180,B-CMP005-2026-01-10-NORTH,2026-01-10 12:00:00,CMP005,NORTH,1413,brand_team
181,B-CMP005-2026-01-10-SOUTH,2026-01-10 12:00:00,cmp005,SOUTH,1162,growth_marketing
182,B-CMP005-2026-01-10-EAST,2026-01-10 12:00:00,cmp005,EAST,940,finance_ops
183,B-CMP005-2026-01-10-WEST,2026-01-10 12:00:00,cmp005,WEST,484,brand_team
184,B-CMP005-2026-01-11-NORTH,2026-01-11 12:00:00,cmp005,NORTH,338,growth_marketing
185,B-CMP005-2026-01-11-SOUTH,2026-01-11 12:00:00,Cmp005,SOUTH,533,growth_marketing
186,B-CMP005-2026-01-11-EAST,2026-01-11 12:00:00,Cmp005,EAST,1355,finance_ops
187,B-CMP005-2026-01-11-WEST,2026-01-11 12:00:00,Cmp005,WEST,645,brand_team
188,B-CMP005-2026-01-12-NORTH,2026-01-12 12:00:00,cmp005,NORTH,753,growth_marketing
189,B-CMP005-2026-01-12-SOUTH,2026-01-12 12:00:00,Cmp005,SOUTH,1069,growth_marketing
190,B-CMP005-2026-01-12-EAST,2026-01-12 12:00:00,CMP005,EAST,1307,growth_marketing
191,B-CMP005-2026-01-12-WEST,2026-01-12 12:00:00,cmp005,WEST,1019,brand_team
192,B-CMP005-2026-01-13-NORTH,2026-01-13 12:00:00,Cmp005,NORTH,1189,growth_marketing
193,B-CMP005-2026-01-13-SOUTH,2026-01-13 12:00:00,CMP005,SOUTH,532,brand_team
194,B-CMP005-2026-01-13-EAST,2026-01-13 12:00:00,CMP005,EAST,1270,finance_ops
195,B-CMP005-2026-01-13-WEST,2026-01-13 12:00:00,cmp005,WEST,1349,finance_ops
196,B-CMP005-2026-01-14-NORTH,2026-01-14 12:00:00,cmp005,NORTH,1376,brand_team
197,B-CMP005-2026-01-14-SOUTH,2026-01-14 12:00:00,Cmp005,SOUTH,1162,growth_marketing
198,B-CMP005-2026-01-14-EAST,2026-01-14 12:00:00,Cmp005,EAST,953,brand_team
199,B-CMP005-2026-01-14-WEST,2026-01-14 12:00:00,Cmp005,WEST,1328,finance_ops
200,B-CMP006-2026-01-05-NORTH,2026-01-05 12:00:00,Cmp006,NORTH,537,finance_ops
201,B-CMP006-2026-01-05-SOUTH,2026-01-05 12:00:00,Cmp006,SOUTH,1297,growth_marketing
202,B-CMP006-2026-01-05-EAST,2026-01-05 12:00:00,Cmp006,EAST,555,finance_ops
203,B-CMP006-2026-01-05-WEST,2026-01-05 12:00:00,Cmp006,WEST,1207,finance_ops
204,B-CMP006-2026-01-06-NORTH,2026-01-06 12:00:00,Cmp006,NORTH,501,growth_marketing
205,B-CMP006-2026-01-06-SOUTH,2026-01-06 12:00:00,Cmp006,SOUTH,916,finance_ops
206,B-CMP006-2026-01-06-EAST,2026-01-06 12:00:00,Cmp006,EAST,1425,brand_team
207,B-CMP006-2026-01-06-WEST,2026-01-06 12:00:00,CMP006,WEST,655,brand_team
208,B-CMP006-2026-01-07-NORTH,2026-01-07 12:00:00,Cmp006,NORTH,1379,brand_team
209,B-CMP006-2026-01-07-SOUTH,2026-01-07 12:00:00,cmp006,SOUTH,534,brand_team
210,B-CMP006-2026-01-07-EAST,2026-01-07 12:00:00,cmp006,EAST,1455,finance_ops
211,B-CMP006-2026-01-07-WEST,2026-01-07 12:00:00,Cmp006,WEST,1296,growth_marketing
212,B-CMP006-2026-01-08-NORTH,2026-01-08 12:00:00,Cmp006,NORTH,884,growth_marketing
213,B-CMP006-2026-01-08-SOUTH,2026-01-08 12:00:00,Cmp006,SOUTH,1348,brand_team
214,B-CMP006-2026-01-08-EAST,2026-01-08 12:00:00,cmp006,EAST,1454,brand_team
215,B-CMP006-2026-01-08-WEST,2026-01-08 12:00:00,Cmp006,WEST,1116,brand_team
216,B-CMP006-2026-01-09-NORTH,2026-01-09 12:00:00,cmp006,NORTH,364,growth_marketing
217,B-CMP006-2026-01-09-SOUTH,2026-01-09 12:00:00,Cmp006,SOUTH,1049,growth_marketing
218,B-CMP006-2026-01-09-EAST,2026-01-09 12:00:00,Cmp006,EAST,1268,growth_marketing
219,B-CMP006-2026-01-09-WEST,2026-01-09 12:00:00,Cmp006,WEST,895,brand_team
220,B-CMP006-2026-01-10-NORTH,2026-01-10 12:00:00,cmp006,NORTH,1373,finance_ops
221,B-CMP006-2026-01-10-SOUTH,2026-01-10 12:00:00,cmp006,SOUTH,850,finance_ops
222,B-CMP006-2026-01-10-EAST,2026-01-10 12:00:00,cmp006,EAST,507,growth_marketing
223,B-CMP006-2026-01-10-WEST,2026-01-10 12:00:00,Cmp006,WEST,864,growth_marketing
224,B-CMP006-2026-01-11-NORTH,2026-01-11 12:00:00,Cmp006,NORTH,840,finance_ops
225,B-CMP006-2026-01-11-SOUTH,2026-01-11 12:00:00,CMP006,SOUTH,343,growth_marketing
226,B-CMP006-2026-01-11-EAST,2026-01-11 12:00:00,CMP006,EAST,328,growth_marketing
227,B-CMP006-2026-01-11-WEST,2026-01-11 12:00:00,cmp006,WEST,783,growth_marketing
228,B-CMP006-2026-01-12-NORTH,2026-01-12 12:00:00,CMP006,NORTH,991,growth_marketing
229,B-CMP006-2026-01-12-SOUTH,2026-01-12 12:00:00,Cmp006,SOUTH,371,finance_ops
230,B-CMP006-2026-01-12-EAST,2026-01-12 12:00:00,Cmp006,EAST,1284,finance_ops
231,B-CMP006-2026-01-12-WEST,2026-01-12 12:00:00,cmp006,WEST,544,growth_marketing
232,B-CMP006-2026-01-13-NORTH,2026-01-13 12:00:00,cmp006,NORTH,397,finance_ops
233,B-CMP006-2026-01-13-SOUTH,2026-01-13 12:00:00,CMP006,SOUTH,1096,finance_ops
234,B-CMP006-2026-01-13-EAST,2026-01-13 12:00:00,Cmp006,EAST,805,growth_marketing
235,B-CMP006-2026-01-13-WEST,2026-01-13 12:00:00,Cmp006,WEST,1444,growth_marketing
236,B-CMP006-2026-01-14-NORTH,2026-01-14 12:00:00,cmp006,NORTH,1459,finance_ops
237,B-CMP006-2026-01-14-SOUTH,2026-01-14 12:00:00,Cmp006,SOUTH,1402,finance_ops
238,B-CMP006-2026-01-14-EAST,2026-01-14 12:00:00,cmp006,EAST,846,finance_ops
239,B-CMP006-2026-01-14-WEST,2026-01-14 12:00:00,Cmp006,WEST,1146,brand_team
240,B-CMP007-2026-01-05-NORTH,2026-01-05 12:00:00,Cmp007,NORTH,649,finance_ops
241,B-CMP007-2026-01-05-SOUTH,2026-01-05 12:00:00,Cmp007,SOUTH,1311,brand_team
242,B-CMP007-2026-01-05-EAST,2026-01-05 12:00:00,Cmp007,EAST,1126,brand_team
243,B-CMP007-2026-01-05-WEST,2026-01-05 12:00:00,Cmp007,WEST,1047,finance_ops
244,B-CMP007-2026-01-06-NORTH,2026-01-06 12:00:00,cmp007,NORTH,887,growth_marketing
245,B-CMP007-2026-01-06-SOUTH,2026-01-06 12:00:00,Cmp007,SOUTH,987,brand_team
246,B-CMP007-2026-01-06-EAST,2026-01-06 12:00:00,Cmp007,EAST,730,brand_team
247,B-CMP007-2026-01-06-WEST,2026-01-06 12:00:00,Cmp007,WEST,670,brand_team
248,B-CMP007-2026-01-07-NORTH,2026-01-07 12:00:00,Cmp007,NORTH,734,growth_marketing
249,B-CMP007-2026-01-07-SOUTH,2026-01-07 12:00:00,cmp007,SOUTH,335,growth_marketing
250,B-CMP007-2026-01-07-EAST,2026-01-07 12:00:00,Cmp007,EAST,1262,growth_marketing
251,B-CMP007-2026-01-07-WEST,2026-01-07 12:00:00,Cmp007,WEST,772,growth_marketing
252,B-CMP007-2026-01-08-NORTH,2026-01-08 12:00:00,CMP007,NORTH,1382,growth_marketing
253,B-CMP007-2026-01-08-SOUTH,2026-01-08 12:00:00,cmp007,SOUTH,394,growth_marketing
254,B-CMP007-2026-01-08-EAST,2026-01-08 12:00:00,Cmp007,EAST,1109,finance_ops
255,B-CMP007-2026-01-08-WEST,2026-01-08 12:00:00,Cmp007,WEST,1353,finance_ops
256,B-CMP007-2026-01-09-NORTH,2026-01-09 12:00:00,Cmp007,NORTH,944,finance_ops
257,B-CMP007-2026-01-09-SOUTH,2026-01-09 12:00:00,cmp007,SOUTH,872,brand_team
258,B-CMP007-2026-01-09-EAST,2026-01-09 12:00:00,cmp007,EAST,844,brand_team
259,B-CMP007-2026-01-09-WEST,2026-01-09 12:00:00,cmp007,WEST,738,brand_team
260,B-CMP007-2026-01-10-NORTH,2026-01-10 12:00:00,Cmp007,NORTH,350,growth_marketing
261,B-CMP007-2026-01-10-SOUTH,2026-01-10 12:00:00,Cmp007,SOUTH,520,finance_ops
262,B-CMP007-2026-01-10-EAST,2026-01-10 12:00:00,cmp007,EAST,1214,finance_ops
263,B-CMP007-2026-01-10-WEST,2026-01-10 12:00:00,cmp007,WEST,376,growth_marketing
