event_ts,order_id,event_id,event_type,scan_city,scan_state,shipment_id
2025-12-23 06:00:00,ORD0001371,E005376,in_transit,Seattle,TX,SHP001098
2025-02-10 12:00:00,ORD0000660,E000206,label_created,Denver,TX,SHP001410
2025-08-24 15:00:00,ORD0000205,E000094,in_transit,Seattle,CA,SHP001495
2025-03-18 08:00:00,ORD0002175,E000001,label_created,Phoenix,IL,SHP000347
2025-06-09 23:00:00,ORD0000844,E000807,in_transit,Chicago,IL,SHP000695
2025-02-20 14:00:00,ORD0000656,E003944,in_transit,Los Angeles,TX,SHP001316
2025-11-05 02:00:00,ORD0000940,E001367,out_for_delivery,Denver,CO,SHP001578
2025-09-24 15:00:00,ORD0001402,E004029,in_transit,Miami,TX,SHP001429
2025-04-12 20:00:00,ORD0001235,E004492,in_transit,Seattle,WA,SHP000980
2025-06-01 22:00:00,ORD0000683,E004642,delivered,Chicago,IL,SHP000797
2025-07-12 18:00:00,ORD0001375,E000857,delivered,Seattle,CA,SHP001096
2025-10-26 09:00:00,ORD0002192,E001494,picked_up,Miami,IL,SHP001332
2025-02-09 02:00:00,ORD0001690,E000240,out_for_delivery,Denver,CA,SHP000440
2025-05-22 23:00:00,ORD0001081,E005324,out_for_delivery,Seattle,IL,SHP001640
2025-11-03 00:00:00,ORD0001737,E000910,label_created,Dallas,TX,SHP000332
2025-11-07 08:00:00,ORD0001276,E005253,in_transit,Chicago,WA,SHP000344
2025-08-28 13:00:00,ORD0001427,E001464,picked_up,Dallas,NY,SHP001060
2025-07-08 14:00:00,ORD0001317,E004715,picked_up,Seattle,NY,SHP001035
2025-02-08 08:00:00,ORD0000887,E000983,in_transit,Dallas,TX,SHP000383
2025-11-25 09:00:00,ORD0001735,E003362,in_transit,Los Angeles,FL,SHP000863
2025-02-10 16:00:00,ORD0000261,E002638,in_transit,Miami,NY,SHP001445
2025-02-27 08:00:00,ORD0000404,E003665,delivered,Denver,AZ,SHP000116
2025-08-06 15:00:00,ORD0001162,E002273,in_transit,New York,CA,SHP000141
2025-01-31 09:00:00,ORD0002017,E004764,picked_up,Dallas,CA,SHP000921
2025-03-17 23:00:00,ORD0000254,E003741,picked_up,Phoenix,WA,SHP001706
2025-01-24 05:00:00,ORD0001648,E001278,label_created,Chicago,IL,SHP001492
2025-03-17 05:00:00,ORD0000638,E003011,label_created,Denver,TX,SHP001298
2025-07-01 22:00:00,ORD0001099,E001678,label_created,Miami,TX,SHP000874
2025-09-12 21:00:00,ORD0000023,E002407,label_created,Dallas,FL,SHP000937
2025-01-27 02:00:00,ORD0000352,E000213,in_transit,New York,CO,SHP001064
2025-01-28 08:00:00,ORD0001622,E004496,in_transit,New York,CO,SHP001361
2025-01-15 05:00:00,ORD0000531,E001474,in_transit,Miami,IL,SHP001541
2025-05-24 15:00:00,ORD0001971,E000024,in_transit,Phoenix,WA,SHP001392
2025-10-08 01:00:00,ORD0001626,E000396,in_transit,Phoenix,CA,SHP000174
2025-12-18 08:00:00,ORD0001324,E002514,out_for_delivery,Los Angeles,AZ,SHP001079
2025-07-03 15:00:00,ORD0000782,E002674,out_for_delivery,New York,AZ,SHP000402
2025-02-13 23:00:00,ORD0001532,E001499,in_transit,Dallas,WA,SHP000748
2025-10-24 08:00:00,ORD0001487,E000482,picked_up,Miami,IL,SHP001690
2025-10-13 06:00:00,ORD0001296,E004437,in_transit,Dallas,NY,SHP001085
2025-11-15 05:00:00,ORD0001179,E000022,in_transit,Seattle,NY,SHP000767
2025-10-28 19:00:00,ORD0001876,E005006,exception,Phoenix,WA,SHP001496
2025-07-23 17:00:00,ORD0000254,E000439,delivered,Miami,NY,SHP000461
2025-08-09 16:00:00,ORD0000255,E001213,picked_up,Phoenix,NY,SHP000576
2025-05-09 19:00:00,ORD0000177,E001163,out_for_delivery,Denver,IL,SHP001217
2025-05-28 11:00:00,ORD0002198,E000822,in_transit,Dallas,CO,SHP001752
2025-01-23 17:00:00,ORD0002124,E001036,in_transit,Seattle,CA,SHP001705
2025-11-08 12:00:00,ORD0001479,E002047,in_transit,Miami,AZ,SHP000937
2025-02-07 14:00:00,ORD0000393,E000340,delivered,Denver,CO,SHP000029
2025-12-10 16:00:00,ORD0001842,E001479,label_created,Dallas,CO,SHP000236
2025-06-29 15:00:00,ORD0001119,E003765,picked_up,New York,IL,SHP000176
2025-08-24 23:00:00,ORD0000899,E003826,in_transit,Miami,FL,SHP001310
2025-11-24 07:00:00,ORD0000146,E001734,in_transit,Miami,WA,SHP001061
2025-12-18 08:00:00,ORD0001060,E003582,label_created,Phoenix,CO,SHP001458
2025-11-27 01:00:00,ORD0001049,E000784,delivered,Dallas,AZ,SHP001027
2025-03-09 02:00:00,ORD0001141,E005323,out_for_delivery,Seattle,FL,SHP000401
2025-01-14 00:00:00,ORD0001043,E002815,delivered,Denver,AZ,SHP001444
2025-02-04 08:00:00,ORD0001604,E005099,in_transit,Denver,IL,SHP000755
2025-06-27 11:00:00,ORD0000355,E000054,picked_up,Los Angeles,CA,SHP000443
2025-12-20 23:00:00,ORD0001435,E002906,delivered,Denver,IL,SHP001631
2025-01-19 21:00:00,ORD0001858,E003465,in_transit,Chicago,WA,SHP000257
2025-04-15 13:00:00,ORD0000307,E005449,in_transit,Chicago,CA,SHP001460
2025-08-11 12:00:00,ORD0000468,E002944,delivered,Dallas,CO,SHP001669
2025-09-13 16:00:00,ORD0001762,E000329,out_for_delivery,Denver,AZ,SHP000083
2025-07-11 04:00:00,ORD0001114,E002532,picked_up,Dallas,CO,SHP000215
2025-04-28 16:00:00,ORD0000509,E000753,picked_up,Phoenix,NY,SHP001664
2025-10-20 18:00:00,ORD0002061,E000255,in_transit,Phoenix,AZ,SHP001248
2025-08-03 05:00:00,ORD0001013,E005099,label_created,New York,TX,SHP000551
2025-02-02 12:00:00,ORD0001590,E002274,in_transit,Los Angeles,TX,SHP001776
2025-01-31 09:00:00,ORD0001074,E000904,in_transit,Los Angeles,AZ,SHP001428
2025-07-06 05:00:00,ORD0002014,E000039,out_for_delivery,New York,WA,SHP000610
2025-07-22 14:00:00,ORD0001165,E003762,label_created,New York,NY,SHP000110
2025-08-27 12:00:00,ORD0001406,E000259,delivered,Los Angeles,TX,SHP000416
2025-10-27 22:00:00,ORD0000781,E005649,in_transit,Seattle,CO,SHP000319
2025-10-17 03:00:00,ORD0001292,E001237,in_transit,Phoenix,WA,SHP001738
2025-04-03 22:00:00,ORD0000418,E003783,picked_up,Miami,TX,SHP000536
2025-11-08 20:00:00,ORD0000529,E002565,in_transit,Seattle,NY,SHP000920
2025-02-26 14:00:00,ORD0000735,E001259,in_transit,Dallas,AZ,SHP000794
2025-04-14 22:00:00,ORD0002023,E003320,exception,New York,IL,SHP001358
2025-08-13 01:00:00,ORD0000892,E004595,picked_up,Chicago,IL,SHP001118
2025-08-23 06:00:00,ORD0001831,E005051,out_for_delivery,Denver,WA,SHP000447
2025-11-13 20:00:00,ORD0001272,E005164,delivered,Chicago,IL,SHP000699
2025-01-31 08:00:00,ORD0001535,E000258,picked_up,Miami,AZ,SHP000786
2025-09-21 08:00:00,ORD0001690,E003586,label_created,New York,IL,SHP001724
2025-04-23 00:00:00,ORD0001234,E001454,in_transit,Chicago,TX,SHP000384
2025-02-27 21:00:00,ORD0002009,E004159,picked_up,Dallas,NY,SHP001138
2025-07-21 04:00:00,ORD0000514,E000054,picked_up,Chicago,CO,SHP001146
2025-04-29 13:00:00,ORD0000315,E001782,picked_up,Chicago,FL,SHP000794
2025-01-28 16:00:00,ORD0001332,E003278,in_transit,New York,IL,SHP001536
2025-06-20 01:00:00,ORD0000205,E000746,in_transit,Chicago,CO,SHP000762
2025-08-14 18:00:00,ORD0001232,E003496,in_transit,New York,NY,SHP000642
2025-10-01 19:00:00,ORD0001202,E000649,out_for_delivery,Chicago,CO,SHP000030
2025-04-03 10:00:00,ORD0000988,E000106,in_transit,Phoenix,CO,SHP000448
2025-03-25 04:00:00,ORD0000450,E003969,in_transit,Los Angeles,TX,SHP000935
2025-08-18 11:00:00,ORD0000213,E003482,out_for_delivery,Denver,FL,SHP000709
2025-09-23 13:00:00,ORD0001940,E002198,delivered,New York,AZ,SHP000635
2025-04-11 17:00:00,ORD0000449,E001000,in_transit,Chicago,FL,SHP000776
2025-06-28 01:00:00,ORD0001842,E005556,out_for_delivery,Los Angeles,WA,SHP000103
2025-06-21 20:00:00,ORD0000958,E004796,picked_up,Denver,CA,SHP001245
2025-08-10 13:00:00,ORD0001967,E004646,out_for_delivery,Miami,TX,SHP000123
2025-01-19 20:00:00,ORD0002161,E003740,in_transit,Los Angeles,FL,SHP000351
2025-12-27 05:00:00,ORD0000262,E000433,in_transit,Phoenix,IL,SHP000003
2025-03-19 14:00:00,ORD0000425,E001703,in_transit,Seattle,IL,SHP001703
2025-08-02 06:00:00,ORD0000774,E001309,in_transit,Miami,FL,SHP000310
2025-11-23 04:00:00,ORD0001231,E002862,exception,Los Angeles,CA,SHP000350
2025-10-29 23:00:00,ORD0002043,E002791,out_for_delivery,New York,CA,SHP001293
2025-08-17 03:00:00,ORD0000700,E004224,picked_up,Seattle,NY,SHP001196
2025-11-13 16:00:00,ORD0001059,E004804,in_transit,Los Angeles,AZ,SHP000907
2025-11-12 22:00:00,ORD0001021,E000547,out_for_delivery,New York,CA,SHP001331
2025-10-25 05:00:00,ORD0001618,E004398,in_transit,Seattle,AZ,SHP000470
2025-02-19 00:00:00,ORD0001965,E004864,picked_up,Seattle,WA,SHP000361
2025-02-26 01:00:00,ORD0001116,E003002,label_created,New York,NY,SHP000364
2025-01-26 20:00:00,ORD0001241,E003748,delivered,Seattle,TX,SHP000367
2025-02-06 21:00:00,ORD0001177,E004644,picked_up,Denver,IL,SHP000018
2025-10-03 14:00:00,ORD0001397,E004301,in_transit,Dallas,AZ,SHP000368
2025-04-16 13:00:00,ORD0001892,E003262,out_for_delivery,Los Angeles,TX,SHP000531
2025-10-04 12:00:00,ORD0000335,E005204,out_for_delivery,Denver,FL,SHP001295
2025-10-01 23:00:00,ORD0001653,E002704,picked_up,Seattle,TX,SHP001593
2025-11-03 19:00:00,ORD0000611,E000290,in_transit,Seattle,IL,SHP000694
2025-01-12 00:00:00,ORD0002180,E003923,label_created,New York,NY,SHP000439
2025-12-15 07:00:00,ORD0001882,E000272,picked_up,Chicago,AZ,SHP000765
2025-05-30 11:00:00,ORD0001192,E005479,delivered,Seattle,IL,SHP001433
2025-09-23 10:00:00,ORD0000762,E005366,delivered,Chicago,TX,SHP000146
2025-01-23 18:00:00,ORD0000331,E002347,label_created,Dallas,FL,SHP000796
2025-08-13 10:00:00,ORD0001654,E002961,delivered,Phoenix,CA,SHP001482
2025-11-01 16:00:00,ORD0002087,E001811,picked_up,Miami,CA,SHP001045
2025-07-14 11:00:00,ORD0000335,E004832,in_transit,Los Angeles,NY,SHP001295
2025-08-25 08:00:00,ORD0000467,E004761,delivered,Los Angeles,CO,SHP001703
2025-01-10 19:00:00,ORD0002054,E002333,delivered,Denver,TX,SHP000059
2025-06-30 22:00:00,ORD0001050,E005244,picked_up,Seattle,FL,SHP000693
2025-10-16 14:00:00,ORD0002199,E002585,out_for_delivery,Dallas,WA,SHP001744
2025-12-11 06:00:00,ORD0002042,E000469,in_transit,Miami,IL,SHP001585
2025-04-15 08:00:00,ORD0001373,E004622,picked_up,Phoenix,AZ,SHP000844
2025-05-26 16:00:00,ORD0002130,E002364,picked_up,Chicago,AZ,SHP000970
2025-05-10 07:00:00,ORD0002125,E000981,out_for_delivery,Dallas,CA,SHP000102
2025-04-28 03:00:00,ORD0001464,E002187,in_transit,Los Angeles,FL,SHP001253
2025-01-15 21:00:00,ORD0000617,E002024,delivered,Chicago,WA,SHP000914
2025-10-03 17:00:00,ORD0000369,E003950,out_for_delivery,Dallas,TX,SHP000393
2025-12-13 05:00:00,ORD0000686,E004214,picked_up,Los Angeles,NY,SHP000078
2025-05-08 03:00:00,ORD0001781,E005503,in_transit,Dallas,WA,SHP001514
2025-03-19 04:00:00,ORD0001629,E003306,out_for_delivery,Seattle,TX,SHP000007
2025-04-22 18:00:00,ORD0002053,E004477,picked_up,Chicago,TX,SHP001222
2025-10-13 08:00:00,ORD0001814,E000153,in_transit,Dallas,NY,SHP001336
2025-01-30 17:00:00,ORD0000600,E004914,in_transit,Chicago,NY,SHP000619
