order_id,line_id,sku,quantity,unit_price,line_discount_pct,store_id,line_created_at,line_total
ORD000144,L00290,SKU-DELTA,2,166.54,0,STORE-039,2025-11-21,333.08
ORD000168,L00946,SKU-BRAVO,4,245.08,15,STORE-039,2025-09-14,833.27
ORD000692,L00761,SKU-ALPHA,1,212.83,15,STORE-043,2025-11-17,180.91
ORD001183,L01059,SKU-ALPHA,1,212.39,0,STORE-031,2025-07-23,212.39
ORD001344,L01581,SKU-BRAVO,1,131.71,0,STORE-036,2025-06-14,131.71
ORD001258,L01531,SKU-FOXTROT,4,143.25,0,STORE-037,2025-11-04,573.0
ORD001367,L00089,SKU-BRAVO,3,215.35,0,STORE-039,2025-08-12,646.05
ORD000313,L00860,SKU-ALPHA,1,218.06,0,STORE-030,2025-10-11,218.06
ORD001340,L00277,SKU-FOXTROT,4,201.56,20,STORE-038,2025-11-21,644.99
ORD001018,L01071,SKU-FOXTROT,4,205.55,10,STORE-004,2025-04-14,739.98
ORD000633,L00669,SKU-BRAVO,4,220.51,10,STORE-031,2025-03-12,793.84
ORD000435,L01343,SKU-DELTA,1,32.88,0,STORE-011,2025-02-24,32.88
ORD001380,L01383,SKU-DELTA,5,76.7,15,STORE-021,2025-08-07,325.97
ORD000849,L00650,SKU-DELTA,1,244.15,0,STORE-039,2025-10-22,244.15
ORD000006,L01681,SKU-BRAVO,3,138.47,20,STORE-006,2025-12-23,332.33
ORD000219,L00074,SKU-ECHO,3,48.23,5,STORE-038,2025-01-12,137.46
ORD000804,L00298,SKU-FOXTROT,2,128.25,0,STORE-013,2025-01-01,256.5
ORD001247,L00461,SKU-ECHO,2,163.22,15,STORE-038,2025-09-05,277.47
ORD000539,L00914,SKU-FOXTROT,1,207.91,0,STORE-039,2025-04-09,207.91
ORD000388,L01791,SKU-ALPHA,3,203.98,0,STORE-001,2025-06-23,611.94
ORD000831,L01618,SKU-DELTA,4,17.06,10,STORE-012,2025-01-29,61.42
ORD000394,L01116,SKU-FOXTROT,2,116.11,15,STORE-041,2025-01-28,197.39
ORD000385,L01588,SKU-DELTA,3,10.04,10,STORE-018,2025-07-12,27.11
ORD000949,L01008,SKU-FOXTROT,5,222.6,5,STORE-022,2025-09-09,1057.35
ORD000698,L00688,SKU-CHARLIE,2,47.61,0,STORE-001,2025-11-20,95.22
ORD000280,L00827,SKU-FOXTROT,2,158.09,0,STORE-035,2025-06-26,316.18
ORD001111,L01169,SKU-FOXTROT,1,144.8,20,STORE-005,2025-08-24,115.84
ORD000127,L00961,SKU-DELTA,3,158.25,0,STORE-014,2025-11-10,474.75
ORD000672,L00881,SKU-ECHO,2,143.04,20,STORE-024,2025-06-07,228.86
ORD001109,L00214,SKU-DELTA,5,180.32,0,STORE-039,2025-03-18,901.6
ORD001042,L01607,SKU-BRAVO,2,158.4,0,STORE-025,2025-10-29,316.8
ORD000451,L01361,SKU-DELTA,4,27.12,0,STORE-050,2025-01-01,108.48
ORD001383,L00520,SKU-FOXTROT,1,94.86,0,STORE-027,2025-04-11,94.86
ORD001249,L00893,SKU-ALPHA,2,138.92,20,STORE-013,2025-02-17,222.27
ORD000429,L01765,SKU-BRAVO,1,84.67,0,STORE-010,2025-08-23,84.67
ORD000999,L00103,SKU-CHARLIE,3,191.28,0,STORE-040,2025-04-09,573.84
ORD000940,L01562,SKU-CHARLIE,1,82.88,10,STORE-023,2025-05-06,74.59
ORD000096,L01742,SKU-DELTA,1,208.03,20,STORE-031,2025-08-27,166.42
ORD001345,L00316,SKU-CHARLIE,3,40.95,20,STORE-019,2025-04-19,98.28
ORD001379,L00344,SKU-DELTA,3,193.5,0,STORE-014,2025-05-13,580.5
ORD001173,L00500,SKU-ALPHA,2,49.95,15,STORE-030,2025-07-02,84.92
ORD000192,L01571,SKU-BRAVO,3,134.36,0,STORE-015,2025-02-13,403.08
ORD000881,L00632,SKU-ECHO,3,83.53,15,STORE-050,2025-12-08,213.0
ORD000038,L00504,SKU-CHARLIE,4,161.15,10,STORE-037,2025-12-25,580.14
ORD001099,L00954,SKU-ECHO,3,57.12,15,STORE-041,2025-09-18,145.66
ORD000073,L00136,SKU-DELTA,5,199.88,15,STORE-015,2025-02-09,849.49
ORD001348,L01798,SKU-BRAVO,2,145.53,20,STORE-002,2025-06-22,232.85
ORD001352,L01266,SKU-CHARLIE,1,239.53,0,STORE-003,2025-05-10,239.53
ORD000587,L00429,SKU-FOXTROT,3,179.38,15,STORE-043,2025-03-02,457.42
ORD001302,L01312,SKU-FOXTROT,1,153.81,0,STORE-044,2025-11-16,153.81
ORD001301,L00343,SKU-ALPHA,4,208.14,20,STORE-034,2025-06-01,666.05
ORD000826,L00047,SKU-ECHO,2,58.82,10,STORE-030,2025-08-27,105.88
ORD000954,L01358,SKU-CHARLIE,2,160.02,0,STORE-011,2025-09-10,320.04
ORD000755,L01553,SKU-ALPHA,3,100.65,0,STORE-038,2025-04-27,301.95
ORD001304,L01307,SKU-DELTA,1,187.23,20,STORE-026,2025-05-08,149.78
ORD000037,L00720,SKU-ALPHA,2,11.0,10,STORE-031,2025-12-21,19.8
ORD000981,L00612,SKU-BRAVO,5,109.79,0,STORE-002,2025-10-28,548.95
ORD001356,L01564,SKU-ECHO,4,164.67,15,STORE-026,2025-07-02,559.88
ORD000569,L01506,SKU-ECHO,3,117.86,15,STORE-035,2025-07-14,300.54
ORD001033,L00595,SKU-CHARLIE,3,63.3,0,STORE-039,2025-01-03,189.9
ORD000405,L00424,SKU-ECHO,3,118.77,0,STORE-008,2025-03-16,356.31
ORD001356,L01165,SKU-FOXTROT,5,213.19,15,STORE-002,2025-01-03,906.06
ORD000972,L00655,SKU-CHARLIE,5,55.68,0,STORE-043,2025-10-22,278.4
ORD000739,L00904,SKU-BRAVO,3,94.96,0,STORE-016,2025-12-10,284.88
ORD001187,L01687,SKU-DELTA,5,247.63,10,STORE-024,2025-03-01,1114.34
ORD000887,L00408,SKU-ALPHA,1,228.64,20,STORE-032,2025-04-13,182.91
ORD000513,L00786,SKU-FOXTROT,2,13.32,5,STORE-025,2025-05-09,25.31
ORD000251,L00299,SKU-CHARLIE,2,134.93,20,STORE-048,2025-10-24,215.89
ORD001399,L01472,SKU-ECHO,4,21.03,0,STORE-043,2025-05-29,84.12
ORD001278,L00593,SKU-ECHO,4,231.36,10,STORE-020,2025-01-16,832.9
ORD000541,L01662,SKU-CHARLIE,3,113.18,10,STORE-010,2025-08-02,305.59
ORD000540,L00592,SKU-FOXTROT,2,107.52,20,STORE-049,2025-02-23,172.03
ORD000460,L00098,SKU-ECHO,3,71.87,5,STORE-036,2025-08-24,204.83
ORD000877,L01577,SKU-FOXTROT,2,144.36,15,STORE-038,2025-11-09,245.41
ORD000198,L00055,SKU-ALPHA,3,40.52,0,STORE-024,2025-01-25,121.56
ORD001172,L00104,SKU-CHARLIE,2,200.74,0,STORE-025,2025-12-29,401.48
ORD000447,L00135,SKU-FOXTROT,5,125.35,15,STORE-010,2025-08-31,532.74
ORD000609,L00897,SKU-ECHO,4,143.78,0,STORE-022,2025-01-19,575.12
ORD001388,L00866,SKU-CHARLIE,1,211.0,20,STORE-028,2025-03-22,168.8
ORD000706,L01168,SKU-ALPHA,5,50.36,0,STORE-007,2025-03-03,251.8
ORD000404,L00813,SKU-BRAVO,4,47.92,10,STORE-032,2025-11-19,172.51
ORD000348,L01007,SKU-DELTA,2,108.1,5,STORE-031,2025-09-21,205.39
ORD000247,L00225,SKU-DELTA,3,197.6,10,STORE-043,2025-05-17,533.52
ORD001192,L01776,SKU-FOXTROT,1,19.34,10,STORE-003,2025-07-13,17.41
ORD000951,L00493,SKU-ALPHA,1,199.82,5,STORE-012,2025-05-08,189.83
ORD000403,L00416,SKU-CHARLIE,3,127.69,5,STORE-022,2025-05-29,363.92
ORD001021,L01073,SKU-BRAVO,4,142.63,5,STORE-044,2025-08-21,541.99
ORD000294,L00859,SKU-FOXTROT,2,143.27,10,STORE-012,2025-03-12,257.89
ORD000992,L00983,SKU-ALPHA,2,18.76,10,STORE-049,2025-10-05,33.77
ORD000777,L01468,SKU-BRAVO,5,66.19,5,STORE-048,2025-12-12,314.4
ORD000180,L00532,SKU-BRAVO,5,190.05,0,STORE-005,2025-12-22,950.25
ORD001371,L01540,SKU-ALPHA,3,106.01,0,STORE-019,2025-03-04,318.03
ORD001291,L01513,SKU-DELTA,1,142.33,15,STORE-013,2025-05-31,120.98
ORD000165,L01654,SKU-DELTA,4,236.49,0,STORE-025,2025-04-07,945.96
ORD000995,L01293,SKU-DELTA,4,16.34,5,STORE-047,2025-08-20,62.09
ORD000493,L00771,SKU-FOXTROT,5,115.17,20,STORE-019,2025-04-29,460.68
ORD000248,L00233,SKU-CHARLIE,5,93.51,15,STORE-034,2025-05-25,397.42
ORD000518,L01488,SKU-BRAVO,4,31.08,0,STORE-007,2025-02-20,124.32
ORD000914,L01331,SKU-CHARLIE,1,237.94,5,STORE-029,2025-07-24,226.04
ORD000269,L00985,SKU-ECHO,2,240.56,0,STORE-018,2025-07-15,481.12
ORD000751,L00228,SKU-DELTA,4,81.31,10,STORE-046,2025-07-21,292.72
ORD000379,L00824,SKU-BRAVO,4,236.95,0,STORE-039,2025-05-05,947.8
ORD000816,L00438,SKU-ECHO,3,13.62,20,STORE-011,2025-10-03,32.69
ORD001277,L01139,SKU-ECHO,3,245.32,20,STORE-032,2025-08-10,588.77
ORD001304,L01190,SKU-BRAVO,4,209.8,0,STORE-018,2025-03-06,839.2
ORD000723,L00871,SKU-DELTA,3,57.51,0,STORE-022,2025-05-15,172.53
ORD001290,L00116,SKU-DELTA,1,151.89,5,STORE-024,2025-08-30,144.3
ORD000802,L00289,SKU-BRAVO,5,200.58,10,STORE-042,2025-02-12,902.61
ORD001360,L00734,SKU-ALPHA,2,83.23,10,STORE-015,2025-05-09,149.81
ORD000534,L01731,SKU-ECHO,2,91.67,0,STORE-001,2025-11-15,183.34
ORD000687,L01368,SKU-DELTA,1,159.1,10,STORE-010,2025-06-11,143.19
ORD000481,L00942,SKU-ECHO,3,41.04,0,STORE-042,2025-07-06,123.12
ORD000742,L00240,SKU-CHARLIE,5,33.96,0,STORE-015,2025-09-06,169.8
ORD001261,L00157,SKU-DELTA,1,66.2,15,STORE-003,2025-04-28,56.27
ORD000113,L01157,SKU-FOXTROT,2,186.61,20,STORE-021,2025-10-29,298.58
ORD001110,L00773,SKU-BRAVO,1,94.82,10,STORE-044,2025-01-06,85.34
ORD001261,L00854,SKU-DELTA,1,129.3,0,STORE-044,2025-06-22,129.3
ORD001019,L00434,SKU-ALPHA,4,52.89,10,STORE-048,2025-08-07,190.4
ORD000052,L00799,SKU-ALPHA,2,52.56,0,STORE-035,2025-03-29,105.12
ORD000196,L01580,SKU-FOXTROT,4,164.36,0,STORE-041,2025-10-13,657.44
ORD000764,L01522,SKU-ALPHA,3,31.55,0,STORE-039,2025-01-29,94.65
ORD000406,L00351,SKU-DELTA,4,168.62,20,STORE-001,2025-08-26,539.58
ORD001084,L01242,SKU-DELTA,1,103.17,0,STORE-021,2025-08-20,103.17
ORD000681,L00833,SKU-ECHO,2,169.46,5,STORE-027,2025-10-15,321.97
ORD001017,L01227,SKU-DELTA,3,98.52,15,STORE-024,2025-03-17,251.23
ORD001062,L00356,SKU-ECHO,1,212.28,20,STORE-042,2025-02-26,169.82
ORD001380,L00299,SKU-FOXTROT,3,18.61,20,STORE-050,2025-07-31,44.66
ORD000604,L01071,SKU-ECHO,3,223.86,0,STORE-028,2025-12-21,671.58
ORD000878,L00029,SKU-ECHO,3,70.82,0,STORE-005,2025-10-14,212.46
ORD001335,L01419,SKU-ALPHA,3,15.42,0,STORE-018,2025-03-19,46.26
ORD001180,L01217,SKU-BRAVO,4,142.79,15,STORE-010,2025-05-29,485.49
ORD000345,L01277,SKU-CHARLIE,4,59.97,0,STORE-024,2025-04-08,239.88
ORD000831,L00992,SKU-DELTA,1,117.5,0,STORE-012,2025-10-12,117.5
ORD000126,L00090,SKU-ECHO,4,201.57,15,STORE-005,2025-07-07,685.34
ORD000527,L00924,SKU-ECHO,5,198.93,5,STORE-009,2025-06-09,944.92
ORD000268,L00286,SKU-ALPHA,5,152.09,15,STORE-025,2025-01-02,646.38
ORD001377,L00917,SKU-BRAVO,2,244.58,0,STORE-008,2025-08-20,489.16
ORD000870,L00625,SKU-ALPHA,4,118.62,5,STORE-002,2025-06-11,450.76
ORD000174,L00702,SKU-DELTA,5,14.65,0,STORE-015,2025-01-15,73.25
ORD000869,L00306,SKU-DELTA,2,205.76,0,STORE-033,2025-03-13,411.52
ORD000254,L01767,SKU-ALPHA,5,59.22,0,STORE-032,2025-09-23,296.1
ORD001291,L01517,SKU-FOXTROT,4,48.18,0,STORE-020,2025-10-01,192.72
ORD000886,L01035,SKU-BRAVO,4,22.15,0,STORE-034,2025-06-30,88.6
ORD000918,L01650,SKU-DELTA,4,85.34,0,STORE-010,2025-10-04,341.36
ORD001312,L01708,SKU-ECHO,4,84.91,0,STORE-037,2025-09-27,339.64
ORD000149,L01084,SKU-ALPHA,5,79.18,15,STORE-001,2025-08-13,336.52
ORD001287,L00544,SKU-FOXTROT,5,150.33,15,STORE-007,2025-03-18,638.9
ORD000225,L00603,SKU-FOXTROT,3,189.13,0,STORE-047,2025-06-03,567.39
ORD000884,L00570,SKU-FOXTROT,3,234.75,20,STORE-024,2025-10-25,563.4
ORD001299,L01443,SKU-ALPHA,4,28.04,0,STORE-028,2025-04-24,112.16
ORD000548,L01285,SKU-CHARLIE,5,41.84,0,STORE-020,2025-08-29,209.2
ORD001227,L01343,SKU-BRAVO,2,149.51,0,STORE-033,2025-10-30,299.02
ORD000522,L00078,SKU-CHARLIE,2,29.04,0,STORE-038,2025-07-14,58.08
ORD000592,L00112,SKU-FOXTROT,4,95.84,0,STORE-039,2025-07-05,383.36
ORD000031,L01388,SKU-ECHO,5,158.02,15,STORE-013,2025-03-10,671.58
ORD000050,L00374,SKU-ECHO,5,196.23,20,STORE-032,2025-07-01,784.92
ORD000537,L00765,SKU-CHARLIE,1,58.31,0,STORE-040,2025-01-16,58.31
ORD000480,L01761,SKU-FOXTROT,5,168.66,0,STORE-021,2025-02-11,843.3
ORD000475,L00817,SKU-FOXTROT,4,163.24,15,STORE-020,2025-07-17,555.02
ORD000719,L00097,SKU-ECHO,1,215.61,20,STORE-032,2025-03-21,172.49
ORD000229,L00156,SKU-ECHO,1,81.87,0,STORE-029,2025-05-07,81.87
ORD000990,L01390,SKU-DELTA,2,188.77,10,STORE-013,2025-05-12,339.79
ORD000043,L01346,SKU-ALPHA,5,189.24,0,STORE-048,2025-06-22,946.2
ORD000744,L01377,SKU-BRAVO,4,63.6,5,STORE-029,2025-09-13,241.68
ORD000235,L01315,SKU-ECHO,3,157.18,20,STORE-029,2025-06-12,377.23
ORD000051,L00014,SKU-BRAVO,4,170.41,5,STORE-011,2025-11-05,647.56
ORD000846,L00322,SKU-BRAVO,3,72.23,10,STORE-034,2025-06-25,195.02
ORD000450,L00885,SKU-FOXTROT,5,115.69,10,STORE-046,2025-12-29,520.6
ORD001185,L00578,SKU-CHARLIE,1,111.77,10,STORE-037,2025-12-31,100.59
ORD000337,L01447,SKU-FOXTROT,2,194.51,10,STORE-026,2025-06-06,350.12
ORD000238,L00980,SKU-BRAVO,2,5.17,20,STORE-032,2025-10-07,8.27
ORD000057,L00619,SKU-CHARLIE,5,127.75,0,STORE-012,2025-06-15,638.75
ORD001361,L00884,SKU-CHARLIE,3,50.16,20,STORE-004,2025-11-16,120.38
ORD000557,L01002,SKU-CHARLIE,4,163.48,20,STORE-032,2025-10-07,523.14
ORD000584,L00677,SKU-CHARLIE,5,171.69,20,STORE-010,2025-05-04,686.76
ORD000441,L00494,SKU-BRAVO,1,127.78,0,STORE-005,2025-04-28,127.78
ORD001174,L00999,SKU-ECHO,5,137.8,10,STORE-039,2025-11-18,620.1
ORD001085,L00862,SKU-BRAVO,1,82.19,0,STORE-022,2025-07-17,82.19
ORD001154,L00239,SKU-CHARLIE,4,81.76,15,STORE-043,2025-09-11,277.98
ORD000095,L00150,SKU-FOXTROT,4,187.55,0,STORE-044,2025-09-05,750.2
ORD000919,L00325,SKU-CHARLIE,5,37.27,0,STORE-007,2025-03-02,186.35
ORD000183,L00035,SKU-ALPHA,1,194.02,10,STORE-039,2025-03-28,174.62
ORD000632,L00629,SKU-ALPHA,5,165.48,0,STORE-017,2025-11-25,827.4
ORD001391,L00310,SKU-CHARLIE,4,221.7,0,STORE-036,2025-04-13,886.8
ORD000670,L00512,SKU-DELTA,1,68.74,0,STORE-003,2025-11-13,68.74
ORD000632,L00726,SKU-FOXTROT,3,129.01,0,STORE-024,2025-05-11,387.03
ORD000094,L00556,SKU-ALPHA,5,14.55,5,STORE-032,2025-11-06,69.11
ORD001207,L00429,SKU-DELTA,3,228.56,0,STORE-023,2025-07-30,685.68
ORD000348,L00702,SKU-BRAVO,2,170.47,20,STORE-028,2025-02-06,272.75
ORD000552,L00989,SKU-CHARLIE,2,157.6,0,STORE-001,2025-04-09,315.2
ORD000160,L01329,SKU-CHARLIE,3,184.51,0,STORE-001,2025-12-14,553.53
ORD000520,L01004,SKU-BRAVO,5,74.66,0,STORE-031,2025-03-17,373.3
ORD000563,L00012,SKU-ALPHA,4,152.95,20,STORE-021,2025-03-25,489.44
ORD001206,L01155,SKU-ALPHA,4,201.23,15,STORE-029,2025-02-24,684.18
ORD000582,L01563,SKU-DELTA,4,27.12,5,STORE-018,2025-08-11,103.06
ORD000564,L01127,SKU-BRAVO,4,239.91,0,STORE-001,2025-10-23,959.64
ORD000138,L01588,SKU-BRAVO,3,223.51,5,STORE-036,2025-12-08,637.0
ORD000493,L00730,SKU-ALPHA,4,240.94,20,STORE-007,2025-11-20,771.01
ORD000565,L01197,SKU-ALPHA,2,203.05,0,STORE-040,2025-11-19,406.1
ORD000633,L00143,SKU-ALPHA,3,77.11,10,STORE-001,2025-11-27,208.2
ORD001359,L00663,SKU-CHARLIE,2,147.48,20,STORE-047,2025-07-27,235.97
ORD000580,L01581,SKU-ALPHA,5,34.44,15,STORE-013,2025-10-27,146.37
ORD000837,L00745,SKU-BRAVO,4,189.77,20,STORE-045,2025-08-20,607.26
ORD001309,L01148,SKU-BRAVO,3,42.64,20,STORE-001,2025-02-20,102.34
ORD000786,L00048,SKU-BRAVO,3,217.37,0,STORE-023,2025-01-09,652.11
ORD001178,L00932,SKU-ALPHA,3,63.94,0,STORE-021,2025-02-05,191.82
ORD000043,L01218,SKU-ALPHA,4,44.3,0,STORE-009,2025-05-07,177.2
ORD000689,L00887,SKU-FOXTROT,2,22.37,5,STORE-024,2025-07-02,42.5
ORD000575,L00649,SKU-ECHO,5,179.28,0,STORE-011,2025-08-22,896.4
ORD001041,L01235,SKU-ALPHA,2,50.62,0,STORE-022,2025-07-10,101.24
ORD000249,L00132,SKU-BRAVO,1,53.43,5,STORE-019,2025-05-14,50.76
ORD000772,L00069,SKU-CHARLIE,4,46.58,0,STORE-010,2025-09-25,186.32
ORD001055,L01340,SKU-FOXTROT,4,79.92,0,STORE-040,2025-11-11,319.68
ORD000779,L01583,SKU-FOXTROT,2,235.6,0,STORE-027,2025-03-23,471.2
ORD000434,L00704,SKU-ECHO,4,124.22,20,STORE-042,2025-04-06,397.5
ORD000415,L01013,SKU-ALPHA,4,68.92,10,STORE-041,2025-12-06,248.11
ORD000144,L01022,SKU-CHARLIE,4,46.75,10,STORE-014,2025-12-21,168.3
ORD000216,L00344,SKU-CHARLIE,5,9.63,15,STORE-015,2025-04-24,40.93
ORD000459,L00067,SKU-DELTA,5,94.42,0,STORE-048,2025-07-05,472.1
ORD000464,L00183,SKU-FOXTROT,3,31.97,0,STORE-016,2025-07-30,95.91
ORD000788,L00771,SKU-BRAVO,2,11.62,15,STORE-005,2025-08-20,19.75
ORD001100,L01225,SKU-DELTA,1,30.23,15,STORE-028,2025-11-12,25.7
ORD000136,L01550,SKU-BRAVO,3,83.04,0,STORE-049,2025-02-08,249.12
ORD000605,L01439,SKU-BRAVO,4,188.96,0,STORE-012,2025-07-11,755.84
ORD000989,L00718,SKU-BRAVO,4,21.41,0,STORE-032,2025-03-21,85.64
ORD000050,L01549,SKU-ECHO,1,171.28,0,STORE-017,2025-10-03,171.28
ORD001081,L00514,SKU-CHARLIE,4,157.03,10,STORE-020,2025-08-06,565.31
ORD000180,L00959,SKU-ECHO,4,221.09,0,STORE-023,2025-10-01,884.36
ORD000225,L01383,SKU-ECHO,4,50.08,15,STORE-008,2025-11-27,170.27
ORD000753,L00165,SKU-CHARLIE,3,199.6,10,STORE-020,2025-10-16,538.92
ORD000397,L01671,SKU-FOXTROT,1,216.89,15,STORE-014,2025-11-08,184.36
ORD000392,L01150,SKU-ALPHA,3,244.24,5,STORE-041,2025-10-24,696.08
ORD000420,L01060,SKU-FOXTROT,4,203.09,20,STORE-012,2025-08-17,649.89
ORD000195,L01764,SKU-ALPHA,3,35.32,0,STORE-043,2025-05-24,105.96
ORD001112,L01541,SKU-CHARLIE,3,237.05,5,STORE-001,2025-05-03,675.59
ORD000711,L01080,SKU-ECHO,3,204.67,0,STORE-021,2025-05-13,614.01
ORD000359,L00416,SKU-ECHO,3,57.02,15,STORE-014,2025-08-10,145.4
ORD000079,L00364,SKU-BRAVO,2,45.47,5,STORE-023,2025-10-21,86.39
ORD001220,L00507,SKU-FOXTROT,4,234.42,0,STORE-039,2025-05-14,937.68
ORD000612,L01138,SKU-ALPHA,2,43.15,15,STORE-048,2025-07-31,73.35
ORD000629,L00151,SKU-ECHO,3,195.39,20,STORE-037,2025-06-01,468.94
ORD000095,L01687,SKU-DELTA,3,104.29,0,STORE-026,2025-08-10,312.87
ORD001166,L00809,SKU-BRAVO,4,182.33,15,STORE-026,2025-10-26,619.92
ORD001393,L00251,SKU-FOXTROT,5,27.5,15,STORE-050,2025-05-31,116.88
ORD000255,L00995,SKU-ECHO,4,182.64,0,STORE-050,2025-05-25,730.56
ORD000145,L00509,SKU-ALPHA,1,130.42,10,STORE-039,2025-03-15,117.38
ORD000625,L01167,SKU-ALPHA,4,225.59,15,STORE-009,2025-07-02,767.01
ORD000124,L00945,SKU-ALPHA,2,51.16,5,STORE-014,2025-06-16,97.2
ORD000413,L00182,SKU-CHARLIE,1,31.79,10,STORE-014,2025-02-28,28.61
ORD001314,L00794,SKU-CHARLIE,1,53.07,0,STORE-012,2025-12-20,53.07
ORD000530,L00901,SKU-ECHO,5,24.25,20,STORE-049,2025-11-10,97.0
ORD000834,L00732,SKU-ECHO,3,245.14,20,STORE-008,2025-04-17,588.34
ORD000688,L00445,SKU-ALPHA,2,35.1,0,STORE-043,2025-12-11,70.2
ORD001096,L00108,SKU-CHARLIE,1,54.21,5,STORE-041,2025-04-10,51.5
ORD000662,L01419,SKU-ECHO,4,203.37,0,STORE-027,2025-06-02,813.48
ORD000630,L00117,SKU-FOXTROT,4,65.45,0,STORE-016,2025-02-17,261.8
ORD001193,L00812,SKU-BRAVO,2,59.46,0,STORE-014,2025-08-12,118.92
ORD000129,L00933,SKU-ALPHA,1,169.72,20,STORE-034,2025-06-25,135.78
ORD000316,L00602,SKU-ALPHA,2,102.7,10,STORE-034,2025-04-08,184.86
ORD000484,L01045,SKU-CHARLIE,4,209.69,15,STORE-028,2025-04-16,712.95
ORD000244,L00040,SKU-CHARLIE,1,161.38,15,STORE-029,2025-12-08,137.17
