location_id,device_id,reading_timestamp,firmware_version,sensor_type,reading_value,status_flag
LOC_B,D0030,2023-01-22 22:11:00,2.0,temperature,43.98,ok
LOC_D,D0036,2023-03-11 05:33:00,2.0,temperature,68.52,ok
LOC_D,D0282,2023-01-16 00:43:00,1.1,pressure,49.87,error
LOC_D,D0109,2023-03-26 13:14:00,2.0,pressure,39.42,error
LOC_B,D0160,2023-02-06 07:36:00,2.0,pressure,58.23,warning
LOC_D,D0265,2023-02-11 02:17:00,1.0,temperature,37.79,ok
LOC_A,D0174,2023-01-02 21:57:00,2.0,pressure,52.09,ok
LOC_B,D0004,2023-01-07 11:05:00,2.0,pressure,30.4,ok
LOC_B,D0035,2023-03-24 09:55:00,1.0,humidity,36.72,ok
LOC_B,D0143,2023-03-02 21:24:00,1.1,temperature,51.97,error
LOC_B,D0293,2023-02-22 10:45:00,1.1,temperature,57.38,warning
LOC_D,D0098,2023-01-09 14:03:00,1.0,pressure,51.71,warning
LOC_C,D0217,2023-02-07 10:03:00,1.1,pressure,48.84,ok
LOC_A,D0032,2023-02-06 15:32:00,2.0,humidity,46.99,ok
LOC_B,D0099,2023-01-18 07:31:00,2.0,humidity,35.21,ok
LOC_D,D0094,2023-01-26 08:29:00,1.1,temperature,42.8,ok
LOC_D,D0282,2023-01-09 21:53:00,1.0,pressure,45.39,error
LOC_A,D0048,2023-03-26 07:40:00,1.0,temperature,60.57,warning
LOC_D,D0247,2023-01-20 10:56:00,1.1,temperature,53.44,ok
LOC_D,D0002,2023-02-05 12:53:00,1.1,humidity,32.37,warning
LOC_D,D0285,2023-03-02 05:52:00,2.0,humidity,53.24,ok
LOC_B,D0152,2023-01-20 19:34:00,1.0,pressure,46.15,error
LOC_A,D0161,2023-01-06 04:52:00,1.0,pressure,43.23,warning
LOC_B,D0030,2023-03-29 10:51:00,2.0,temperature,56.12,ok
LOC_A,D0035,2023-03-03 11:01:00,1.0,humidity,60.31,ok
LOC_B,D0297,2023-02-24 02:44:00,1.0,pressure,59.31,ok
LOC_D,D0299,2023-02-21 10:45:00,2.0,humidity,41.61,warning
LOC_B,D0161,2023-01-22 17:25:00,1.1,humidity,46.91,ok
LOC_C,D0235,2023-01-29 18:41:00,1.0,temperature,53.31,warning
LOC_A,D0038,2023-02-18 22:28:00,1.0,pressure,59.76,warning
LOC_B,D0179,2023-03-22 04:16:00,1.0,temperature,45.21,warning
LOC_C,D0081,2023-02-09 21:13:00,2.0,pressure,48.14,warning
LOC_A,D0284,2023-01-28 06:00:00,2.0,temperature,38.94,ok
LOC_C,D0060,2023-03-22 23:36:00,1.0,pressure,38.04,error
LOC_B,D0140,2023-01-26 15:30:00,2.0,temperature,58.13,error
LOC_C,D0105,2023-03-04 13:51:00,2.0,humidity,63.56,error
LOC_D,D0129,2023-03-24 09:44:00,1.0,temperature,49.28,error
LOC_D,D0142,2023-01-05 00:18:00,1.0,humidity,60.04,ok
LOC_C,D0083,2023-03-09 11:14:00,1.1,pressure,53.62,error
LOC_D,D0288,2023-01-01 21:07:00,1.0,temperature,43.55,error
LOC_B,D0280,2023-01-04 06:42:00,1.1,pressure,53.61,error
LOC_B,D0221,2023-01-12 14:24:00,1.0,humidity,65.38,warning
LOC_A,D0184,2023-01-20 02:55:00,2.0,temperature,49.64,error
LOC_A,D0182,2023-03-13 00:11:00,2.0,humidity,65.65,error
LOC_B,D0122,2023-03-20 16:45:00,1.0,temperature,23.8,warning
LOC_A,D0092,2023-03-09 01:02:00,1.1,humidity,58.22,error
LOC_B,D0137,2023-01-15 11:46:00,2.0,temperature,50.87,warning
LOC_A,D0241,2023-01-21 05:54:00,1.0,humidity,47.01,warning
LOC_C,D0117,2023-01-21 06:59:00,1.0,pressure,50.92,ok
LOC_D,D0169,2023-01-26 08:37:00,1.0,humidity,30.12,warning
LOC_D,D0275,2023-01-31 03:24:00,1.0,temperature,47.8,warning
LOC_B,D0298,2023-03-29 14:41:00,1.1,temperature,53.57,ok
LOC_D,D0177,2023-03-08 07:31:00,1.1,humidity,64.78,error
LOC_A,D0198,2023-03-23 20:59:00,2.0,temperature,44.82,warning
LOC_A,D0224,2023-01-01 03:41:00,2.0,pressure,41.92,error
LOC_B,D0187,2023-02-09 06:11:00,1.0,pressure,44.98,warning
LOC_C,D0064,2023-03-07 12:19:00,1.1,pressure,59.15,warning
LOC_D,D0168,2023-02-06 15:03:00,2.0,humidity,53.29,error
LOC_B,D0099,2023-02-08 06:28:00,2.0,humidity,44.7,error
LOC_B,D0292,2023-01-28 09:26:00,1.1,pressure,55.13,ok
LOC_C,D0147,2023-01-20 03:09:00,1.1,pressure,50.97,error
LOC_C,D0239,2023-02-10 05:05:00,1.1,pressure,59.69,ok
LOC_D,D0087,2023-03-01 23:16:00,1.0,humidity,42.98,error
LOC_C,D0048,2023-03-16 11:52:00,1.0,pressure,46.72,warning
LOC_B,D0102,2023-01-14 09:53:00,1.0,temperature,46.08,ok
LOC_D,D0038,2023-02-11 10:52:00,1.1,pressure,35.36,error
LOC_B,D0197,2023-02-14 23:59:00,1.1,temperature,52.96,ok
LOC_A,D0055,2023-03-12 20:29:00,1.1,temperature,52.61,ok
LOC_D,D0026,2023-02-20 17:40:00,1.0,temperature,50.05,warning
LOC_B,D0238,2023-03-02 18:20:00,2.0,pressure,47.65,error
LOC_C,D0227,2023-02-25 18:21:00,2.0,pressure,35.85,warning
LOC_D,D0082,2023-03-09 16:32:00,1.1,humidity,45.79,warning
LOC_B,D0142,2023-03-11 16:56:00,2.0,humidity,46.57,error
LOC_B,D0141,2023-02-10 00:54:00,1.0,pressure,41.98,warning
LOC_B,D0140,2023-01-31 13:40:00,1.1,pressure,48.39,ok
LOC_B,D0078,2023-01-22 01:11:00,1.1,pressure,54.04,ok
LOC_B,D0033,2023-02-07 18:17:00,1.1,humidity,68.86,error
LOC_D,D0213,2023-01-06 16:01:00,1.0,humidity,51.75,warning
LOC_A,D0295,2023-02-04 14:57:00,1.1,temperature,52.58,warning
LOC_C,D0200,2023-03-19 16:23:00,1.1,pressure,49.26,error
LOC_B,D0250,2023-01-20 23:20:00,1.1,humidity,30.81,warning
LOC_A,D0200,2023-01-31 14:17:00,2.0,pressure,49.73,warning
LOC_B,D0240,2023-03-25 16:46:00,1.0,pressure,50.6,error
LOC_A,D0202,2023-02-23 21:00:00,2.0,pressure,74.63,ok
LOC_A,D0220,2023-01-13 08:26:00,1.1,temperature,48.08,ok
LOC_C,D0195,2023-01-30 19:06:00,1.0,humidity,53.02,warning
LOC_C,D0195,2023-01-26 07:51:00,1.1,humidity,49.65,ok
LOC_D,D0010,2023-03-10 04:16:00,2.0,temperature,38.31,warning
LOC_B,D0036,2023-03-13 02:37:00,2.0,temperature,61.43,ok
LOC_B,D0103,2023-03-18 09:19:00,1.0,pressure,57.52,ok
LOC_B,D0065,2023-02-13 02:30:00,2.0,temperature,57.91,error
LOC_B,D0239,2023-03-05 16:00:00,1.1,humidity,40.91,ok
LOC_A,D0084,2023-03-29 19:27:00,1.1,temperature,64.03,error
LOC_A,D0160,2023-02-22 09:50:00,2.0,humidity,35.98,warning
LOC_B,D0039,2023-02-23 21:27:00,2.0,pressure,55.87,ok
LOC_A,D0155,2023-03-19 09:29:00,2.0,pressure,71.9,ok
LOC_A,D0178,2023-02-18 11:47:00,1.1,pressure,40.09,warning
LOC_A,D0260,2023-02-28 22:34:00,1.1,temperature,44.34,warning
LOC_D,D0055,2023-02-09 11:02:00,1.1,pressure,51.0,warning
LOC_B,D0223,2023-01-17 00:46:00,2.0,pressure,44.97,error
LOC_C,D0276,2023-03-12 12:13:00,1.1,humidity,34.49,warning
LOC_C,D0166,2023-03-19 12:35:00,1.0,temperature,50.69,warning
LOC_D,D0125,2023-03-10 07:26:00,1.1,pressure,39.38,error
LOC_D,D0173,2023-01-03 14:41:00,1.1,humidity,54.74,ok
LOC_D,D0109,2023-02-02 07:07:00,1.1,humidity,40.81,warning
LOC_C,D0285,2023-01-01 22:10:00,2.0,temperature,65.5,ok
LOC_B,D0209,2023-02-14 11:18:00,2.0,temperature,42.17,error
LOC_D,D0252,2023-02-10 19:03:00,1.0,temperature,46.78,warning
LOC_B,D0208,2023-03-04 23:13:00,1.0,humidity,58.14,error
LOC_C,D0243,2023-02-20 09:04:00,2.0,humidity,37.69,warning
LOC_C,D0181,2023-03-05 23:24:00,1.1,humidity,52.27,warning
LOC_C,D0119,2023-01-11 23:34:00,2.0,temperature,63.07,warning
LOC_A,D0275,2023-03-28 13:13:00,2.0,temperature,33.93,ok
LOC_B,D0248,2023-01-26 04:01:00,2.0,pressure,51.85,error
LOC_C,D0052,2023-03-17 18:54:00,1.0,humidity,52.6,ok
LOC_C,D0092,2023-01-28 12:18:00,1.0,pressure,57.82,error
LOC_B,D0141,2023-01-05 03:25:00,1.0,pressure,37.63,warning
LOC_B,D0252,2023-01-10 08:06:00,1.0,pressure,36.8,warning
LOC_D,D0246,2023-02-10 02:13:00,1.1,temperature,55.22,ok
LOC_C,D0245,2023-01-11 09:13:00,1.0,humidity,52.97,warning
LOC_A,D0296,2023-02-27 07:02:00,2.0,temperature,52.5,ok
LOC_B,D0289,2023-03-28 09:23:00,1.1,temperature,53.46,ok
LOC_A,D0286,2023-03-11 13:57:00,1.1,pressure,43.2,error
LOC_B,D0268,2023-02-04 14:56:00,1.1,humidity,52.32,warning
LOC_D,D0157,2023-02-21 18:11:00,2.0,temperature,52.93,error
LOC_A,D0107,2023-02-26 22:27:00,1.0,humidity,42.86,error
LOC_A,D0081,2023-01-22 19:59:00,1.0,pressure,68.66,ok
LOC_B,D0002,2023-02-07 04:25:00,1.1,pressure,54.74,error
LOC_D,D0150,2023-01-03 23:18:00,1.0,humidity,38.09,error
LOC_C,D0233,2023-01-07 11:29:00,2.0,temperature,56.57,warning
LOC_B,D0218,2023-01-11 10:43:00,2.0,temperature,40.25,error
LOC_B,D0137,2023-03-17 05:48:00,1.0,temperature,57.87,ok
LOC_B,D0158,2023-02-24 03:53:00,2.0,pressure,61.59,warning
LOC_D,D0064,2023-02-12 15:53:00,2.0,humidity,41.79,error
LOC_D,D0140,2023-02-15 13:17:00,2.0,humidity,59.63,warning
LOC_A,D0021,2023-03-22 22:58:00,1.1,pressure,54.13,warning
LOC_C,D0014,2023-01-09 07:30:00,1.0,pressure,58.22,error
LOC_A,D0138,2023-02-22 10:49:00,1.0,temperature,68.97,warning
LOC_D,D0143,2023-01-17 12:28:00,2.0,humidity,47.55,error
LOC_D,D0047,2023-02-12 18:45:00,1.1,humidity,42.46,warning
LOC_C,D0054,2023-03-20 01:44:00,1.0,humidity,41.1,warning
LOC_D,D0148,2023-03-02 07:26:00,1.1,pressure,41.84,ok
LOC_D,D0046,2023-01-29 15:04:00,1.1,humidity,49.23,ok
LOC_D,D0264,2023-03-17 02:04:00,1.0,pressure,53.41,error
LOC_D,D0212,2023-01-05 22:24:00,1.0,pressure,52.77,warning
LOC_D,D0227,2023-03-11 04:13:00,1.0,temperature,58.27,warning
LOC_B,D0148,2023-02-09 21:04:00,2.0,humidity,50.13,ok
LOC_A,D0123,2023-03-06 14:32:00,1.0,humidity,64.54,error
LOC_A,D0283,2023-02-07 03:16:00,1.0,temperature,47.35,ok
LOC_D,D0061,2023-02-28 22:56:00,1.0,humidity,77.2,error
LOC_C,D0261,2023-03-06 04:59:00,1.1,humidity,56.26,warning
LOC_D,D0125,2023-02-11 13:51:00,2.0,temperature,41.43,warning
LOC_B,D0261,2023-03-09 22:18:00,1.0,temperature,39.29,warning
LOC_D,D0175,2023-03-27 00:53:00,2.0,humidity,54.82,ok
LOC_C,D0153,2023-03-18 05:29:00,2.0,pressure,47.77,error
LOC_D,D0077,2023-02-10 15:29:00,2.0,humidity,57.14,warning
LOC_C,D0283,2023-03-11 10:31:00,2.0,humidity,54.73,warning
LOC_C,D0097,2023-03-05 11:42:00,1.0,pressure,49.27,warning
LOC_B,D0211,2023-01-04 23:20:00,1.1,pressure,41.53,warning
LOC_D,D0198,2023-03-02 09:51:00,2.0,temperature,34.85,warning
LOC_A,D0065,2023-02-15 17:16:00,2.0,humidity,45.53,ok
LOC_D,D0052,2023-02-17 20:57:00,1.1,temperature,58.56,error
LOC_B,D0210,2023-03-21 06:34:00,2.0,temperature,52.14,ok
LOC_D,D0136,2023-01-31 19:35:00,2.0,pressure,37.54,warning
LOC_A,D0169,2023-03-19 13:58:00,2.0,pressure,51.73,warning
LOC_C,D0250,2023-03-21 09:44:00,2.0,temperature,53.85,error
LOC_A,D0121,2023-02-27 10:47:00,2.0,humidity,41.16,ok
LOC_A,D0223,2023-01-09 23:03:00,2.0,pressure,51.54,ok
LOC_D,D0086,2023-03-05 04:04:00,1.1,temperature,50.58,ok
LOC_C,D0029,2023-01-27 16:52:00,1.1,humidity,38.57,warning
LOC_B,D0126,2023-02-18 08:21:00,1.1,pressure,53.58,error
LOC_B,D0088,2023-01-16 22:26:00,1.0,pressure,55.61,warning
LOC_B,D0255,2023-03-25 02:06:00,2.0,temperature,60.83,ok
LOC_D,D0131,2023-02-11 19:56:00,1.1,pressure,60.54,ok
LOC_D,D0148,2023-03-03 16:15:00,2.0,temperature,36.22,ok
LOC_D,D0177,2023-02-23 11:34:00,1.1,pressure,40.62,warning
LOC_C,D0234,2023-03-18 22:35:00,1.1,temperature,55.15,warning
LOC_D,D0055,2023-01-22 14:11:00,1.1,pressure,55.14,warning
LOC_C,D0152,2023-01-02 23:55:00,2.0,humidity,55.15,warning
LOC_A,D0290,2023-03-20 17:46:00,2.0,pressure,88.53,ok
LOC_D,D0147,2023-03-12 14:37:00,1.0,pressure,55.71,warning
LOC_B,D0098,2023-02-26 12:21:00,1.1,pressure,61.36,error
LOC_B,D0050,2023-03-24 05:30:00,2.0,pressure,59.54,ok
LOC_C,D0226,2023-01-04 00:53:00,2.0,humidity,56.51,error
LOC_B,D0047,2023-03-24 19:06:00,1.1,humidity,46.85,error
LOC_D,D0090,2023-01-19 06:38:00,1.0,pressure,57.59,warning
LOC_C,D0085,2023-01-24 09:21:00,1.1,humidity,42.27,error
LOC_C,D0059,2023-02-12 15:05:00,1.0,temperature,47.63,ok
LOC_D,D0286,2023-02-03 07:02:00,1.0,humidity,45.15,ok
LOC_C,D0275,2023-01-12 05:59:00,1.1,humidity,50.82,error
LOC_C,D0300,2023-02-04 16:21:00,2.0,humidity,73.15,ok
LOC_B,D0242,2023-01-03 06:40:00,2.0,pressure,31.33,warning
LOC_B,D0033,2023-02-27 20:03:00,1.1,pressure,56.86,warning
LOC_D,D0060,2023-01-13 17:20:00,1.0,temperature,33.87,warning
LOC_D,D0060,2023-01-09 20:19:00,1.0,pressure,45.28,ok
LOC_D,D0233,2023-02-03 18:29:00,2.0,pressure,60.89,error
LOC_D,D0080,2023-03-22 14:12:00,1.1,pressure,50.64,ok
LOC_D,D0209,2023-03-27 11:23:00,1.1,temperature,39.22,error
LOC_C,D0112,2023-02-10 08:35:00,1.1,temperature,42.85,warning
LOC_A,D0189,2023-02-19 13:24:00,2.0,humidity,56.8,ok
LOC_D,D0142,2023-01-18 06:38:00,1.0,humidity,42.7,ok
LOC_B,D0011,2023-01-05 14:29:00,1.1,temperature,52.16,ok
LOC_B,D0036,2023-03-17 12:45:00,2.0,temperature,50.46,error
LOC_B,D0120,2023-01-30 21:44:00,1.0,pressure,43.48,ok
LOC_C,D0075,2023-01-12 19:58:00,2.0,humidity,71.44,ok
LOC_A,D0014,2023-01-12 23:55:00,1.0,humidity,56.34,ok
LOC_C,D0009,2023-01-16 20:38:00,1.1,temperature,29.75,ok
LOC_D,D0270,2023-01-11 08:16:00,2.0,temperature,51.86,warning
LOC_D,D0186,2023-02-16 17:11:00,2.0,temperature,43.38,warning
LOC_B,D0023,2023-03-08 04:41:00,2.0,pressure,58.52,warning
LOC_D,D0016,2023-01-06 12:52:00,1.1,humidity,42.07,warning
LOC_A,D0252,2023-03-06 20:15:00,1.1,temperature,48.85,ok
LOC_C,D0076,2023-01-06 23:29:00,1.0,humidity,55.05,error
LOC_C,D0196,2023-02-24 09:01:00,2.0,humidity,58.66,warning
LOC_D,D0051,2023-03-14 04:32:00,2.0,temperature,38.0,error
LOC_B,D0221,2023-02-11 02:26:00,1.0,humidity,46.65,warning
LOC_D,D0205,2023-02-07 20:44:00,2.0,temperature,45.25,warning
LOC_D,D0161,2023-03-02 12:57:00,1.1,humidity,43.47,ok
LOC_D,D0035,2023-01-09 07:17:00,1.0,temperature,67.65,warning
LOC_A,D0191,2023-03-15 21:20:00,1.0,pressure,54.05,ok
LOC_C,D0063,2023-02-07 09:25:00,1.1,pressure,37.39,warning
LOC_A,D0148,2023-02-24 15:36:00,1.1,humidity,59.18,ok
LOC_B,D0080,2023-03-01 18:39:00,1.1,temperature,71.22,ok
LOC_C,D0285,2023-02-03 10:56:00,1.0,humidity,60.32,error
LOC_B,D0220,2023-03-18 22:16:00,2.0,pressure,34.81,error
LOC_A,D0137,2023-01-03 15:14:00,1.0,humidity,45.16,error
LOC_C,D0174,2023-02-01 22:49:00,1.0,temperature,62.67,ok
LOC_D,D0036,2023-01-13 21:55:00,2.0,pressure,42.92,ok
LOC_A,D0272,2023-01-20 13:57:00,1.1,humidity,54.44,warning
LOC_C,D0081,2023-02-03 16:23:00,1.1,pressure,57.75,warning
LOC_A,D0027,2023-01-15 03:52:00,1.0,pressure,40.73,ok
LOC_A,D0140,2023-02-10 07:59:00,2.0,humidity,49.4,warning
LOC_D,D0213,2023-01-25 20:44:00,1.0,pressure,17.59,ok
LOC_C,D0221,2023-01-11 02:14:00,1.1,pressure,39.76,error
LOC_D,D0270,2023-03-02 17:22:00,1.1,temperature,47.47,ok
LOC_D,D0029,2023-01-01 16:47:00,1.0,humidity,37.52,ok
LOC_B,D0131,2023-01-27 08:18:00,1.1,temperature,66.32,ok
LOC_D,D0221,2023-01-16 23:48:00,1.0,humidity,35.7,error
LOC_B,D0257,2023-02-20 20:33:00,2.0,humidity,45.6,ok
LOC_D,D0022,2023-02-09 16:56:00,1.0,humidity,51.31,ok
LOC_C,D0295,2023-02-09 01:47:00,2.0,humidity,64.41,error
LOC_D,D0149,2023-01-11 11:36:00,1.1,temperature,35.64,warning
LOC_B,D0236,2023-03-17 17:35:00,2.0,humidity,61.63,ok
LOC_D,D0055,2023-01-23 03:31:00,1.1,pressure,50.1,warning
LOC_A,D0203,2023-03-21 05:41:00,1.1,pressure,40.18,warning
LOC_B,D0171,2023-03-12 22:00:00,1.0,temperature,54.62,error
LOC_A,D0272,2023-02-16 10:00:00,1.0,humidity,51.99,warning
LOC_B,D0121,2023-01-10 08:34:00,1.0,humidity,44.0,ok
LOC_B,D0079,2023-03-11 04:42:00,2.0,temperature,50.7,ok
LOC_D,D0238,2023-03-10 16:06:00,2.0,pressure,46.15,warning
LOC_C,D0162,2023-01-14 17:46:00,1.1,temperature,51.14,warning
LOC_D,D0156,2023-03-14 11:36:00,1.1,pressure,56.62,ok
LOC_C,D0260,2023-01-07 18:04:00,1.1,humidity,65.86,warning
LOC_A,D0030,2023-02-03 13:31:00,1.1,temperature,37.62,error
LOC_A,D0260,2023-02-04 23:54:00,1.1,pressure,71.33,error
LOC_A,D0231,2023-03-24 17:50:00,2.0,pressure,30.48,ok
LOC_C,D0244,2023-02-15 15:15:00,1.0,temperature,48.48,warning
LOC_A,D0176,2023-03-07 00:26:00,1.0,pressure,55.88,error
LOC_B,D0021,2023-01-23 13:12:00,2.0,humidity,52.81,warning
LOC_B,D0187,2023-02-03 22:30:00,1.1,humidity,43.77,warning
LOC_C,D0027,2023-03-13 20:05:00,2.0,pressure,47.92,warning
LOC_A,D0169,2023-01-09 14:27:00,2.0,pressure,45.07,warning
LOC_C,D0130,2023-03-07 21:01:00,2.0,pressure,44.11,ok
LOC_C,D0042,2023-02-23 01:00:00,2.0,temperature,58.5,warning
LOC_C,D0201,2023-01-12 17:41:00,2.0,pressure,53.57,ok
LOC_C,D0287,2023-02-04 06:52:00,2.0,humidity,43.07,ok
LOC_A,D0217,2023-02-16 06:48:00,1.1,temperature,59.0,warning
LOC_C,D0093,2023-03-28 13:51:00,1.0,humidity,53.07,warning
LOC_B,D0116,2023-01-13 12:30:00,1.0,temperature,58.13,warning
LOC_A,D0260,2023-03-12 04:00:00,2.0,pressure,56.3,error
LOC_A,D0173,2023-03-21 18:30:00,2.0,temperature,41.71,error
LOC_D,D0079,2023-01-15 18:26:00,1.0,pressure,44.4,error
LOC_B,D0225,2023-01-04 23:26:00,1.1,humidity,57.47,error
LOC_B,D0228,2023-02-25 13:51:00,1.1,pressure,56.1,warning
LOC_B,D0274,2023-01-22 18:28:00,1.1,humidity,49.79,ok
LOC_C,D0293,2023-02-10 02:29:00,1.1,humidity,51.17,warning
LOC_D,D0083,2023-03-16 08:31:00,1.0,pressure,62.78,ok
LOC_C,D0027,2023-02-28 08:40:00,1.1,humidity,44.08,error
LOC_A,D0265,2023-03-19 11:24:00,1.0,humidity,55.47,ok
LOC_B,D0140,2023-02-10 21:33:00,2.0,temperature,47.98,warning
LOC_A,D0114,2023-03-16 08:06:00,1.1,humidity,47.82,ok
LOC_D,D0028,2023-02-06 02:04:00,2.0,humidity,60.99,ok
LOC_D,D0042,2023-02-04 03:00:00,1.0,temperature,58.25,warning
LOC_A,D0172,2023-03-14 00:47:00,1.0,temperature,58.14,ok
LOC_C,D0242,2023-03-05 08:35:00,1.0,pressure,63.05,warning
LOC_D,D0003,2023-03-24 10:52:00,1.0,temperature,50.21,warning
LOC_B,D0077,2023-02-19 22:52:00,2.0,pressure,56.82,error
LOC_D,D0057,2023-03-12 15:34:00,1.1,temperature,46.9,warning
LOC_A,D0025,2023-01-22 16:52:00,1.1,pressure,53.24,error
LOC_D,D0033,2023-01-11 02:10:00,1.1,pressure,48.7,error
LOC_A,D0264,2023-02-22 08:12:00,1.0,pressure,50.97,ok
LOC_C,D0220,2023-01-01 03:25:00,2.0,humidity,55.95,ok
LOC_D,D0096,2023-03-02 11:20:00,2.0,temperature,41.82,error
LOC_C,D0035,2023-03-28 18:44:00,2.0,pressure,70.92,error
LOC_A,D0200,2023-03-21 11:49:00,1.1,temperature,39.94,error
LOC_D,D0192,2023-01-24 02:06:00,2.0,temperature,37.86,warning
LOC_A,D0177,2023-01-22 22:44:00,2.0,pressure,61.58,error
LOC_A,D0298,2023-03-08 22:02:00,1.1,temperature,57.92,ok
LOC_C,D0280,2023-01-31 19:34:00,2.0,temperature,56.24,error
LOC_D,D0246,2023-02-27 12:02:00,1.0,temperature,56.28,ok
LOC_D,D0019,2023-01-27 17:02:00,1.0,temperature,49.88,ok
LOC_A,D0162,2023-03-26 22:58:00,1.1,pressure,41.03,warning
LOC_D,D0130,2023-01-04 07:59:00,2.0,temperature,50.76,warning
LOC_C,D0025,2023-03-20 19:21:00,2.0,humidity,43.23,warning
LOC_A,D0189,2023-02-09 18:32:00,1.1,pressure,59.75,warning
LOC_D,D0174,2023-03-30 15:07:00,1.0,humidity,48.53,error
LOC_D,D0189,2023-03-26 03:11:00,2.0,humidity,41.75,ok
LOC_D,D0041,2023-02-09 04:40:00,2.0,temperature,46.79,error
LOC_C,D0165,2023-01-10 08:07:00,1.0,humidity,54.13,error
LOC_C,D0157,2023-02-10 14:07:00,2.0,pressure,44.36,warning
LOC_B,D0228,2023-02-01 23:57:00,1.1,temperature,41.78,error
LOC_C,D0223,2023-01-25 23:46:00,2.0,temperature,52.44,ok
LOC_D,D0187,2023-02-16 16:51:00,2.0,pressure,52.45,ok
LOC_A,D0074,2023-03-19 05:56:00,2.0,pressure,44.93,warning
LOC_A,D0065,2023-01-07 02:52:00,1.0,pressure,45.29,warning
LOC_C,D0197,2023-03-28 10:08:00,2.0,temperature,52.32,error
LOC_B,D0231,2023-03-28 08:44:00,1.1,humidity,35.52,warning
LOC_A,D0294,2023-01-13 12:47:00,2.0,humidity,35.93,warning
LOC_C,D0143,2023-01-23 17:17:00,1.0,temperature,42.82,error
LOC_B,D0256,2023-02-17 03:01:00,1.1,pressure,47.87,ok
LOC_C,D0134,2023-03-06 01:59:00,1.1,temperature,53.11,error
LOC_C,D0252,2023-01-19 05:17:00,1.0,temperature,64.75,ok
LOC_D,D0089,2023-03-23 19:11:00,2.0,humidity,58.58,ok
LOC_C,D0178,2023-03-06 14:00:00,1.0,pressure,48.4,error
LOC_C,D0154,2023-03-19 11:49:00,1.0,pressure,49.81,error
LOC_B,D0186,2023-02-16 07:23:00,1.0,temperature,39.97,ok
LOC_B,D0122,2023-03-13 22:35:00,1.1,temperature,49.81,warning
LOC_C,D0240,2023-03-15 03:37:00,2.0,temperature,47.11,error
LOC_A,D0034,2023-01-29 03:39:00,1.1,pressure,53.23,error
LOC_D,D0270,2023-02-07 09:23:00,1.1,pressure,41.73,ok
LOC_B,D0163,2023-02-28 11:12:00,1.0,humidity,55.19,warning
LOC_C,D0066,2023-03-21 21:55:00,2.0,pressure,65.33,error
LOC_B,D0067,2023-02-09 09:04:00,2.0,temperature,48.91,ok
LOC_B,D0156,2023-01-15 23:41:00,1.0,humidity,54.02,error
LOC_B,D0178,2023-03-28 05:48:00,2.0,humidity,56.9,ok
LOC_C,D0101,2023-02-27 19:18:00,2.0,humidity,45.99,ok
LOC_C,D0274,2023-01-09 12:05:00,2.0,pressure,52.24,ok
LOC_B,D0088,2023-03-01 23:01:00,2.0,pressure,50.13,error
LOC_C,D0289,2023-01-04 17:59:00,1.0,temperature,50.98,ok
