location_id,sales_channel,week_start_dt,txn_id,category,product_sku,units_sold,net_sales
174,Online,2025-12-22,1,Home,10044,5,91.66
150,Pickup,2025-11-24,1,Beauty,10075,3,98.96
102,InStore,2025-10-20,1,Electronics,10006,1,95.02
197,InStore,2025-11-24,1,Grocery,10084,2,121.69
207,Online,2025-10-27,1,Home,10099,1,117.83
108,InStore,2025-12-22,1,Grocery,10095,4,326.54
175,Online,2025-11-03,1,Beauty,10015,2,40.45
211,Online,2025-11-03,1,Beauty,10073,0,0.0
247,InStore,2025-11-17,1,Apparel,10047,3,76.41
210,InStore,2025-11-17,1,Apparel,10144,0,0.0
111,Pickup,2025-12-22,1,Grocery,10033,3,204.75
258,InStore,2025-11-17,1,Apparel,10072,2,222.65
221,InStore,2025-10-06,1,Grocery,10122,0,0.0
157,Pickup,2025-11-24,1,Beauty,10126,2,152.44
149,Online,2025-10-06,1,Home,10096,2,133.34
245,Pickup,2025-11-10,1,Grocery,10164,2,60.52
162,Pickup,2025-10-06,1,Home,10084,0,0.0
241,Pickup,2025-12-15,1,Grocery,10061,5,344.66
250,Online,2025-10-06,1,Apparel,10069,1,15.34
132,Online,2025-12-01,1,Electronics,10169,4,438.86
144,Pickup,2025-12-01,1,Home,10052,2,125.76
218,InStore,2025-10-13,1,Electronics,10153,2,70.62
138,Pickup,2025-12-01,1,Electronics,10090,1,94.63
199,Online,2025-11-03,1,Grocery,10065,0,0.0
187,InStore,2025-12-01,1,Apparel,10071,2,60.78
188,Online,2025-10-13,1,Grocery,10018,2,184.14
255,Pickup,2025-10-13,1,Grocery,10102,4,363.03
245,InStore,2025-10-06,1,Apparel,10141,2,34.62
131,InStore,2025-11-03,1,Beauty,10056,2,150.2
141,Pickup,2025-12-08,1,Electronics,10077,0,0.0
179,Pickup,2025-10-06,1,Electronics,10124,3,127.39
230,Pickup,2025-12-22,1,Home,10079,1,43.33
167,Pickup,2025-12-22,1,Home,10072,1,74.91
224,InStore,2025-10-13,1,Home,10101,5,553.81
100,Pickup,2025-10-20,1,Apparel,10058,4,325.05
213,InStore,2025-11-03,1,Beauty,10138,0,0.0
246,Online,2025-12-01,2,Apparel,10124,0,0.0
216,Pickup,2025-12-01,1,Electronics,10066,2,170.57
171,Online,2025-12-22,1,Electronics,10095,2,68.68
214,InStore,2025-11-24,1,Beauty,10153,3,164.92
107,InStore,2025-12-08,1,Grocery,10162,1,59.74
160,Online,2025-11-17,1,Beauty,10092,2,225.22
146,InStore,2025-11-24,1,Grocery,10044,2,64.84
159,Pickup,2025-12-01,1,Home,10102,2,41.97
233,Online,2025-10-13,1,Apparel,10174,2,111.8
188,Pickup,2025-12-08,1,Beauty,10013,3,191.23
147,Pickup,2025-12-08,1,Beauty,10013,2,66.85
250,Online,2025-12-01,1,Home,10153,4,301.17
230,Pickup,2025-12-22,1,Apparel,10101,1,31.01
242,Pickup,2025-11-24,1,Apparel,10049,2,19.14
110,Online,2025-11-17,1,Electronics,10141,3,154.78
248,Pickup,2025-12-15,1,Apparel,10143,0,0.0
130,InStore,2025-10-06,1,Home,10073,1,81.99
111,InStore,2025-10-27,1,Apparel,10146,2,217.39
113,InStore,2025-10-06,1,Apparel,10031,1,76.84
122,Online,2025-11-17,1,Electronics,10078,1,16.79
249,InStore,2025-11-03,1,Home,10054,2,150.17
200,Pickup,2025-12-22,1,Grocery,10088,3,125.38
252,Online,2025-11-10,1,Grocery,10069,0,0.0
239,InStore,2025-11-10,1,Grocery,10083,2,207.72
150,Pickup,2025-10-13,1,Electronics,10135,4,358.46
120,Pickup,2025-10-06,1,Apparel,10125,3,239.33
198,InStore,2025-10-27,1,Grocery,10169,3,150.03
199,Pickup,2025-11-03,2,Beauty,10065,7,694.72
251,Online,2025-12-15,1,Apparel,10053,3,96.4
224,Pickup,2025-10-13,1,Beauty,10005,1,29.46
192,Pickup,2025-11-17,1,Electronics,10161,3,238.25
253,Pickup,2025-11-03,1,Home,10091,0,0.0
105,InStore,2025-10-13,1,Electronics,10053,0,0.0
181,Pickup,2025-11-17,1,Home,10025,3,142.75
239,Pickup,2025-12-15,1,Home,10021,4,205.62
137,InStore,2025-11-10,1,Home,10153,2,172.54
125,Online,2025-11-10,1,Home,10110,4,226.72
133,InStore,2025-11-24,1,Apparel,10025,3,272.21
250,InStore,2025-10-27,1,Apparel,10076,3,239.33
163,InStore,2025-10-06,1,Electronics,10123,2,47.69
241,Pickup,2025-10-06,1,Electronics,10162,4,214.31
219,Online,2025-11-03,1,Home,10148,0,0.0
179,Online,2025-12-22,1,Apparel,10134,2,229.2
107,Pickup,2025-11-10,1,Grocery,10003,1,79.3
216,InStore,2025-11-17,1,Apparel,10102,1,12.13
226,InStore,2025-11-10,1,Grocery,10151,1,59.38
247,Online,2025-11-03,1,Grocery,10094,3,182.61
218,InStore,2025-12-01,1,Beauty,10170,2,186.25
212,Pickup,2025-10-13,1,Apparel,10066,2,60.14
200,Online,2025-10-27,1,Home,10009,2,117.42
178,Pickup,2025-11-24,1,Electronics,10123,3,169.89
248,Online,2025-10-27,1,Grocery,10038,2,226.15
175,Online,2025-10-13,1,Apparel,10112,1,25.04
184,InStore,2025-12-22,1,Apparel,10039,0,0.0
201,Online,2025-10-20,1,Grocery,10002,4,84.5
218,Pickup,2025-12-08,1,Apparel,10000,3,45.15
248,Pickup,2025-10-27,1,Home,10056,1,110.7
129,Online,2025-11-03,1,Grocery,10062,2,103.28
237,InStore,2025-12-22,1,Apparel,10041,0,0.0
234,InStore,2025-10-27,1,Apparel,10064,2,234.64
131,Pickup,2025-11-03,1,Electronics,10125,1,14.52
102,Online,2025-12-01,1,Home,10175,4,256.88
143,Online,2025-12-01,1,Electronics,10171,1,100.58
133,Online,2025-12-22,1,Electronics,10111,0,0.0
135,InStore,2025-11-24,1,Electronics,10160,2,95.87
199,InStore,2025-10-20,1,Electronics,10110,4,426.42
115,InStore,2025-10-13,1,Home,10094,0,0.0
180,InStore,2025-10-13,1,Grocery,10091,1,23.3
247,Pickup,2025-12-01,1,Grocery,10156,0,0.0
188,Online,2025-12-22,1,Grocery,10030,2,46.94
151,InStore,2025-10-27,1,Apparel,10179,2,34.28
195,InStore,2025-10-06,1,Grocery,10071,4,169.01
159,Pickup,2025-12-08,1,Electronics,10166,2,132.91
102,Online,2025-10-13,1,Home,10151,1,78.09
147,Online,2025-10-06,1,Beauty,10019,1,98.07
211,Online,2025-12-15,1,Electronics,10107,0,0.0
236,InStore,2025-11-17,1,Grocery,10139,2,84.23
240,Online,2025-12-15,1,Electronics,10054,2,22.24
128,InStore,2025-12-15,1,Home,10108,3,77.33
121,Pickup,2025-11-10,1,Grocery,10056,5,337.96
187,Pickup,2025-12-15,1,Grocery,10097,3,241.3
164,InStore,2025-11-10,1,Beauty,10007,3,51.64
118,Online,2025-11-10,1,Electronics,10151,1,87.69
119,Pickup,2025-12-15,1,Grocery,10058,5,262.05
219,InStore,2025-11-17,1,Beauty,10149,1,110.62
142,Online,2025-10-06,1,Home,10166,2,94.15
205,InStore,2025-12-15,1,Electronics,10144,1,73.75
172,Online,2025-11-24,1,Beauty,10019,1,115.87
146,Pickup,2025-11-03,1,Beauty,10153,4,193.25
140,Pickup,2025-12-22,1,Home,10021,1,11.67
125,Pickup,2025-12-01,1,Electronics,10178,1,67.45
155,Online,2025-12-01,1,Beauty,10035,2,168.68
215,Online,2025-11-03,1,Home,10140,5,148.05
147,Pickup,2025-10-06,1,Apparel,10085,5,507.12
229,Pickup,2025-10-27,1,Home,10116,3,88.99
251,InStore,2025-10-06,1,Grocery,10078,1,107.73
193,Pickup,2025-11-24,1,Apparel,10119,2,29.11
175,InStore,2025-10-13,1,Grocery,10098,2,227.91
217,InStore,2025-11-03,1,Apparel,10171,1,90.38
142,Online,2025-10-20,1,Apparel,10097,3,311.66
146,Pickup,2025-12-15,1,Home,10007,4,233.45
251,Online,2025-12-15,1,Apparel,10006,3,294.62
197,InStore,2025-11-10,1,Apparel,10105,2,229.17
125,InStore,2025-12-01,2,Home,10178,1,56.65
101,InStore,2025-11-03,1,Home,10056,2,43.45
173,Online,2025-11-17,1,Electronics,10144,5,569.8
101,InStore,2025-12-15,1,Grocery,10155,4,273.52
222,Online,2025-12-08,1,Grocery,10177,2,48.03
235,Pickup,2025-12-08,1,Home,10179,3,311.56
174,Pickup,2025-10-20,1,Apparel,10142,2,226.12
236,Online,2025-10-13,1,Beauty,10081,3,306.78
231,Online,2025-11-03,1,Grocery,10079,1,34.83
250,Online,2025-10-13,1,Apparel,10075,2,225.41
217,Pickup,2025-10-13,1,Home,10169,0,0.0
257,Online,2025-10-06,1,Beauty,10058,1,101.32
100,Pickup,2025-10-13,1,Grocery,10087,2,43.4
129,InStore,2025-10-06,1,Home,10062,1,74.86
176,InStore,2025-10-20,1,Apparel,10139,3,117.3
255,Online,2025-10-13,1,Grocery,10162,0,0.0
123,InStore,2025-12-01,1,Apparel,10115,4,362.04
237,InStore,2025-12-01,1,Beauty,10175,1,42.25
226,Pickup,2025-12-15,1,Electronics,10063,5,121.47
195,Pickup,2025-11-10,1,Grocery,10046,4,268.35
207,InStore,2025-11-10,1,Beauty,10095,1,43.43
105,Online,2025-12-22,1,Home,10029,0,0.0
210,Pickup,2025-10-13,1,Grocery,10179,2,66.33
111,Pickup,2025-12-22,1,Beauty,10015,3,347.6
207,Pickup,2025-10-27,1,Electronics,10147,4,378.24
150,InStore,2025-10-27,1,Electronics,10078,1,61.91
139,Online,2025-11-24,1,Home,10048,3,294.09
259,Pickup,2025-10-27,1,Home,10037,2,95.28
255,Online,2025-11-17,1,Home,10003,1,26.65
177,Online,2025-10-27,1,Electronics,10072,3,341.4
146,InStore,2025-10-06,1,Electronics,10088,1,45.28
114,Pickup,2025-11-24,1,Beauty,10044,1,48.91
206,InStore,2025-12-01,1,Electronics,10019,2,199.12
131,InStore,2025-11-24,1,Home,10177,1,95.2
129,Online,2025-10-13,1,Beauty,10101,2,144.02
207,InStore,2025-10-20,1,Electronics,10172,1,34.48
211,InStore,2025-11-24,1,Grocery,10142,4,114.06
221,Pickup,2025-10-13,1,Electronics,10130,2,176.34
139,InStore,2025-11-10,1,Apparel,10038,1,22.51
116,Online,2025-12-08,1,Apparel,10144,3,278.07
211,Online,2025-11-10,1,Apparel,10083,0,0.0
164,InStore,2025-11-24,1,Grocery,10018,1,12.72
205,InStore,2025-10-13,1,Beauty,10019,1,19.29
184,Pickup,2025-11-24,1,Beauty,10046,0,0.0
104,InStore,2025-11-17,1,Beauty,10083,1,55.0
112,InStore,2025-12-15,1,Apparel,10029,3,81.94
123,Pickup,2025-10-27,1,Beauty,10172,3,274.64
189,Online,2025-12-22,1,Apparel,10106,2,44.07
113,InStore,2025-11-24,1,Beauty,10076,4,403.47
226,Online,2025-10-20,1,Beauty,10126,2,46.65
231,Pickup,2025-12-22,1,Grocery,10103,3,59.33
201,InStore,2025-12-15,1,Apparel,10022,2,52.75
176,Online,2025-10-13,1,Apparel,10078,2,104.42
118,Pickup,2025-11-03,1,Grocery,10057,5,217.7
122,InStore,2025-12-22,1,Grocery,10166,5,430.41
177,InStore,2025-11-17,2,Grocery,10084,0,0.0
148,InStore,2025-12-08,1,Apparel,10098,4,382.81
179,Pickup,2025-12-15,1,Home,10098,0,0.0
102,Online,2025-12-01,1,Apparel,10040,0,0.0
100,Online,2025-11-03,1,Home,10170,2,143.37
174,Online,2025-10-27,1,Grocery,10011,0,0.0
128,InStore,2025-11-17,1,Apparel,10055,1,101.84
107,Online,2025-11-03,1,Beauty,10049,3,273.83
133,Pickup,2025-12-22,2,Electronics,10111,2,151.98
239,InStore,2025-11-24,1,Apparel,10106,0,0.0
203,Pickup,2025-12-08,1,Grocery,10179,1,54.57
212,InStore,2025-11-24,1,Beauty,10143,5,468.53
182,Pickup,2025-11-03,1,Home,10038,2,57.97
118,InStore,2025-12-08,1,Grocery,10164,1,32.52
228,InStore,2025-11-24,1,Home,10025,2,60.87
208,Online,2025-12-01,1,Apparel,10076,2,103.57
239,Pickup,2025-12-22,1,Electronics,10067,2,202.42
122,Pickup,2025-12-08,1,Apparel,10019,4,378.61
139,Online,2025-10-20,1,Home,10156,4,182.45
233,InStore,2025-11-03,1,Beauty,10099,3,148.83
187,Pickup,2025-10-27,1,Home,10146,2,178.79
131,Pickup,2025-11-17,1,Grocery,10164,2,188.74
226,Online,2025-10-06,1,Home,10137,2,152.02
161,Pickup,2025-12-15,1,Electronics,10003,0,0.0
141,InStore,2025-12-08,1,Home,10051,2,158.74
163,Pickup,2025-11-03,1,Electronics,10005,2,130.07
221,Pickup,2025-12-08,1,Electronics,10068,2,107.28
215,InStore,2025-11-17,1,Home,10119,1,52.11
250,Pickup,2025-10-27,2,Home,10076,3,161.18
219,Pickup,2025-10-13,1,Home,10004,5,553.59
140,InStore,2025-10-20,1,Beauty,10089,4,73.67
167,InStore,2025-11-10,1,Apparel,10037,5,168.01
219,InStore,2025-11-17,1,Grocery,10069,3,91.89
242,Pickup,2025-10-13,1,Home,10169,2,172.38
248,Pickup,2025-11-03,1,Home,10016,2,239.66
212,Pickup,2025-10-27,1,Apparel,10100,2,169.19
218,Pickup,2025-11-24,1,Apparel,10131,4,335.26
157,InStore,2025-12-15,2,Apparel,10127,6,150.23
108,Pickup,2025-11-17,1,Home,10159,4,152.94
259,Online,2025-11-24,1,Grocery,10026,2,35.57
110,Pickup,2025-12-08,1,Apparel,10079,2,68.03
116,Online,2025-12-15,1,Electronics,10086,1,108.36
226,InStore,2025-10-20,1,Home,10117,1,98.48
253,Online,2025-10-20,1,Grocery,10080,0,0.0
119,Online,2025-12-15,1,Grocery,10034,2,231.6
248,Online,2025-11-17,1,Grocery,10088,1,108.87
248,InStore,2025-10-20,1,Apparel,10159,3,171.02
135,Online,2025-12-22,1,Beauty,10157,2,217.67
241,Online,2025-11-17,1,Electronics,10067,3,202.65
237,Pickup,2025-12-15,1,Home,10048,2,145.98
212,Online,2025-10-20,1,Apparel,10054,2,51.27
163,Pickup,2025-11-03,1,Grocery,10172,1,25.59
191,Online,2025-12-08,1,Grocery,10160,1,78.23
236,InStore,2025-11-17,1,Grocery,10056,3,127.27
120,Online,2025-12-01,1,Electronics,10101,5,386.5
257,Online,2025-11-10,1,Electronics,10150,2,169.87
159,Online,2025-12-01,1,Electronics,10037,3,273.26
139,Online,2025-11-03,1,Grocery,10072,1,86.85
169,Pickup,2025-12-15,1,Apparel,10119,2,229.98
257,InStore,2025-10-06,1,Electronics,10067,2,135.68
129,Online,2025-11-10,1,Electronics,10032,5,344.53
235,Pickup,2025-12-15,1,Apparel,10000,1,98.37
103,Pickup,2025-12-15,1,Home,10007,0,0.0
110,Pickup,2025-10-20,1,Home,10042,4,131.09
195,Online,2025-10-27,1,Home,10124,1,107.6
245,Online,2025-11-24,1,Beauty,10076,2,64.06
187,InStore,2025-10-20,1,Grocery,10130,2,147.51
190,Online,2025-12-22,1,Grocery,10053,2,164.05
113,Online,2025-10-27,1,Beauty,10152,4,354.02
116,InStore,2025-12-08,1,Apparel,10158,3,313.85
153,Online,2025-11-17,2,Apparel,10069,1,87.97
259,Pickup,2025-12-08,1,Beauty,10087,2,169.63
225,Pickup,2025-10-20,1,Grocery,10069,1,37.5
142,InStore,2025-10-20,2,Electronics,10097,2,103.98
122,InStore,2025-12-01,1,Apparel,10091,2,64.44
231,Online,2025-10-20,1,Beauty,10046,0,0.0
207,InStore,2025-10-27,1,Home,10157,1,114.25
169,Pickup,2025-10-20,1,Home,10147,2,220.53
241,Pickup,2025-10-06,2,Grocery,10162,1,43.44
126,Pickup,2025-11-17,1,Electronics,10103,2,94.81
255,Pickup,2025-12-22,1,Beauty,10129,1,68.71
220,InStore,2025-11-17,1,Apparel,10166,2,70.24
141,InStore,2025-10-20,1,Home,10058,5,181.33
106,Pickup,2025-10-20,1,Home,10032,4,222.98
203,InStore,2025-11-17,1,Grocery,10159,2,83.45
168,Pickup,2025-10-27,1,Electronics,10098,0,0.0
180,Online,2025-12-15,1,Electronics,10175,3,227.95
200,InStore,2025-10-06,1,Grocery,10013,1,117.04
198,InStore,2025-10-13,1,Apparel,10131,5,321.33
100,InStore,2025-11-24,1,Apparel,10059,0,0.0
250,InStore,2025-12-15,1,Beauty,10068,1,39.12
153,Online,2025-10-06,1,Beauty,10059,1,70.23
135,Pickup,2025-10-06,1,Apparel,10078,2,170.43
123,Online,2025-10-06,1,Home,10121,0,0.0
115,Pickup,2025-10-13,1,Home,10029,3,160.29
212,Pickup,2025-12-08,1,Beauty,10129,3,103.77
230,Online,2025-10-27,1,Home,10040,3,353.02
165,InStore,2025-12-15,1,Home,10018,2,48.02
196,Online,2025-11-17,1,Grocery,10024,4,375.69
175,Online,2025-10-13,1,Grocery,10078,3,201.45
253,Pickup,2025-11-03,2,Apparel,10091,0,0.0
106,InStore,2025-10-20,2,Electronics,10032,3,106.79
100,Online,2025-12-01,1,Electronics,10076,2,168.84
180,Pickup,2025-10-20,1,Beauty,10120,1,46.62
179,Online,2025-10-06,1,Grocery,10042,2,93.45
218,InStore,2025-12-01,1,Apparel,10041,3,182.14
215,Pickup,2025-12-22,1,Home,10172,4,380.7
183,InStore,2025-10-06,1,Beauty,10108,2,85.9
210,Pickup,2025-10-13,1,Grocery,10099,4,301.87
103,Online,2025-10-20,1,Apparel,10017,1,100.84
113,Online,2025-11-17,1,Beauty,10003,1,48.43
209,Pickup,2025-11-24,1,Beauty,10094,3,83.64
162,Online,2025-10-13,1,Home,10094,2,24.8
157,InStore,2025-10-13,1,Beauty,10170,1,21.12
147,Online,2025-10-13,1,Grocery,10154,1,107.52
192,InStore,2025-12-01,1,Apparel,10001,1,93.01
206,InStore,2025-10-13,1,Electronics,10000,2,25.38
122,Pickup,2025-10-13,1,Apparel,10142,2,205.35
249,Pickup,2025-10-13,1,Electronics,10000,1,98.17
120,InStore,2025-12-22,1,Home,10087,3,326.84
159,Pickup,2025-11-03,1,Electronics,10043,1,81.31
184,Online,2025-11-03,1,Beauty,10003,2,178.65
219,InStore,2025-10-20,1,Beauty,10033,1,50.62
149,Pickup,2025-12-15,1,Grocery,10120,1,114.12
125,Online,2025-11-17,1,Apparel,10056,2,203.62
179,Pickup,2025-12-08,1,Grocery,10110,2,53.8
185,InStore,2025-11-24,1,Electronics,10101,3,99.86
153,Pickup,2025-10-27,1,Grocery,10111,3,86.52
152,Online,2025-10-27,1,Beauty,10117,3,145.65
208,Pickup,2025-11-03,1,Grocery,10137,1,83.18
162,Pickup,2025-10-20,1,Electronics,10164,0,0.0
187,Online,2025-10-13,1,Electronics,10055,3,28.79
154,Pickup,2025-12-01,1,Home,10127,3,124.2
246,Online,2025-11-17,1,Grocery,10157,4,220.31
136,InStore,2025-12-15,1,Beauty,10054,0,0.0
246,InStore,2025-10-13,1,Apparel,10062,2,147.54
106,InStore,2025-10-27,1,Grocery,10039,2,163.57
125,Online,2025-11-17,2,Electronics,10056,1,23.83
199,InStore,2025-10-13,1,Home,10062,2,138.6
227,Pickup,2025-11-24,1,Beauty,10137,3,189.15
127,Pickup,2025-12-22,1,Electronics,10088,3,246.19
107,Online,2025-12-08,1,Apparel,10022,1,21.44
195,InStore,2025-11-10,1,Home,10110,0,0.0
190,Pickup,2025-10-27,1,Apparel,10112,1,87.72
182,Pickup,2025-10-13,1,Electronics,10177,3,158.85
122,Online,2025-11-17,1,Beauty,10047,3,69.34
130,Online,2025-11-17,1,Electronics,10138,0,0.0
170,Online,2025-11-24,1,Apparel,10090,0,0.0
168,Online,2025-10-06,1,Grocery,10040,2,227.67
131,InStore,2025-11-10,1,Home,10041,1,53.7
152,Online,2025-12-15,1,Grocery,10111,1,13.98
119,Online,2025-10-13,1,Beauty,10029,1,57.83
208,Pickup,2025-11-24,1,Home,10154,0,0.0
257,Online,2025-12-22,1,Electronics,10149,2,186.12
147,Pickup,2025-12-01,1,Home,10126,4,326.61
256,InStore,2025-10-27,1,Electronics,10129,3,145.8
151,InStore,2025-10-06,1,Home,10163,3,87.8
143,InStore,2025-12-22,1,Grocery,10039,1,43.39
159,Online,2025-11-10,1,Beauty,10085,3,76.54
147,Pickup,2025-10-27,1,Electronics,10030,2,76.85
108,InStore,2025-12-01,1,Electronics,10092,3,84.72
215,Online,2025-12-22,1,Electronics,10055,3,70.61
123,InStore,2025-10-20,1,Grocery,10145,3,298.53
168,InStore,2025-10-20,1,Grocery,10054,1,53.03
217,InStore,2025-11-17,1,Electronics,10043,2,97.7
112,Online,2025-11-03,1,Home,10024,1,55.11
133,InStore,2025-10-13,1,Apparel,10019,4,425.25
100,InStore,2025-11-10,1,Home,10159,4,266.04
200,InStore,2025-12-15,1,Beauty,10156,1,81.48
246,InStore,2025-11-10,1,Grocery,10091,1,74.57
233,Online,2025-12-01,1,Apparel,10124,1,61.88
125,Pickup,2025-11-10,2,Beauty,10110,2,126.82
139,Online,2025-12-01,1,Home,10018,0,0.0
184,InStore,2025-12-08,1,Electronics,10162,1,77.26
111,Pickup,2025-11-10,1,Apparel,10027,3,129.11
184,InStore,2025-11-24,2,Grocery,10046,0,0.0
184,InStore,2025-11-10,1,Apparel,10047,1,53.68
151,Pickup,2025-12-08,1,Apparel,10135,3,188.4
207,InStore,2025-11-17,1,Beauty,10061,1,69.59
120,Pickup,2025-12-15,1,Apparel,10078,1,116.97
144,InStore,2025-12-01,1,Beauty,10020,0,0.0
107,InStore,2025-10-13,1,Apparel,10150,2,147.02
214,Online,2025-10-13,1,Beauty,10063,6,398.56
100,InStore,2025-10-27,1,Beauty,10008,1,16.74
173,Pickup,2025-10-06,1,Electronics,10067,1,34.64
116,Online,2025-10-13,1,Electronics,10128,0,0.0
188,Online,2025-12-15,1,Home,10008,1,48.31
142,Online,2025-10-20,1,Beauty,10034,2,199.34
101,InStore,2025-11-10,1,Beauty,10005,2,182.42
248,Online,2025-10-27,1,Electronics,10110,4,106.04
223,Online,2025-10-13,1,Apparel,10154,4,298.45
141,Online,2025-11-10,1,Grocery,10036,1,68.82
181,InStore,2025-11-10,1,Grocery,10081,1,8.6
180,Pickup,2025-11-03,1,Electronics,10160,3,127.65
147,Pickup,2025-12-15,1,Beauty,10017,1,22.91
259,Pickup,2025-12-01,1,Apparel,10045,1,92.57
231,Online,2025-12-22,1,Apparel,10059,0,0.0
259,Pickup,2025-11-17,1,Beauty,10030,2,215.15
187,Pickup,2025-10-06,1,Grocery,10102,3,53.75
156,Online,2025-12-01,1,Electronics,10136,3,205.48
193,Online,2025-11-24,1,Home,10044,2,49.97
131,Online,2025-11-03,1,Beauty,10097,3,137.57
112,Online,2025-12-22,1,Grocery,10025,0,0.0
118,Online,2025-12-08,1,Electronics,10004,1,32.15
226,InStore,2025-12-15,1,Grocery,10112,1,118.63
154,Online,2025-10-06,1,Beauty,10084,1,65.83
226,Pickup,2025-12-08,1,Electronics,10144,3,236.42
143,InStore,2025-11-10,1,Grocery,10169,1,54.81
113,Pickup,2025-11-10,1,Beauty,10027,2,48.82
118,Pickup,2025-12-01,1,Home,10033,5,489.82
222,Online,2025-10-27,1,Grocery,10038,3,177.95
210,Pickup,2025-11-17,1,Beauty,10005,3,343.98
122,Pickup,2025-11-10,1,Home,10111,1,119.84
129,Online,2025-10-20,1,Grocery,10053,2,126.61
155,InStore,2025-12-15,1,Apparel,10044,2,138.82
167,Pickup,2025-10-20,1,Grocery,10076,5,98.43
220,Online,2025-11-10,1,Grocery,10082,3,105.77
177,Online,2025-11-17,1,Grocery,10128,4,75.99
101,Pickup,2025-10-06,1,Beauty,10165,2,150.88
106,Online,2025-10-27,2,Beauty,10039,2,59.14
249,Pickup,2025-12-15,1,Grocery,10031,0,0.0
245,Pickup,2025-11-10,1,Beauty,10019,2,28.22
187,InStore,2025-11-17,1,Electronics,10052,5,580.05
110,InStore,2025-12-22,1,Electronics,10012,2,178.37
236,Pickup,2025-11-10,1,Beauty,10152,1,104.77
105,Pickup,2025-11-03,1,Apparel,10071,1,28.7
190,InStore,2025-10-13,1,Grocery,10075,1,75.31
191,InStore,2025-12-22,1,Electronics,10128,2,59.62
182,InStore,2025-12-22,1,Electronics,10061,4,289.92
216,Pickup,2025-10-20,1,Beauty,10116,2,168.62
179,InStore,2025-11-17,1,Apparel,10077,1,51.07
175,Pickup,2025-10-13,2,Beauty,10078,2,231.97
122,InStore,2025-12-08,1,Grocery,10118,2,123.04
232,Pickup,2025-10-06,1,Electronics,10086,2,179.17
238,Online,2025-11-10,1,Beauty,10066,1,106.8
257,InStore,2025-12-22,2,Electronics,10149,2,67.08
101,Online,2025-12-22,1,Home,10067,1,65.64
158,Pickup,2025-12-15,1,Grocery,10148,2,133.7
208,Online,2025-12-22,1,Apparel,10084,1,108.54
239,Pickup,2025-10-20,1,Electronics,10023,2,91.93
193,Online,2025-12-22,1,Grocery,10055,1,57.44
137,InStore,2025-12-22,1,Grocery,10151,2,199.72
207,Pickup,2025-10-27,1,Grocery,10074,3,342.26
169,InStore,2025-12-22,1,Grocery,10061,0,0.0
146,InStore,2025-11-10,1,Apparel,10081,2,66.51
194,InStore,2025-10-20,1,Electronics,10074,0,0.0
259,InStore,2025-11-24,2,Electronics,10026,2,212.85
197,InStore,2025-11-24,2,Grocery,10084,3,173.21
210,Online,2025-10-20,1,Home,10170,2,115.93
147,Online,2025-11-10,1,Grocery,10067,0,0.0
215,Online,2025-11-03,1,Beauty,10142,2,51.31
142,Online,2025-12-08,1,Apparel,10021,1,38.49
